word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
信用卡	noun	0.7128	0.6090	31	0.000214	0.000260
双眼	noun	0.7093	0.5848	34	0.000254	0.000319
火势	noun	0.7093	0.5606	29	0.000201	0.000226
舞	verb	0.7076	0.6107	28	0.000186	0.000259
激动	verb	0.7059	0.6021	33	0.000299	0.000240
几乎	adverb	0.7059	0.5415	22	0.000186	0.000459
松开	verb	0.7059	0.6349	24	0.000214	0.000587
腰部	noun	0.7059	0.5675	27	0.000270	0.000455
封书	noun	0.7059	0.5138	24	0.000146	0.000183
跟随	verb	0.7042	0.6782	26	0.000255	0.000546
释放	verb	0.7042	0.6194	22	0.000189	0.000493
盐	noun	0.7024	0.7024	31	0.000227	0.000283
痛苦	verb	0.7024	0.5606	31	0.001388	0.001636
墙壁	noun	0.7024	0.7128	22	0.000177	0.000348
晴天	noun	0.7024	0.5952	31	0.000214	0.000259
阴天	noun	0.7024	0.5952	31	0.000214	0.000259
结束	verb	0.6990	0.5952	29	0.001195	0.002375
探索	verb	0.6990	0.5848	25	0.000306	0.000647
远处	noun	0.6990	0.5052	34	0.000589	0.000790
仍然	adverb	0.6990	0.5813	31	0.000214	0.000225
挑战	verb	0.6955	0.5294	22	0.000178	0.000328
回到	verb	0.6955	0.6125	34	0.001508	0.002834
好的	verb	0.6955	0.6505	21	0.000188	0.000469
墓	noun	0.6955	0.5848	30	0.000201	0.000211
巴黎	noun	0.6938	0.5761	32	0.000227	0.000273
上下	verb	0.6920	0.5986	29	0.000413	0.000525
栅栏	noun	0.6920	0.5986	31	0.000228	0.000239
绝望	verb	0.6920	0.6471	30	0.000229	0.000269
怎样	adverb	0.6920	0.5675	33	0.006945	0.007262
缓缓	adverb	0.6903	0.6246	28	0.000880	0.001740
理解	verb	0.6886	0.6159	21	0.000266	0.000910
时间	noun	0.6886	0.6384	32	0.000307	0.000493
手套	noun	0.6886	0.6159	27	0.000255	0.000349
嘶哑	noun	0.6886	0.5952	26	0.000174	0.000230
糖	noun	0.6886	0.5744	31	0.000214	0.000257
哑	noun	0.6886	0.6782	31	0.000214	0.000257
集体	noun	0.6851	0.5000	26	0.000172	0.000184
缓慢	verb	0.6851	0.5225	25	0.000264	0.000461
宽恕	noun	0.6834	0.5865	24	0.000157	0.000181
多云	verb	0.6817	0.5813	27	0.000185	0.000229
远方	noun	0.6817	0.5848	34	0.000703	0.000890
跳	noun	0.6799	0.6401	30	0.000213	0.000198
起床	verb	0.6799	0.5969	26	0.000227	0.000346
废墟	noun	0.6782	0.5606	31	0.000295	0.000385
转向	verb	0.6782	0.4567	31	0.000521	0.000932
护士	noun	0.6765	0.5277	30	0.000213	0.000198
讲述	verb	0.6765	0.6263	32	0.000598	0.000914
狂喜	noun	0.6747	0.4291	23	0.000146	0.000216
路	noun	0.6747	0.6782	25	0.000201	0.000299
取	verb	0.6747	0.5242	20	0.000159	0.000309
墓地	noun	0.6747	0.5744	26	0.000173	0.000181
写下	verb	0.6747	0.6332	21	0.000132	0.000263
伤害	verb	0.6747	0.5363	34	0.001512	0.002133
眼	noun	0.6747	0.5606	31	0.000472	0.000716
安慰	verb	0.6730	0.5536	24	0.000278	0.000489
首先	adverb	0.6713	0.4913	27	0.000487	0.000862
摆脱	verb	0.6713	0.6228	31	0.001957	0.002981
出来	verb	0.6713	0.6990	33	0.000457	0.000719
推	verb	0.6713	0.5467	25	0.000387	0.001163
地面	noun	0.6713	0.6436	34	0.000974	0.001403
田野	noun	0.6696	0.5519	30	0.000267	0.000327
参加	verb	0.6696	0.6557	26	0.000370	0.000521
进	verb	0.6678	0.6886	33	0.000281	0.000331
血	noun	0.6678	0.5744	34	0.000648	0.000787
开始	verb	0.6678	0.6228	30	0.013760	0.015137
心脏	noun	0.6661	0.6384	32	0.000494	0.000624
依然	adverb	0.6644	0.5571	27	0.000186	0.000181
追求	verb	0.6644	0.6263	22	0.000404	0.001907
组织	verb	0.6644	0.5433	23	0.000198	0.000271
尝试	verb	0.6644	0.6367	31	0.001763	0.003153
决定	verb	0.6644	0.6194	25	0.000260	0.000482
呼吸	noun	0.6644	0.5606	31	0.000337	0.000423
写作	verb	0.6644	0.5640	25	0.000186	0.000313
背部	noun	0.6644	0.5623	28	0.000446	0.000635
更加	adverb	0.6626	0.5554	24	0.000258	0.000459
门槛	noun	0.6609	0.5882	21	0.000134	0.000182
外套	noun	0.6609	0.5882	33	0.000521	0.000535
恐惧	noun	0.6609	0.5675	30	0.000284	0.000361
快乐	verb	0.6609	0.5363	25	0.000172	0.000274
面颊	noun	0.6609	0.4723	26	0.000200	0.000240
其中	noun	0.6609	0.5952	21	0.000173	0.000268
使用	verb	0.6609	0.5640	29	0.001097	0.001782
反击	verb	0.6592	0.6107	26	0.000365	0.000734
十分	adverb	0.6592	0.5346	32	0.000295	0.000329
准备好	verb	0.6574	0.5069	26	0.000268	0.000342
绽放	verb	0.6574	0.5571	25	0.000173	0.000169
队友	noun	0.6574	0.6367	21	0.000132	0.000180
抵抗	noun	0.6557	0.6713	22	0.000147	0.000271
胸部	noun	0.6557	0.5519	32	0.000862	0.001158
利用	verb	0.6540	0.5121	29	0.001079	0.001755
战斗	verb	0.6540	0.5363	26	0.000254	0.000465
等待	verb	0.6540	0.6367	25	0.000258	0.000424
背后	noun	0.6540	0.4844	31	0.000502	0.000655
动	verb	0.6540	0.5156	33	0.000280	0.000440
立刻	adverb	0.6540	0.5156	31	0.001410	0.002251
就是	verb	0.6522	0.6159	26	0.000187	0.000170
不在	verb	0.6522	0.7163	24	0.000239	0.000385
那么	adverb	0.6505	0.5606	28	0.000200	0.000209
地板	noun	0.6505	0.5882	30	0.000296	0.000499
背上	noun	0.6505	0.5952	34	0.000736	0.000795
放过	verb	0.6505	0.5156	23	0.000147	0.000168
研究	verb	0.6505	0.7163	29	0.000308	0.000397
头顶	noun	0.6505	0.5260	21	0.000310	0.000493
教堂	noun	0.6505	0.4550	26	0.000199	0.000225
低下头	verb	0.6505	0.4429	23	0.000450	0.000723
浏览	verb	0.6488	0.6073	20	0.000132	0.000143
破碎	noun	0.6488	0.5536	22	0.000148	0.000213
切割	verb	0.6471	0.6713	29	0.000310	0.000352
坐	verb	0.6471	0.5433	34	0.001176	0.001408
递给	verb	0.6471	0.4706	30	0.000660	0.000970
瓦砾	noun	0.6471	0.5156	22	0.000146	0.000229
敌人	noun	0.6471	0.5709	29	0.000292	0.000521
制作	verb	0.6453	0.5069	28	0.000354	0.000491
晴	verb	0.6453	0.5381	30	0.000214	0.000198
击打	verb	0.6453	0.7007	30	0.000641	0.000955
沟里	noun	0.6436	0.6176	28	0.000200	0.000230
证明	verb	0.6436	0.6159	29	0.000641	0.001095
咳嗽	verb	0.6436	0.5744	25	0.000267	0.000349
保持	verb	0.6436	0.5813	22	0.000241	0.000749
下周	noun	0.6436	0.5779	23	0.000159	0.000157
肉	verb	0.6436	0.5433	29	0.000280	0.000329
缓缓	verb	0.6436	0.6298	31	0.001290	0.001937
听到	verb	0.6436	0.6471	33	0.000965	0.001175
逐渐	adverb	0.6436	0.5606	27	0.000766	0.000969
放入	verb	0.6436	0.5952	25	0.000324	0.000466
仍	adverb	0.6419	0.6298	30	0.000214	0.000209
远	adverb	0.6419	0.5398	22	0.000267	0.000433
逃离	verb	0.6401	0.5260	31	0.003284	0.003820
长袍	noun	0.6401	0.4879	27	0.000292	0.000322
破裂	verb	0.6401	0.5190	25	0.000215	0.000297
无力	verb	0.6401	0.5848	29	0.000254	0.000256
砸	verb	0.6384	0.4343	32	0.000906	0.001050
猛地	verb	0.6384	0.5208	32	0.001985	0.002992
喝水	noun	0.6384	0.5017	22	0.000174	0.000240
小心翼翼	verb	0.6367	0.6540	30	0.000797	0.001096
离去	verb	0.6367	0.5502	25	0.000213	0.000270
冰凉	verb	0.6367	0.5882	25	0.000174	0.000169
剧烈	adjective	0.6367	0.6747	21	0.000215	0.000340
时刻	noun	0.6367	0.5433	22	0.000147	0.000154
如何	adverb	0.6367	0.5571	34	0.006114	0.006803
惩罚	verb	0.6367	0.5260	31	0.001155	0.001614
鱼	noun	0.6367	0.5433	31	0.000267	0.000252
河里	noun	0.6349	0.5519	28	0.000224	0.000272
峡谷	noun	0.6332	0.5467	25	0.000172	0.000168
上	verb	0.6332	0.5363	34	0.000323	0.000397
皮肤	noun	0.6332	0.5709	27	0.000303	0.000357
无比	adverb	0.6332	0.4810	31	0.000298	0.000331
走出	verb	0.6332	0.5087	21	0.000216	0.000351
旁边	noun	0.6332	0.6055	21	0.000163	0.000202
哭泣	noun	0.6315	0.6228	30	0.000214	0.000195
头部	noun	0.6315	0.6574	32	0.000455	0.000597
对手	noun	0.6315	0.6557	22	0.000173	0.000249
僵硬	verb	0.6315	0.6228	30	0.000214	0.000195
水面	noun	0.6298	0.5934	28	0.000201	0.000209
球	noun	0.6298	0.6592	32	0.000374	0.000406
口	noun	0.6298	0.4637	33	0.000563	0.000713
辞退	verb	0.6298	0.5398	27	0.000372	0.000383
出现	verb	0.6298	0.6159	31	0.000295	0.000464
学会	verb	0.6298	0.5917	29	0.000392	0.000560
讲	verb	0.6298	0.5640	22	0.000199	0.000317
最终	adverb	0.6280	0.5035	30	0.000242	0.000253
拉	verb	0.6263	0.5190	34	0.000910	0.001102
询问	verb	0.6263	0.5813	20	0.000197	0.000437
受到	verb	0.6263	0.4360	28	0.000358	0.000427
转过身	verb	0.6263	0.4637	28	0.000579	0.000608
大叫	verb	0.6263	0.5536	34	0.000736	0.000886
进入	verb	0.6263	0.5242	20	0.000287	0.000687
这是	verb	0.6263	0.4533	31	0.000396	0.000544
哲学	noun	0.6263	0.5606	22	0.000160	0.000171
慢慢	adverb	0.6263	0.5260	34	0.009641	0.011135
腰间	noun	0.6228	0.5848	26	0.000322	0.000340
写	verb	0.6228	0.5467	34	0.001439	0.001668
消失	verb	0.6228	0.5173	30	0.000606	0.000726
切	verb	0.6228	0.6401	31	0.000634	0.000789
结婚	verb	0.6228	0.6644	31	0.000686	0.000994
怎么办	verb	0.6228	0.5640	33	0.006867	0.006952
观察	verb	0.6211	0.5934	22	0.000188	0.000282
抱怨	verb	0.6211	0.6522	28	0.000543	0.000793
开除	verb	0.6211	0.5208	32	0.000468	0.000453
辣椒	noun	0.6194	0.5744	27	0.000199	0.000198
气	noun	0.6194	0.5190	24	0.000244	0.000296
检查	verb	0.6194	0.5363	29	0.000374	0.000503
去世	verb	0.6194	0.5813	34	0.000443	0.000565
注射	verb	0.6194	0.5433	27	0.000242	0.000286
能够	verb	0.6194	0.6055	21	0.000271	0.000371
嘴巴	noun	0.6176	0.5536	30	0.000344	0.000388
长凳	noun	0.6176	0.5208	26	0.000186	0.000168
机会	noun	0.6176	0.4083	26	0.000186	0.000167
呕吐	verb	0.6159	0.6090	27	0.000498	0.000642
康复	verb	0.6159	0.5398	20	0.000175	0.000251
忠诚	noun	0.6159	0.5606	31	0.000601	0.000662
就已经	adverb	0.6159	0.5156	23	0.000160	0.000153
开火	verb	0.6159	0.5156	29	0.000516	0.000807
恢复	verb	0.6159	0.5138	24	0.000277	0.000356
那个人	noun	0.6142	0.5761	20	0.000148	0.000242
坐下	verb	0.6142	0.5381	26	0.000309	0.000537
门框	noun	0.6142	0.4377	20	0.000134	0.000155
目标	noun	0.6125	0.6332	20	0.000164	0.000291
对此	adverb	0.6125	0.5294	25	0.000709	0.000960
变成	verb	0.6125	0.4879	32	0.000771	0.000999
向	verb	0.6125	0.6125	34	0.001169	0.001319
火场	noun	0.6107	0.5035	26	0.000201	0.000179
头晕	verb	0.6107	0.6003	30	0.000457	0.000456
大地	noun	0.6090	0.5329	30	0.000281	0.000356
欢乐	noun	0.6090	0.5363	23	0.000159	0.000202
射杀	noun	0.6090	0.4775	31	0.000767	0.000970
通过	verb	0.6090	0.5260	34	0.002903	0.004615
减少	verb	0.6090	0.6142	26	0.000213	0.000240
尖叫	verb	0.6073	0.4810	28	0.000780	0.001045
放下	verb	0.6073	0.4879	24	0.000380	0.000618
抗议	verb	0.6073	0.5329	24	0.000320	0.000425
料	noun	0.6055	0.4948	28	0.000202	0.000183
断裂	noun	0.6055	0.6574	29	0.000228	0.000223
停下来	verb	0.6055	0.6332	28	0.000313	0.000418
跳	verb	0.6055	0.6263	26	0.000423	0.000565
明天	noun	0.6055	0.6332	25	0.000217	0.000280
感到	verb	0.6055	0.5813	34	0.007111	0.007691
停止	verb	0.6055	0.5536	33	0.001102	0.001388
接受	verb	0.6055	0.6055	33	0.002658	0.003382
不适	verb	0.6055	0.5727	24	0.000300	0.000370
计算	verb	0.6055	0.5779	20	0.000151	0.000171
倒塌	noun	0.6055	0.5606	24	0.000174	0.000205
树枝	noun	0.6055	0.4965	22	0.000148	0.000156
镇压	verb	0.6055	0.5329	23	0.000161	0.000157
紧张	verb	0.6021	0.5606	23	0.000217	0.000301
打人	verb	0.6021	0.6263	31	0.000641	0.000833
手臂	noun	0.6021	0.4844	31	0.001434	0.001576
搜索	verb	0.6021	0.5502	23	0.000173	0.000204
温柔	verb	0.6021	0.4394	22	0.000339	0.000674
煮	verb	0.6021	0.4170	24	0.000187	0.000185
倒	adverb	0.6021	0.4948	27	0.000199	0.000168
湖边	noun	0.6003	0.5242	26	0.000201	0.000198
口中	noun	0.6003	0.4723	32	0.000403	0.000427
满满	adverb	0.5986	0.5121	22	0.000282	0.000325
来自	verb	0.5986	0.6159	21	0.000162	0.000171
一边	adverb	0.5986	0.5363	22	0.000377	0.000609
自豪	noun	0.5969	0.6090	26	0.000188	0.000215
了出来	verb	0.5969	0.5519	20	0.000134	0.000140
空气	noun	0.5969	0.5017	24	0.000227	0.000427
购买	verb	0.5969	0.6263	26	0.000290	0.000291
愿意	verb	0.5969	0.5571	30	0.000254	0.000237
摧毁	verb	0.5952	0.4602	31	0.001001	0.001158
一挥	verb	0.5952	0.5502	23	0.000160	0.000201
放松	verb	0.5952	0.5675	23	0.000174	0.000229
回答	verb	0.5952	0.5484	32	0.000456	0.000522
了解	verb	0.5952	0.5986	33	0.001476	0.002669
衣服	noun	0.5952	0.6055	34	0.000733	0.000796
一块	adverb	0.5952	0.5744	27	0.000435	0.000471
真的	adverb	0.5952	0.4256	32	0.000401	0.000408
额头	noun	0.5952	0.6401	33	0.000608	0.000771
声	noun	0.5934	0.4965	32	0.000815	0.001052
举行	verb	0.5917	0.4810	21	0.000147	0.000169
联系	verb	0.5917	0.5121	26	0.000768	0.001022
离世	verb	0.5917	0.4256	25	0.000201	0.000202
血液	noun	0.5917	0.5208	24	0.000270	0.000339
说话	verb	0.5917	0.6678	34	0.000805	0.000893
驱散	verb	0.5917	0.5017	21	0.000145	0.000138
手	verb	0.5900	0.6332	20	0.000133	0.000202
嘴里	noun	0.5900	0.5035	32	0.000626	0.000608
帮忙	verb	0.5900	0.5467	24	0.000238	0.000303
一样	verb	0.5882	0.6090	21	0.000148	0.000189
墓碑	noun	0.5882	0.5779	29	0.000214	0.000182
古代	noun	0.5882	0.5346	30	0.000441	0.000463
做好	verb	0.5882	0.5779	29	0.000281	0.000291
思考	verb	0.5882	0.6194	33	0.003535	0.003937
成为	verb	0.5882	0.5052	34	0.006985	0.008193
倒进	verb	0.5882	0.5709	22	0.000292	0.000294
腰	noun	0.5882	0.5017	31	0.000847	0.000858
起身	verb	0.5865	0.6228	24	0.000379	0.000482
悲伤	verb	0.5865	0.6194	20	0.000148	0.000141
发射	verb	0.5848	0.6298	23	0.000335	0.000458
正在	adverb	0.5848	0.5329	34	0.000595	0.000646
沙哑	noun	0.5848	0.5294	24	0.000173	0.000154
创建	verb	0.5848	0.5294	21	0.000298	0.000308
历史	noun	0.5848	0.4602	28	0.000443	0.000468
痛打	verb	0.5848	0.5744	22	0.000160	0.000199
先	adverb	0.5848	0.5190	33	0.003494	0.003784
城市	noun	0.5848	0.5502	24	0.000199	0.000241
逮捕	verb	0.5848	0.5121	27	0.000240	0.000223
疼痛	verb	0.5830	0.6315	32	0.000869	0.000920
惊喜	noun	0.5830	0.5709	28	0.000214	0.000216
遥远	verb	0.5830	0.5104	22	0.000225	0.000266
栏杆	noun	0.5830	0.5000	28	0.000254	0.000239
按下	verb	0.5813	0.4394	32	0.000445	0.000678
注意到	verb	0.5813	0.5087	21	0.000312	0.000507
这样	verb	0.5813	0.5761	20	0.000804	0.001188
碎裂	noun	0.5813	0.4533	25	0.000226	0.000255
地上	noun	0.5813	0.4412	20	0.000269	0.000326
鼻	noun	0.5813	0.5640	27	0.000443	0.000524
帮助	verb	0.5813	0.6298	34	0.002156	0.003035
自由	noun	0.5813	0.4948	29	0.000751	0.000926
随时	adverb	0.5796	0.5052	20	0.000252	0.000471
不能	verb	0.5796	0.6159	20	0.000238	0.000347
怎么样	adverb	0.5796	0.5208	30	0.001609	0.002168
生殖器	noun	0.5796	0.5363	26	0.000239	0.000210
认为	verb	0.5779	0.4948	25	0.000588	0.000492
就会	verb	0.5779	0.5986	29	0.000240	0.000243
逃走	verb	0.5779	0.4152	28	0.000439	0.000436
伤口	noun	0.5779	0.5156	28	0.000389	0.000439
后面	noun	0.5779	0.4533	21	0.000159	0.000155
死亡	verb	0.5779	0.5225	34	0.001127	0.001282
掉	verb	0.5779	0.5467	23	0.000257	0.000262
空中	noun	0.5779	0.5467	33	0.000533	0.000613
怎么	adverb	0.5779	0.4810	33	0.005699	0.006083
拳打脚踢	verb	0.5779	0.5398	22	0.000160	0.000154
乘坐	verb	0.5779	0.5260	24	0.000187	0.000157
拍	verb	0.5779	0.6332	33	0.000575	0.000774
向	noun	0.5761	0.4689	24	0.000426	0.000453
着手	verb	0.5744	0.4913	21	0.000253	0.000241
这么	adverb	0.5744	0.4291	25	0.000407	0.000370
草地	noun	0.5744	0.4706	25	0.000227	0.000225
摇晃	verb	0.5744	0.5225	26	0.000287	0.000291
发现	verb	0.5744	0.5779	33	0.001401	0.001684
下雨	verb	0.5744	0.4810	25	0.000186	0.000202
进去	verb	0.5744	0.5934	22	0.000282	0.000472
制服	noun	0.5744	0.4481	22	0.000211	0.000230
紧紧	adverb	0.5744	0.5156	31	0.001922	0.002327
发出	verb	0.5744	0.5398	31	0.000606	0.000867
太阳穴	noun	0.5727	0.5450	20	0.000175	0.000229
肋骨	noun	0.5727	0.4256	30	0.000360	0.000369
削减	verb	0.5727	0.4862	30	0.000283	0.000251
裙子	noun	0.5727	0.5277	30	0.000307	0.000312
帽子	noun	0.5727	0.6557	28	0.000364	0.000405
烟	noun	0.5727	0.5208	30	0.000473	0.000511
折磨	verb	0.5727	0.5744	22	0.000426	0.000387
鼻孔	noun	0.5727	0.4896	32	0.000483	0.000532
握住	verb	0.5709	0.5467	25	0.000428	0.000693
弟弟	noun	0.5709	0.5294	21	0.000185	0.000198
软	verb	0.5709	0.5225	21	0.000148	0.000160
儿	noun	0.5709	0.4810	27	0.000306	0.000302
门外	noun	0.5709	0.3599	21	0.000230	0.000285
火焰	noun	0.5709	0.4983	28	0.000384	0.000363
失去	verb	0.5709	0.4498	34	0.000878	0.001033
服	verb	0.5692	0.5554	24	0.000214	0.000224
水沟	noun	0.5692	0.5329	22	0.000160	0.000186
民主党	noun	0.5692	0.4619	28	0.000213	0.000168
麻木	verb	0.5675	0.5329	29	0.000258	0.000197
选择	verb	0.5675	0.6228	33	0.001714	0.002237
倒下	verb	0.5675	0.5294	33	0.001359	0.001456
下面	noun	0.5675	0.5260	33	0.000545	0.000647
放弃	verb	0.5675	0.4014	33	0.003887	0.004371
见	verb	0.5675	0.5744	25	0.000307	0.000319
喉咙	noun	0.5675	0.6298	26	0.000610	0.000763
树下	noun	0.5675	0.4810	27	0.000202	0.000168
拥抱	verb	0.5657	0.4550	32	0.001018	0.001637
脸庞	noun	0.5640	0.5779	26	0.000310	0.000337
桌面	noun	0.5640	0.5329	20	0.000146	0.000141
取出	verb	0.5640	0.6055	25	0.000302	0.000309
躲避	verb	0.5640	0.4567	25	0.000238	0.000254
喝下	verb	0.5640	0.4360	23	0.000228	0.000237
菜	noun	0.5640	0.4983	28	0.000241	0.000261
人类	noun	0.5640	0.4377	30	0.000482	0.000509
想念	verb	0.5606	0.5917	25	0.000344	0.000520
脱下	verb	0.5606	0.5536	30	0.000572	0.000615
拥有	verb	0.5606	0.4844	34	0.003443	0.003711
阴	noun	0.5606	0.4291	25	0.000200	0.000198
靠近	verb	0.5606	0.4810	25	0.000927	0.000922
救命	verb	0.5606	0.5623	28	0.000493	0.000484
逃跑	verb	0.5606	0.5156	31	0.001711	0.002057
走	verb	0.5606	0.5260	34	0.002562	0.002600
河	noun	0.5606	0.6038	28	0.000267	0.000360
头痛	verb	0.5606	0.5017	25	0.000242	0.000256
主动	adverb	0.5606	0.4585	22	0.000344	0.000441
鞋子	noun	0.5606	0.5363	27	0.000331	0.000308
牙齿	noun	0.5588	0.5035	30	0.000361	0.000334
爆发	verb	0.5571	0.6298	24	0.000325	0.000447
囚犯	noun	0.5571	0.5017	21	0.000147	0.000139
医生	noun	0.5571	0.6055	34	0.000361	0.000370
迎	verb	0.5571	0.4775	27	0.000403	0.000391
雨	noun	0.5571	0.5156	27	0.000201	0.000214
躺	verb	0.5571	0.5502	27	0.000795	0.000795
暴打	verb	0.5571	0.5104	20	0.000145	0.000126
抱住	verb	0.5571	0.5225	27	0.000681	0.000805
山崖	noun	0.5554	0.5606	26	0.000240	0.000210
瓶	noun	0.5554	0.4758	22	0.000161	0.000140
小心	adverb	0.5536	0.5398	25	0.000242	0.000260
身体	noun	0.5536	0.5640	34	0.002745	0.003104
本书	noun	0.5536	0.5952	26	0.000199	0.000154
远离	verb	0.5536	0.4879	34	0.001543	0.001643
离婚	verb	0.5519	0.5536	24	0.000619	0.000771
吐	verb	0.5519	0.5450	20	0.000208	0.000302
兴奋	verb	0.5519	0.5830	32	0.000345	0.000360
踩	verb	0.5519	0.6038	24	0.000298	0.000300
锁骨	noun	0.5519	0.4775	24	0.000254	0.000254
意识到	verb	0.5519	0.4965	24	0.003401	0.003746
背	noun	0.5519	0.5017	28	0.000477	0.000491
怎么做	verb	0.5502	0.5294	21	0.004693	0.004619
浓烟	noun	0.5502	0.4983	25	0.000360	0.000363
正	adverb	0.5502	0.5433	31	0.000309	0.000301
东西	noun	0.5502	0.5190	33	0.000507	0.000489
地下	noun	0.5502	0.5917	21	0.000189	0.000204
挣扎	verb	0.5502	0.4740	29	0.000873	0.001007
继续	verb	0.5502	0.5398	34	0.005477	0.006184
努力	adverb	0.5502	0.4983	27	0.000225	0.000170
西装	noun	0.5484	0.4931	24	0.000200	0.000184
母亲	noun	0.5484	0.5000	30	0.000440	0.000423
请	verb	0.5484	0.5675	20	0.000188	0.000278
哭泣	verb	0.5484	0.5225	28	0.001337	0.001547
柔软	verb	0.5484	0.5346	30	0.000281	0.000264
别	adverb	0.5484	0.4550	26	0.000256	0.000249
胸口	noun	0.5484	0.4273	32	0.001655	0.001762
脸颊	noun	0.5484	0.6246	32	0.000907	0.000972
出声	noun	0.5467	0.4256	30	0.000387	0.000373
安静	verb	0.5467	0.6055	27	0.000254	0.000207
跟着	verb	0.5467	0.5017	23	0.000281	0.000306
下来	verb	0.5467	0.4792	22	0.000308	0.000411
上衣	noun	0.5467	0.4567	31	0.000455	0.000397
在	adverb	0.5467	0.4913	29	0.001051	0.000968
走进	verb	0.5467	0.5311	30	0.000545	0.000580
攻	verb	0.5467	0.4256	24	0.000373	0.000336
药瓶	noun	0.5450	0.5138	22	0.000160	0.000141
记录	verb	0.5450	0.5502	26	0.000273	0.000242
出	verb	0.5433	0.5052	34	0.000859	0.001019
听	verb	0.5433	0.6055	31	0.000612	0.000649
谷底	noun	0.5433	0.4879	32	0.000361	0.000325
黑暗	adjective	0.5433	0.4325	24	0.000308	0.000342
拒绝	verb	0.5433	0.4498	34	0.001191	0.001230
想要	verb	0.5433	0.4429	28	0.000656	0.000869
街道	noun	0.5433	0.6228	31	0.000440	0.000531
留下	verb	0.5433	0.5900	22	0.000177	0.000169
仿佛	noun	0.5433	0.3685	20	0.000147	0.000126
