word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
ignored	verb	0.7836	0.4589	51	0.000012	0.000066
embrace	verb	0.7828	0.4041	82	0.000051	0.000134
adjusted	verb	0.7817	0.4527	92	0.000308	0.000550
claimed	verb	0.7817	0.4823	86	0.000270	0.000560
remind	verb	0.7812	0.3693	84	0.000122	0.000386
respond	verb	0.7812	0.4681	90	0.000230	0.000493
everything	noun	0.7807	0.4674	91	0.000212	0.000365
continue	verb	0.7807	0.4934	91	0.000347	0.000561
immediately	adverb	0.7798	0.4910	92	0.000711	0.001440
face	verb	0.7784	0.4641	92	0.000217	0.000308
quantum	noun	0.7784	0.4293	58	0.000016	0.000047
negotiate	verb	0.7784	0.4201	63	0.000036	0.000118
offered	verb	0.7765	0.4386	92	0.001636	0.002321
accessed	verb	0.7750	0.4676	58	0.000023	0.000092
Sarah	noun	0.7748	0.4119	50	0.000017	0.000116
document	verb	0.7746	0.4102	61	0.000034	0.000264
invest	verb	0.7722	0.4920	77	0.000048	0.000122
responding	verb	0.7722	0.4343	51	0.000017	0.000069
reach	verb	0.7722	0.4168	78	0.000048	0.000197
secured	verb	0.7715	0.4395	86	0.000103	0.000219
communicate	verb	0.7708	0.4405	29	0.000004	0.000089
pursue	verb	0.7698	0.4686	90	0.000126	0.000291
conduct	verb	0.7698	0.4494	83	0.000067	0.000152
planned	verb	0.7687	0.5024	58	0.000024	0.000106
barked	verb	0.7684	0.4253	64	0.000028	0.000139
submitted	verb	0.7684	0.5132	92	0.000350	0.000596
believe	verb	0.7675	0.3984	92	0.001205	0.001504
confront	verb	0.7670	0.4629	86	0.000124	0.000257
reported	verb	0.7651	0.4948	91	0.000146	0.000265
Jane	noun	0.7651	0.4135	35	0.000005	0.000055
prepared	verb	0.7649	0.5255	86	0.000221	0.000511
exhaled	verb	0.7637	0.5128	31	0.000004	0.000069
raised	verb	0.7637	0.4348	92	0.000558	0.000903
implement	verb	0.7628	0.4154	84	0.000060	0.000130
hummed	verb	0.7618	0.4787	39	0.000006	0.000048
apologize	verb	0.7616	0.4913	82	0.000083	0.000247
identified	verb	0.7613	0.4698	37	0.000011	0.000049
pondered	verb	0.7604	0.4835	39	0.000011	0.000097
notify	verb	0.7599	0.4088	47	0.000012	0.000161
apologized	verb	0.7597	0.4620	76	0.000050	0.000209
admired	verb	0.7595	0.4317	54	0.000022	0.000117
committed	verb	0.7595	0.5203	50	0.000014	0.000060
hum	verb	0.7592	0.3925	46	0.000017	0.000079
further	adverb	0.7590	0.4504	74	0.000024	0.000082
suggest	verb	0.7580	0.4216	53	0.000014	0.000078
emerged	verb	0.7576	0.4173	70	0.000045	0.000134
advise	verb	0.7566	0.4698	67	0.000047	0.000193
approach	verb	0.7561	0.4291	47	0.000019	0.000118
acknowledge	verb	0.7561	0.4560	29	0.000006	0.000060
vanished	verb	0.7559	0.4955	76	0.000060	0.000235
create	verb	0.7547	0.5477	92	0.000450	0.000609
hesitated	verb	0.7538	0.3908	52	0.000018	0.000104
spoke	verb	0.7538	0.4471	92	0.001163	0.001605
gently	adverb	0.7538	0.5000	92	0.001091	0.001673
challenge	verb	0.7509	0.4806	91	0.000136	0.000289
received	verb	0.7500	0.4669	92	0.000901	0.001262
checked	verb	0.7500	0.4976	92	0.000937	0.001434
giggled	verb	0.7498	0.3948	58	0.000026	0.000150
manipulate	verb	0.7488	0.4646	36	0.000008	0.000043
fixed	verb	0.7483	0.5711	76	0.000053	0.000127
talk	verb	0.7476	0.3956	92	0.001447	0.001910
investigate	verb	0.7476	0.4409	76	0.000092	0.000209
stored	verb	0.7476	0.4603	51	0.000015	0.000052
propose	verb	0.7474	0.3873	36	0.000009	0.000046
confront	noun	0.7462	0.4674	55	0.000016	0.000047
gestured	verb	0.7460	0.5043	80	0.000050	0.000150
extended	verb	0.7455	0.4584	62	0.000025	0.000094
perform	verb	0.7453	0.4754	92	0.000058	0.000132
Alex	noun	0.7443	0.4570	52	0.000038	0.000144
swiftly	adverb	0.7436	0.4197	28	0.000002	0.000042
celebrate	verb	0.7436	0.4608	66	0.000022	0.000056
browsed	verb	0.7434	0.5416	49	0.000014	0.000057
exchanged	verb	0.7434	0.4920	43	0.000010	0.000048
wish	verb	0.7429	0.4634	86	0.000065	0.000149
discussed	verb	0.7422	0.4386	72	0.000039	0.000112
technically	adverb	0.7417	0.4686	38	0.000014	0.000095
abruptly	adverb	0.7415	0.4726	59	0.000016	0.000052
scattered	verb	0.7410	0.4060	92	0.000421	0.000630
managed	verb	0.7405	0.4282	91	0.000241	0.000421
observed	verb	0.7405	0.4707	85	0.000135	0.000325
guided	verb	0.7405	0.4726	91	0.000213	0.000400
enjoyed	verb	0.7405	0.4712	55	0.000027	0.000069
snarled	verb	0.7403	0.4818	48	0.000023	0.000150
engage	verb	0.7398	0.4492	34	0.000005	0.000046
report	verb	0.7396	0.4112	92	0.000787	0.001136
shifted	verb	0.7391	0.4716	45	0.000009	0.000037
scanned	verb	0.7389	0.4364	90	0.000277	0.000563
bring	verb	0.7382	0.4121	92	0.000393	0.000549
reveal	verb	0.7382	0.4858	37	0.000012	0.000050
end	verb	0.7372	0.4726	92	0.000282	0.000426
adjust	verb	0.7363	0.5236	41	0.000011	0.000053
confirmed	verb	0.7363	0.5118	92	0.000388	0.000598
declared	verb	0.7356	0.3880	88	0.000245	0.000608
verified	verb	0.7353	0.5208	77	0.000041	0.000115
failed	verb	0.7349	0.5066	92	0.000151	0.000276
marveled	verb	0.7344	0.4296	45	0.000010	0.000044
gazed	verb	0.7339	0.4674	92	0.000408	0.000800
organize	verb	0.7339	0.4523	82	0.000060	0.000115
gasped	verb	0.7337	0.4747	78	0.000112	0.000339
revise	verb	0.7335	0.4338	41	0.000010	0.000059
slowly	adverb	0.7330	0.5406	92	0.000711	0.001096
confirm	verb	0.7330	0.4920	77	0.000069	0.000166
draft	verb	0.7325	0.4735	27	0.000002	0.000043
gather	verb	0.7325	0.5047	41	0.000010	0.000053
smirked	verb	0.7320	0.4149	43	0.000021	0.000174
whisper	verb	0.7316	0.4513	29	0.000004	0.000031
involves	verb	0.7313	0.4119	56	0.000014	0.000040
marked	verb	0.7313	0.4768	56	0.000019	0.000061
explained	verb	0.7306	0.4107	92	0.000462	0.000759
everyone	noun	0.7306	0.4102	92	0.000644	0.001034
typically	adverb	0.7299	0.4223	46	0.000016	0.000055
step	verb	0.7297	0.5302	73	0.000028	0.000067
first	adverb	0.7297	0.4475	73	0.000047	0.000154
paused	verb	0.7287	0.4802	87	0.000131	0.000429
expected	verb	0.7271	0.4397	66	0.000022	0.000053
verify	verb	0.7271	0.4943	82	0.000063	0.000161
shattered	verb	0.7268	0.4726	89	0.000380	0.000614
plan	verb	0.7268	0.4960	86	0.000075	0.000164
steered	verb	0.7259	0.5047	50	0.000014	0.000072
protest	verb	0.7254	0.5775	92	0.000119	0.000180
spun	verb	0.7254	0.3970	87	0.000111	0.000258
switch	verb	0.7252	0.4509	84	0.000065	0.000162
schedule	verb	0.7250	0.4421	32	0.000007	0.000045
displayed	verb	0.7245	0.5496	41	0.000013	0.000055
claim	verb	0.7242	0.4825	68	0.000029	0.000086
lied	verb	0.7240	0.3993	73	0.000080	0.000250
murmured	verb	0.7240	0.4371	91	0.000132	0.000371
sighed	verb	0.7235	0.4097	91	0.000837	0.001891
growled	verb	0.7235	0.4499	57	0.000049	0.000213
issue	noun	0.7233	0.4232	70	0.000051	0.000114
joked	verb	0.7228	0.4939	30	0.000004	0.000036
leaned	verb	0.7226	0.4778	92	0.001919	0.002535
barely	adverb	0.7226	0.4480	34	0.000006	0.000042
traced	verb	0.7224	0.4010	84	0.000093	0.000255
acknowledging	verb	0.7221	0.4636	27	0.000004	0.000066
faced	verb	0.7221	0.4679	75	0.000048	0.000153
target	verb	0.7221	0.5038	45	0.000011	0.000039
forcefully	adverb	0.7219	0.4551	36	0.000006	0.000048
expressed	verb	0.7216	0.4853	35	0.000022	0.000087
fear	verb	0.7209	0.4074	86	0.000190	0.000339
scooped	verb	0.7207	0.4116	51	0.000024	0.000076
caught	verb	0.7202	0.4423	92	0.000354	0.000514
forgot	verb	0.7198	0.4835	92	0.000136	0.000210
addressing	verb	0.7198	0.4513	35	0.000006	0.000037
scolded	verb	0.7195	0.5300	42	0.000014	0.000064
need	verb	0.7193	0.4603	92	0.001493	0.001707
tested	verb	0.7183	0.4480	77	0.000073	0.000157
trust	verb	0.7181	0.4686	90	0.000177	0.000259
stretched	verb	0.7176	0.3757	64	0.000033	0.000102
suggests	verb	0.7174	0.4192	51	0.000070	0.000175
engaged	verb	0.7172	0.5189	22	0.000001	0.000025
release	verb	0.7164	0.4986	92	0.000117	0.000184
succeeded	verb	0.7160	0.4693	29	0.000006	0.000030
listened	verb	0.7155	0.3894	92	0.000658	0.000907
suggested	verb	0.7153	0.4780	84	0.000161	0.000332
surveyed	verb	0.7148	0.4563	66	0.000041	0.000215
argue	verb	0.7146	0.4461	70	0.000045	0.000122
allowed	verb	0.7146	0.4523	89	0.000114	0.000220
definitely	adverb	0.7146	0.5473	75	0.000056	0.000176
hold	verb	0.7146	0.4315	92	0.000274	0.000376
filled	verb	0.7141	0.4905	92	0.000383	0.000636
breathed	verb	0.7141	0.4334	89	0.000184	0.000374
needed	verb	0.7138	0.4293	82	0.000052	0.000114
encouraged	verb	0.7136	0.4527	71	0.000068	0.000188
released	verb	0.7136	0.4683	92	0.000290	0.000415
harm	verb	0.7136	0.4594	47	0.000016	0.000064
addressed	verb	0.7131	0.4310	88	0.000068	0.000131
replaced	verb	0.7131	0.4097	92	0.001322	0.001755
responded	verb	0.7127	0.4506	74	0.000040	0.000086
noticed	verb	0.7117	0.5161	91	0.001747	0.002216
wished	verb	0.7117	0.4187	89	0.000092	0.000168
John	noun	0.7115	0.3629	90	0.000129	0.000205
scare	verb	0.7112	0.4277	57	0.000024	0.000058
financial	adjective	0.7110	0.4223	34	0.000004	0.000023
weave	verb	0.7108	0.4995	50	0.000025	0.000086
performed	verb	0.7108	0.4669	91	0.000340	0.000482
stick	verb	0.7098	0.5440	39	0.000025	0.000063
cause	verb	0.7098	0.4849	25	0.000003	0.000034
regret	verb	0.7096	0.4910	72	0.000046	0.000096
demand	verb	0.7094	0.4920	92	0.000121	0.000188
cleared	verb	0.7089	0.4842	56	0.000020	0.000070
settled	verb	0.7089	0.4457	91	0.000226	0.000410
spotted	verb	0.7084	0.5180	71	0.000054	0.000124
tackled	verb	0.7082	0.4929	50	0.000013	0.000045
Emily	adverb	0.7079	0.4716	23	0.000002	0.000044
implies	verb	0.7079	0.4657	38	0.000038	0.000114
notice	verb	0.7075	0.4464	50	0.000017	0.000062
meet	verb	0.7065	0.4045	92	0.000271	0.000363
silently	adverb	0.7063	0.4312	44	0.000013	0.000088
essentially	adverb	0.7060	0.4917	26	0.000004	0.000061
arrived	verb	0.7056	0.5241	56	0.000026	0.000060
thus	adverb	0.7051	0.5241	57	0.000058	0.000167
activated	verb	0.7051	0.5170	43	0.000011	0.000044
tagged	verb	0.7051	0.5189	55	0.000046	0.000119
forgot	noun	0.7046	0.4863	79	0.000095	0.000201
Tom	noun	0.7046	0.5109	75	0.000037	0.000075
ignore	verb	0.7037	0.4277	91	0.000234	0.000362
clearly	adverb	0.7032	0.4303	46	0.000016	0.000081
remnants	noun	0.7023	0.5161	22	0.000001	0.000016
intervene	verb	0.7018	0.4716	65	0.000021	0.000049
worry	verb	0.7013	0.4100	88	0.000056	0.000111
peered	verb	0.7009	0.4646	91	0.000245	0.000486
attempted	verb	0.7009	0.5454	83	0.000075	0.000181
Mark	noun	0.7004	0.4591	26	0.000003	0.000029
scrambled	verb	0.7004	0.4324	22	0.000001	0.000023
navigated	verb	0.7004	0.4655	43	0.000014	0.000035
blamed	verb	0.7001	0.5017	38	0.000012	0.000065
locked	verb	0.6999	0.4806	92	0.000781	0.000992
quite	adverb	0.6994	0.4957	71	0.000026	0.000047
winked	verb	0.6990	0.4345	58	0.000020	0.000098
created	verb	0.6985	0.4594	92	0.000135	0.000266
aimed	verb	0.6985	0.4877	91	0.000335	0.000487
experience	verb	0.6983	0.5846	62	0.000043	0.000115
chose	verb	0.6980	0.4447	85	0.000092	0.000161
spilled	verb	0.6980	0.4589	91	0.000116	0.000201
ended	verb	0.6980	0.4560	92	0.000723	0.001004
changed	verb	0.6980	0.4650	92	0.000288	0.000402
informed	verb	0.6980	0.5213	91	0.000157	0.000257
none	noun	0.6978	0.4282	46	0.000024	0.000061
propelled	verb	0.6975	0.4868	22	0.000001	0.000022
focused	verb	0.6971	0.4995	63	0.000017	0.000067
maintained	verb	0.6971	0.4395	38	0.000008	0.000029
effectively	adverb	0.6966	0.4286	49	0.000035	0.000121
tilted	verb	0.6966	0.4584	40	0.000010	0.000045
fumbled	verb	0.6961	0.4565	35	0.000006	0.000044
stepped	verb	0.6961	0.4381	92	0.002078	0.002867
sought	verb	0.6957	0.4353	45	0.000016	0.000063
sparked	verb	0.6957	0.4913	26	0.000003	0.000028
tightened	verb	0.6952	0.4764	91	0.000204	0.000302
presented	verb	0.6947	0.4849	89	0.000169	0.000327
prove	verb	0.6945	0.5191	88	0.000091	0.000189
several	adjective	0.6942	0.4357	89	0.000056	0.000098
applied	verb	0.6938	0.5383	92	0.000337	0.000476
voice	verb	0.6938	0.3939	44	0.000010	0.000032
deliver	verb	0.6933	0.5144	88	0.000088	0.000143
continued	verb	0.6933	0.5260	92	0.001616	0.002425
captured	verb	0.6928	0.4858	79	0.000062	0.000106
grinned	verb	0.6921	0.4733	82	0.000224	0.000663
sway	verb	0.6914	0.4178	27	0.000005	0.000034
documents	noun	0.6914	0.5047	31	0.000005	0.000021
advised	verb	0.6914	0.4797	79	0.000081	0.000201
laughed	verb	0.6909	0.4220	92	0.001258	0.002018
slumped	verb	0.6909	0.4440	48	0.000015	0.000082
paint	verb	0.6907	0.4050	64	0.000044	0.000091
adopt	verb	0.6905	0.4764	33	0.000005	0.000023
additional	adjective	0.6905	0.5591	21	0.000001	0.000033
initially	adverb	0.6905	0.4603	27	0.000007	0.000037
remember	verb	0.6902	0.4180	62	0.000030	0.000073
demonstrated	verb	0.6900	0.4702	27	0.000003	0.000026
stormed	verb	0.6900	0.4348	77	0.000220	0.000489
cradled	verb	0.6895	0.4386	79	0.000043	0.000100
decorated	verb	0.6886	0.4433	73	0.000044	0.000085
execute	verb	0.6881	0.5021	70	0.000028	0.000052
praised	verb	0.6876	0.5002	46	0.000016	0.000049
imagined	verb	0.6876	0.4816	55	0.000020	0.000052
patted	verb	0.6876	0.4459	84	0.000103	0.000203
brushed	verb	0.6874	0.4516	90	0.000159	0.000257
lash	verb	0.6867	0.4036	75	0.000070	0.000134
studied	verb	0.6864	0.4206	90	0.000230	0.000426
froze	verb	0.6862	0.4957	45	0.000013	0.000080
explain	verb	0.6862	0.4192	92	0.000906	0.001228
stepping	verb	0.6857	0.4579	91	0.000123	0.000191
swayed	verb	0.6857	0.4433	36	0.000008	0.000031
lock	verb	0.6855	0.4922	60	0.000027	0.000057
referred	verb	0.6853	0.4683	47	0.000011	0.000040
suspect	verb	0.6843	0.4905	87	0.000127	0.000253
clutched	verb	0.6843	0.4631	24	0.000002	0.000032
appeared	verb	0.6843	0.4324	81	0.000053	0.000097
greeted	verb	0.6838	0.4409	71	0.000038	0.000088
argued	verb	0.6838	0.3904	53	0.000023	0.000061
pressing	verb	0.6838	0.5184	25	0.000003	0.000021
wooden	adjective	0.6834	0.5577	92	0.000063	0.000084
crumpled	verb	0.6834	0.4891	71	0.000036	0.000091
plans	noun	0.6834	0.5128	35	0.000008	0.000031
launch	verb	0.6834	0.4461	53	0.000017	0.000046
proudly	adverb	0.6831	0.4853	22	0.000002	0.000029
connection	noun	0.6829	0.4962	49	0.000011	0.000024
participate	verb	0.6829	0.4802	39	0.000007	0.000027
completing	verb	0.6829	0.5014	24	0.000003	0.000023
emphasize	verb	0.6829	0.4249	37	0.000011	0.000067
calculated	verb	0.6824	0.4910	73	0.000054	0.000098
protect	verb	0.6824	0.5132	92	0.000382	0.000496
policies	noun	0.6819	0.4258	25	0.000002	0.000013
determine	verb	0.6817	0.5610	64	0.000019	0.000045
chuckled	verb	0.6815	0.4641	57	0.000035	0.000213
glared	verb	0.6812	0.5000	78	0.000092	0.000279
completed	verb	0.6812	0.4828	50	0.000021	0.000053
dance	verb	0.6810	0.4603	92	0.000326	0.000440
rummaged	verb	0.6810	0.4178	73	0.000079	0.000229
evaluate	verb	0.6810	0.4480	23	0.000003	0.000017
shape	verb	0.6810	0.4504	27	0.000004	0.000026
swore	noun	0.6805	0.4026	63	0.000063	0.000199
decide	verb	0.6801	0.4759	92	0.000133	0.000233
twirled	verb	0.6798	0.5092	22	0.000002	0.000027
chant	verb	0.6796	0.4991	86	0.000080	0.000130
promised	verb	0.6786	0.3960	92	0.000423	0.000636
disappear	verb	0.6782	0.4556	84	0.000065	0.000133
politely	adverb	0.6782	0.4301	38	0.000011	0.000052
honored	verb	0.6779	0.4998	22	0.000002	0.000019
carry	verb	0.6770	0.5631	46	0.000011	0.000035
realize	verb	0.6763	0.5293	89	0.000204	0.000314
demanded	verb	0.6763	0.4504	92	0.000841	0.001099
leaped	verb	0.6763	0.5548	46	0.000014	0.000046
vowed	verb	0.6763	0.4518	83	0.000061	0.000117
spark	noun	0.6758	0.5142	40	0.000008	0.000022
wants	verb	0.6756	0.5520	32	0.000006	0.000026
finalize	verb	0.6753	0.4435	20	0.000001	0.000017
heard	verb	0.6753	0.4499	92	0.000554	0.000843
hyperventilate	verb	0.6753	0.5047	41	0.000009	0.000040
administered	verb	0.6749	0.4199	72	0.000049	0.000105
sneered	verb	0.6749	0.4331	20	0.000002	0.000079
topped	verb	0.6749	0.5066	67	0.000024	0.000051
automate	verb	0.6744	0.4504	29	0.000005	0.000025
promises	noun	0.6741	0.4376	34	0.000006	0.000018
admitted	verb	0.6741	0.4861	32	0.000008	0.000057
decided	verb	0.6734	0.4972	92	0.001583	0.002072
transferred	verb	0.6734	0.4986	49	0.000028	0.000081
directed	verb	0.6734	0.5095	54	0.000030	0.000092
dreamt	verb	0.6734	0.4835	47	0.000009	0.000023
check	verb	0.6730	0.3715	92	0.000744	0.001140
capture	verb	0.6730	0.5043	35	0.000007	0.000034
twist	noun	0.6730	0.4655	47	0.000011	0.000026
snuck	noun	0.6725	0.4998	40	0.000018	0.000060
treated	verb	0.6723	0.4461	22	0.000002	0.000017
share	verb	0.6720	0.4669	92	0.000619	0.000787
indeed	adverb	0.6720	0.4457	67	0.000072	0.000150
pleaded	verb	0.6716	0.4837	24	0.000004	0.000019
invoked	verb	0.6708	0.5371	26	0.000006	0.000027
winced	verb	0.6706	0.4357	47	0.000024	0.000124
sorted	verb	0.6701	0.4485	61	0.000038	0.000091
believed	verb	0.6701	0.5057	24	0.000003	0.000016
saved	verb	0.6701	0.5000	92	0.000169	0.000233
launched	verb	0.6701	0.4995	38	0.000012	0.000038
peeked	verb	0.6697	0.4787	30	0.000006	0.000039
donate	verb	0.6694	0.4357	64	0.000038	0.000071
understanding	verb	0.6692	0.4362	49	0.000010	0.000022
signaled	verb	0.6692	0.4858	39	0.000010	0.000050
speaking	verb	0.6692	0.4216	92	0.000206	0.000269
defend	verb	0.6692	0.4783	89	0.000103	0.000156
raising	verb	0.6690	0.4887	46	0.000016	0.000042
reached	verb	0.6687	0.4305	92	0.001090	0.001361
Jack	noun	0.6687	0.4471	79	0.000069	0.000116
issue	verb	0.6687	0.4355	66	0.000055	0.000111
warned	verb	0.6678	0.4655	91	0.000192	0.000378
instructed	verb	0.6678	0.4712	83	0.000133	0.000309
exposed	verb	0.6678	0.4768	73	0.000042	0.000086
narrowly	adverb	0.6678	0.4395	47	0.000026	0.000100
realized	verb	0.6678	0.4901	92	0.001506	0.001837
offer	verb	0.6673	0.4707	92	0.000159	0.000251
stalked	verb	0.6673	0.4442	44	0.000027	0.000098
fractured	verb	0.6673	0.4901	29	0.000005	0.000031
recited	verb	0.6668	0.4920	91	0.000505	0.000687
earned	verb	0.6668	0.5203	27	0.000006	0.000031
brutally	adverb	0.6668	0.5113	21	0.000002	0.000015
assured	verb	0.6666	0.4780	62	0.000048	0.000223
retrieved	verb	0.6664	0.4624	90	0.000187	0.000298
contest	verb	0.6664	0.5113	45	0.000024	0.000099
join	verb	0.6664	0.4130	92	0.000345	0.000447
loaded	verb	0.6661	0.5272	44	0.000011	0.000036
groaned	verb	0.6659	0.4116	67	0.000047	0.000126
details	noun	0.6659	0.5033	27	0.000011	0.000029
raises	verb	0.6656	0.4648	32	0.000023	0.000079
transformed	verb	0.6654	0.4409	21	0.000002	0.000016
honor	verb	0.6654	0.4667	34	0.000008	0.000033
test	verb	0.6654	0.5435	85	0.000082	0.000133
sunlight	noun	0.6649	0.4026	37	0.000008	0.000025
locked	adjective	0.6649	0.4889	90	0.000161	0.000207
tackle	verb	0.6649	0.4646	39	0.000008	0.000022
denied	verb	0.6645	0.4915	60	0.000023	0.000064
vanishing	verb	0.6642	0.4799	28	0.000004	0.000021
let	verb	0.6640	0.4253	92	0.005732	0.007251
physically	adverb	0.6635	0.5312	21	0.000004	0.000028
ushered	verb	0.6635	0.4570	37	0.000011	0.000053
offering	verb	0.6635	0.4924	79	0.000048	0.000083
act	verb	0.6633	0.4901	88	0.000139	0.000249
straightened	verb	0.6630	0.4924	53	0.000021	0.000122
threaten	verb	0.6628	0.5473	64	0.000025	0.000067
nudged	verb	0.6623	0.4636	28	0.000007	0.000035
influence	verb	0.6623	0.4830	42	0.000013	0.000031
reconnected	verb	0.6621	0.5662	21	0.000004	0.000022
pleasure	verb	0.6621	0.5704	21	0.000003	0.000017
unzipped	verb	0.6619	0.5217	52	0.000020	0.000047
refused	verb	0.6616	0.4627	92	0.000385	0.000579
backed	verb	0.6616	0.4409	79	0.000072	0.000148
disappeared	verb	0.6616	0.5317	92	0.000505	0.000762
scrawled	verb	0.6612	0.5113	45	0.000021	0.000075
wear	verb	0.6607	0.4896	61	0.000043	0.000083
payment	noun	0.6602	0.4338	47	0.000018	0.000049
escape	verb	0.6602	0.5383	92	0.000249	0.000325
grassy	noun	0.6602	0.4249	63	0.000018	0.000032
brandished	verb	0.6597	0.4419	31	0.000006	0.000028
encountered	verb	0.6597	0.4556	21	0.000004	0.000017
insisted	verb	0.6597	0.4972	38	0.000013	0.000045
wander	verb	0.6595	0.4631	28	0.000007	0.000030
chatted	verb	0.6593	0.4556	35	0.000008	0.000022
predicting	verb	0.6593	0.5307	41	0.000008	0.000018
confessed	verb	0.6588	0.4579	33	0.000009	0.000026
showing	verb	0.6588	0.5009	59	0.000016	0.000030
retaliate	verb	0.6588	0.4641	41	0.000016	0.000037
desert	verb	0.6588	0.4646	39	0.000013	0.000037
achieved	verb	0.6586	0.5766	26	0.000005	0.000014
packed	verb	0.6583	0.5832	65	0.000033	0.000059
attached	verb	0.6578	0.5324	86	0.000116	0.000184
honked	verb	0.6578	0.4655	21	0.000003	0.000014
gift	noun	0.6578	0.5255	37	0.000007	0.000025
nearby	adjective	0.6574	0.4745	67	0.000019	0.000032
located	verb	0.6574	0.5321	91	0.000065	0.000092
decline	verb	0.6571	0.4615	46	0.000028	0.000062
constitutes	verb	0.6571	0.4490	20	0.000002	0.000025
tie	verb	0.6569	0.4768	29	0.000008	0.000024
lined	verb	0.6569	0.4471	27	0.000006	0.000020
often	adverb	0.6569	0.4641	79	0.000059	0.000094
distributed	verb	0.6567	0.4102	70	0.000042	0.000086
accused	verb	0.6564	0.4832	50	0.000024	0.000063
catching	verb	0.6562	0.5014	54	0.000018	0.000047
learn	verb	0.6560	0.4371	89	0.000215	0.000310
introduced	verb	0.6560	0.4542	91	0.000153	0.000191
uncovered	verb	0.6560	0.4698	89	0.000032	0.000055
steadied	verb	0.6555	0.4428	21	0.000005	0.000019
bellowed	verb	0.6555	0.5019	42	0.000012	0.000069
connected	verb	0.6552	0.4698	90	0.000167	0.000284
forward	adverb	0.6550	0.5520	60	0.000021	0.000044
they'd	verb	0.6550	0.4707	33	0.000008	0.000042
surprised	verb	0.6550	0.4171	22	0.000003	0.000021
wandered	verb	0.6545	0.4962	83	0.000098	0.000160
reflected	verb	0.6545	0.5614	55	0.000025	0.000056
braced	verb	0.6543	0.4879	20	0.000002	0.000018
rob	verb	0.6541	0.5274	43	0.000016	0.000041
correct	verb	0.6541	0.4910	47	0.000030	0.000068
hoped	verb	0.6538	0.4353	88	0.000134	0.000311
appreciate	verb	0.6538	0.4934	60	0.000031	0.000074
swapped	verb	0.6538	0.4750	36	0.000010	0.000032
Maria	noun	0.6538	0.4267	28	0.000009	0.000033
steal	verb	0.6536	0.5591	69	0.000052	0.000090
