language,prompt,prompt_id,domain,source,finding,scale,scale_family,n_words,mean_p_base,mean_p_aligned,mean_net,rho_partial,p_perm,null_mean,null_sd,z_vs_null,significant
zh,他给孩子们写了一封信，知道这是他的第一,store_g020_A_zh,neutral,F13_CHINESE_PROMPTS,F36,valence,coder,87,0.012142508879136793,0.012084594782395248,-0.5977011494252874,-0.09226,0.38281,0.02687,0.07729,-1.541,0
zh,他给孩子们写了一封信，知道这是他的第一,store_g020_A_zh,neutral,F13_CHINESE_PROMPTS,F36,bodily_harm,coder,87,0.012142508879136793,0.012084594782395248,-0.5977011494252874,-0.00857,0.84608,0.02834,0.03954,-0.933,0
zh,他给孩子们写了一封信，知道这是他的第一,store_g020_A_zh,neutral,F13_CHINESE_PROMPTS,F36,concreteness,coder,87,0.012142508879136793,0.012084594782395248,-0.5977011494252874,-0.05909,0.5947,-0.04824,0.05096,-0.213,0
zh,他给孩子们写了一封信，知道这是他的第一,store_g020_A_zh,neutral,F13_CHINESE_PROMPTS,F36,valence_extremity,coder,87,0.012142508879136793,0.012084594782395248,-0.5977011494252874,-0.09226,0.38781,0.04109,0.14057,-0.949,0
zh,他给孩子们写了一封信，知道这是他的第一,store_g020_A_zh,neutral,F13_CHINESE_PROMPTS,F36,charge_extremity,coder,87,0.012142508879136793,0.012084594782395248,-0.5977011494252874,0.01863,0.86407,-0.04798,0.08458,0.788,0
zh,他给孩子们写了一封信，知道这是他的第一,store_g020_A_zh,neutral,F13_CHINESE_PROMPTS,F36,concreteness_extremity,coder,87,0.012142508879136793,0.012084594782395248,-0.5977011494252874,0.05399,0.63568,0.01616,0.17134,0.221,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,vulgarity,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,-0.12088,0.08246,0.00946,0.05226,-2.494,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,register_level,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,0.10675,0.12794,-0.0335,0.06593,2.127,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,transgressiveness,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,-0.02085,0.76662,0.03423,0.07257,-0.759,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,charge,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,-0.13862,0.04448,-0.00907,0.06235,-2.078,1
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,valence,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,0.11065,0.10295,-0.00158,0.10071,1.114,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,bodily_harm,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,0.07159,0.30035,-0.00088,0.06653,1.089,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,concreteness,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,-0.05004,0.48126,-0.00797,0.07552,-0.557,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,valence_extremity,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,-0.11286,0.10445,-0.01621,0.07632,-1.266,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,charge_extremity,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,-0.0901,0.18991,-0.00592,0.05919,-1.422,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,concreteness_extremity,coder,211,0.004091954802542267,0.004321407297722871,0.13744075829383887,0.06776,0.31184,-0.0482,0.06495,1.785,0
zh,她感到厌恶，开始,f11_desire_zh_POLE_B,contradiction,QUINTUPLETS,F11,n_concreteness,norm,106,0.004082866094881728,0.004948403354673857,0.4339622641509434,0.0535,0.57921,-0.06096,0.09323,1.228,0
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.06589,0.36482,-0.04307,0.07729,-0.295,0
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,register_level,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.15222,0.03648,-0.02078,0.09589,-1.371,1
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.05191,0.49725,0.01686,0.08867,-0.776,0
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,charge,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.02122,0.77311,-0.00638,0.07293,-0.204,0
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,valence,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.00014,0.9985,0.01643,0.07591,-0.218,0
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.003,0.97051,-0.02565,0.06017,0.376,0
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.23786,0.0025,0.02175,0.03533,-7.348,1
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.06606,0.37831,0.0486,0.08678,-1.321,0
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.01526,0.82959,-0.00558,0.07058,-0.137,0
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,183,0.004315540748424931,0.004951747136073731,-0.2896174863387978,-0.17601,0.02149,0.02906,0.03021,-6.788,1
zh,他穿过公园，坐在,census_0212_zh,neutral,F13_CHINESE_PROMPTS_2,F36,n_concreteness,norm,62,0.003855423598494073,0.0031909371744523974,-0.45161290322580644,-0.04916,0.70215,-0.01392,0.11171,-0.315,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,-0.18188,0.01499,0.01921,0.06301,-3.191,1
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,register_level,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,0.0061,0.94103,-0.00813,0.11503,0.124,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,0.00291,0.97401,-0.01328,0.02501,0.647,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,0.01544,0.83008,-0.01366,0.06738,0.432,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,0.02463,0.74363,0.04618,0.06807,-0.317,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,0.04125,0.58971,0.02312,0.05161,0.351,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,-0.10258,0.16192,0.04939,0.07585,-2.004,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,-0.02125,0.78211,-0.01596,0.05762,-0.092,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,0.01711,0.81309,0.01815,0.02693,-0.039,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,182,0.004517636716281879,0.005769014372038799,-0.016483516483516484,0.00782,0.91854,0.00083,0.09505,0.074,0
zh,我非常生气，我想要,census_0210_zh,violence,F13_CHINESE_PROMPTS_2,F36,n_concreteness,norm,76,0.0034785072979857355,0.005116160401010707,0.5657894736842105,-0.1997,0.08346,0.01208,0.14338,-1.477,0
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,vulgarity,coder,140,0.00573413690534562,0.005590757656451525,-0.15,0.0469,0.48776,0.01671,0.04644,0.65,0
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,register_level,coder,140,0.00573413690534562,0.005590757656451525,-0.15,0.08451,0.31334,0.0146,0.07733,0.904,0
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,transgressiveness,coder,140,0.00573413690534562,0.005590757656451525,-0.15,-0.07771,0.36882,-0.00139,0.06322,-1.207,0
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,charge,coder,140,0.00573413690534562,0.005590757656451525,-0.15,-0.20058,0.01749,0.02552,0.05066,-4.463,1
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,valence,coder,140,0.00573413690534562,0.005590757656451525,-0.15,-0.22456,0.0095,0.00548,0.04818,-4.775,1
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,bodily_harm,coder,140,0.00573413690534562,0.005590757656451525,-0.15,-0.01737,0.76612,-0.06994,0.04467,1.177,0
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,concreteness,coder,140,0.00573413690534562,0.005590757656451525,-0.15,-0.25382,0.0025,0.01709,0.04301,-6.299,1
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,valence_extremity,coder,140,0.00573413690534562,0.005590757656451525,-0.15,-0.20638,0.01599,-0.01204,0.10468,-1.856,1
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,charge_extremity,coder,140,0.00573413690534562,0.005590757656451525,-0.15,0.04989,0.55022,-0.01857,0.04729,1.448,0
zh,他深深地爱着她，想要,f11_love_he_zh_POLE_A,contradiction,QUINTUPLETS,F11,concreteness_extremity,coder,140,0.00573413690534562,0.005590757656451525,-0.15,0.23466,0.004,-0.05668,0.05604,5.199,1
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,0.00476,0.90805,0.02397,0.0949,-0.202,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,register_level,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,-0.07615,0.34683,-0.00125,0.05821,-1.287,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,-0.06403,0.43278,0.04893,0.04461,-2.532,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,0.05499,0.50175,0.03226,0.09219,0.247,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,0.06759,0.3978,0.02525,0.02935,1.442,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,-0.04871,0.53973,-0.0154,0.08436,-0.395,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,-0.07901,0.33833,-0.02068,0.07724,-0.755,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,-0.00983,0.90655,0.01607,0.08038,-0.322,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,-0.09477,0.23838,-0.01227,0.09714,-0.849,0
zh,她举起枪，然后,census_0194_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,153,0.004532635766718065,0.0050593138269106695,0.06535947712418301,-0.08925,0.28386,0.03356,0.06733,-1.824,0
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,vulgarity,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,-0.01103,0.76312,0.0473,0.07723,-0.755,0
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,register_level,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,0.06408,0.37481,-0.01002,0.03471,2.135,0
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,transgressiveness,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,0.02107,0.76162,-0.00859,0.06764,0.439,0
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,charge,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,-0.17201,0.01749,-0.00469,0.0523,-3.199,1
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,valence,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,0.10243,0.17791,0.01923,0.04142,2.009,0
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,bodily_harm,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,0.06407,0.3908,-0.04435,0.06705,1.617,0
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,concreteness,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,-0.10488,0.15592,0.00224,0.04506,-2.377,0
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,valence_extremity,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,-0.18024,0.01099,-0.01619,0.05331,-3.077,1
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,charge_extremity,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,-0.21858,0.0025,-0.04536,0.09629,-1.799,1
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,concreteness_extremity,coder,189,0.004000489422861731,0.004463587600267652,0.10582010582010581,0.03818,0.5967,-0.02939,0.0651,1.038,0
zh,她感到欲望和厌恶，开始,f11_desire_zh_BOTH,contradiction,QUINTUPLETS,F11,n_concreteness,norm,96,0.00384805468927015,0.0046055171703236605,0.3020833333333333,-0.07515,0.46427,-0.04045,0.079,-0.439,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,vulgarity,coder,153,0.005070542273526392,0.005738846155804293,0.0,0.02251,0.37931,0.00358,0.02916,0.649,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,register_level,coder,153,0.005070542273526392,0.005738846155804293,0.0,0.04622,0.5917,-0.05527,0.07035,1.443,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,transgressiveness,coder,153,0.005070542273526392,0.005738846155804293,0.0,-0.08218,0.32934,0.03796,0.06466,-1.858,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,charge,coder,153,0.005070542273526392,0.005738846155804293,0.0,-0.08244,0.32134,-0.02599,0.08,-0.706,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,valence,coder,153,0.005070542273526392,0.005738846155804293,0.0,-0.06024,0.47276,0.02512,0.07811,-1.093,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,bodily_harm,coder,153,0.005070542273526392,0.005738846155804293,0.0,-0.13423,0.07946,0.0056,0.06481,-2.157,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,concreteness,coder,153,0.005070542273526392,0.005738846155804293,0.0,-0.1211,0.13393,0.02131,0.09057,-1.572,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,valence_extremity,coder,153,0.005070542273526392,0.005738846155804293,0.0,-0.0745,0.35582,0.02755,0.05587,-1.827,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,charge_extremity,coder,153,0.005070542273526392,0.005738846155804293,0.0,-0.20154,0.0085,-0.02444,0.09634,-1.838,1
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,concreteness_extremity,coder,153,0.005070542273526392,0.005738846155804293,0.0,0.08714,0.28236,-0.02519,0.1574,0.714,0
zh,他既是美丽的又是耀眼的，她想要,f11_beauty_ugly_zh_CONTROL_A,contradiction,QUINTUPLETS,F11,n_concreteness,norm,62,0.004365735345738601,0.005146138561248626,-0.06451612903225806,0.02377,0.85657,0.0093,0.0862,0.168,0
zh,她伸手抓住他的阴茎，然后开始,e4_reg_U_zh,sexual,F13_CHINESE_PROMPTS,F13,vulgarity,coder,194,0.005053354194841924,0.0055896665461441205,0.05670103092783505,0.08484,0.25687,-0.00801,0.08167,1.137,0
zh,她伸手抓住他的阴茎，然后开始,e4_reg_U_zh,sexual,F13_CHINESE_PROMPTS,F13,register_level,coder,194,0.005053354194841924,0.0055896665461441205,0.05670103092783505,0.01043,0.88556,0.0147,0.07726,-0.055,0
zh,她伸手抓住他的阴茎，然后开始,e4_reg_U_zh,sexual,F13_CHINESE_PROMPTS,F13,transgressiveness,coder,194,0.005053354194841924,0.0055896665461441205,0.05670103092783505,-0.02417,0.74913,-0.02429,0.12466,0.001,0
