word	proj	n_cells
barrier	0.070457	11
liberal	0.070387	1
slippers	0.070274	10
shape	0.070244	44
milked	0.069893	15
ploughed	0.069743	6
fractions	0.069737	8
studying	0.069495	3
trench	0.069442	5
freaked	0.069375	3
20%	0.069347	3
learned	0.069161	884
sadly	0.069086	2
<s>	0.069059	2
non	0.068824	29
loans	0.068736	8
horn	0.068571	9
personally	0.068474	42
parsley	0.068451	8
operate	0.068351	35
reprice	0.068122	1
hhhhhh	0.068077	1
muscled	0.068023	1
Bombay	0.067892	1
worshipped	0.067847	256
reset	0.067776	40
40	0.067736	610
pissed	0.067707	44
clings	0.067337	1
speed	0.067273	33
Frank	0.067229	3
seated	0.067227	39
pass	0.066920	264
sported	0.066778	1
confessions	0.066627	1
considerable	0.066512	1
hopes	0.066225	6
Mom	0.066202	29
accounts	0.066198	16
swallowed	0.066182	359
yourself	0.066131	11
flinging	0.066075	5
packers	0.066020	1
mistress	0.065994	3
preheat	0.065964	13
freshly	0.065957	1
horizon	0.065913	22
layed	0.065623	3
blame	0.065582	77
screw	0.065514	16
waters	0.065473	24
Holocaust	0.065336	2
山东省	0.065082	1
pores	0.065003	2
fawn	0.065002	3
eight	0.064916	5
clung	0.064895	79
grounded	0.064676	10
tricked	0.064557	8
graveside	0.064434	38
creamed	0.064382	1
jagged	0.064118	27
demanded	0.063911	2449
recliners	0.063852	1
amamie	0.063794	1
slouched	0.063719	5
looted	0.063714	43
paddles	0.063673	1
heals	0.063666	1
copied	0.063589	303
155	0.063560	7
registration	0.063377	17
re-write	0.063317	2
skinned	0.063232	25
officials	0.063231	63
bless	0.063071	13
world's	0.062969	10
sorry	0.062867	71
descended	0.062808	103
shoe	0.062726	30
sawSolution	0.062643	1
steeple	0.062532	1
Devil	0.062507	1
porch	0.062470	29
raging	0.062374	10
doesn	0.062279	26
ridges	0.062154	3
marriage	0.062085	3
workplace	0.061982	1
mainland	0.061929	1
Best	0.061904	3
secrets	0.061665	5
abdomen	0.061575	68
okay	0.061557	59
fixed	0.061542	379
12000	0.061539	9
engorged	0.061184	11
calledSolution	0.061176	2
prickling	0.061166	28
region	0.061109	19
embassy	0.060953	1
seatbelt	0.060945	4
bleep	0.060937	4
testament	0.060908	20
transit	0.060890	2
cops	0.060677	33
splashed	0.060583	236
parapet	0.060582	2
bramble	0.060581	1
hustled	0.060561	49
feel____	0.060489	2
stones	0.060484	93
pleading	0.060472	6
dressing	0.060398	5
moon	0.060297	30
farm	0.060195	5
swords	0.060161	1
stipulated	0.059868	16
Warren	0.059440	3
rang	0.059393	412
euro	0.059288	1
resigned	0.059194	42
mats	0.059143	1
consisted	0.058908	37
woman	0.058886	34
oppose	0.058720	62
huge	0.058602	30
crumbled	0.058557	6
seemed	0.058537	636
pooped	0.058269	1
Government	0.058064	3
connection	0.057984	34
physics	0.057687	15
waist-deep	0.057539	1
root	0.057450	16
showing	0.057288	50
Star	0.057253	18
cock	0.057092	172
wept	0.057073	755
popping	0.056949	12
prevented	0.056758	80
elevators	0.056718	4
galvanized	0.056591	1
specific	0.056254	22
folded	0.056202	593
bang	0.056115	55
arguably	0.055968	1
posed	0.055820	72
obscenities	0.055659	28
cloud	0.055303	24
signifies	0.055288	10
62	0.055239	282
earned	0.055232	110
manhood	0.055223	52
threats	0.055096	1
canceled	0.055041	32
hey	0.055024	13
pooled	0.054818	4
files	0.054729	45
literally	0.054719	14
budget	0.054656	25
fashion	0.054567	1
Berlin	0.054534	2
genuine	0.054530	5
jungle	0.054459	11
agreed	0.054402	1110
lifeboat	0.054210	5
obligation	0.054029	12
amazing	0.053772	19
stray	0.053760	8
automate	0.053712	45
openedSolution	0.053526	1
prescriptions	0.053512	5
countersign	0.053430	1
drafted	0.053315	2
rewired	0.053229	15
slipping	0.053158	75
endow	0.053002	1
weights	0.052947	1
buttoned	0.052702	43
appoint	0.052585	32
sidestepped	0.052583	1
anyone	0.052541	563
spraypainted	0.052392	4
IM	0.052252	1
Netherlands	0.051879	1
drunk	0.051665	1
columns	0.051405	40
river	0.051362	110
Ponte	0.051066	14
volunteered	0.050973	5
Made	0.050966	5
allowed	0.050940	707
hugs	0.050779	2
large	0.050745	46
abroad	0.050453	24
such	0.050442	294
Jimmy	0.049996	5
tested	0.049898	333
Regional	0.049594	1
trailer	0.049277	9
perhaps	0.049197	252
combine	0.049151	93
sketched	0.049094	7
116	0.049082	5
creep	0.049080	4
spark	0.048629	23
non-officers	0.048567	2
nearest	0.048460	100
short	0.048458	27
stumble	0.048363	79
louder	0.048313	40
ishwhite	0.048150	1
sanded	0.047943	8
coasted	0.047916	3
simpler	0.047846	1
fold	0.047732	21
expelled	0.047646	10
swept	0.047515	359
290	0.047508	1
field	0.047273	52
veranda	0.047241	1
achieved	0.047145	22
complained	0.047102	221
clothes	0.047101	104
escapes	0.046921	2
gobbled	0.046815	4
division	0.046803	2
undergarments	0.046791	3
stamping	0.046663	8
130000	0.046372	4
lugged	0.046298	3
backtrack	0.046293	1
plummeted	0.046263	26
appliedSolution	0.046159	1
warehouse	0.046046	7
evicted	0.045922	45
screwed	0.045898	120
armrest	0.045886	13
scale	0.045761	2
designs	0.045724	5
218	0.045487	2
preen	0.045217	1
68	0.045215	229
restructure	0.045183	8
stacked	0.045175	55
distress	0.045104	1
socks	0.044839	53
disillusionment	0.044629	2
strangled	0.044329	230
forgo	0.044265	6
sections	0.044204	1
ping	0.044172	7
meadow	0.044106	2
sewed	0.044080	14
heaved	0.043892	115
panting	0.043889	8
entries	0.043594	1
face	0.043507	930
boost	0.043418	4
flies	0.043348	1
sicken	0.043335	10
154	0.043215	1
layoff	0.043162	6
record	0.043056	113
Officer	0.042959	8
gush	0.042912	27
coins	0.042880	5
gifted	0.042877	15
Take	0.042709	1
circling	0.042675	1
scomb	0.042578	1
lets	0.042545	24
74	0.042503	113
simple	0.042395	4
olive	0.042338	24
scandal	0.042238	1
lockscreen	0.042175	1
hurrying	0.042027	81
flicked	0.041997	883
claw	0.041966	96
quite	0.041832	74
raft	0.041740	24
journeyed	0.041728	1
leg	0.041702	369
clitoris	0.041637	1
boxers	0.041635	24
unrolled	0.041589	13
stove	0.041524	5
surely	0.041403	3
boycott	0.041390	35
documentary-style	0.041329	1
sung	0.040739	13
reassigned	0.040621	1
World	0.040558	28
drone	0.040483	2
Not	0.040261	14
prescribed	0.040222	76
buckle	0.040192	30
tired	0.040178	25
dirt	0.040072	124
politely	0.040069	51
144	0.039823	12
clapped	0.039800	45
debt	0.039784	2
celebrate	0.039716	132
tender	0.039651	32
sofa	0.039639	17
adds	0.039542	10
writing	0.039512	83
delay	0.039357	68
studio	0.039293	10
est	0.039284	8
meal	0.039042	2
lodged	0.038887	7
remains	0.038761	112
960	0.038752	1
brushing	0.038735	2
avenge	0.038719	59
looked	0.038504	13963
380	0.038362	3
faxed	0.038319	58
choking	0.038207	4
muscular	0.038093	3
auction	0.038065	15
sanctuary	0.037927	4
bumped	0.037856	39
kneeling	0.037443	1
bered	0.037306	1
360	0.037289	42
err	0.036922	3
Amen	0.036345	2
leaping	0.036320	26
nobody	0.036148	167
littered	0.036146	26
settlements	0.036037	2
boxer	0.035978	7
pray	0.035927	525
website	0.035882	8
swallowing	0.035662	3
tile	0.035573	11
eding	0.035423	1
Kevin	0.034936	2
celery	0.034817	4
Plaindealer	0.034784	1
decide	0.034655	498
clothed	0.034643	4
live．But	0.034455	2
black	0.034423	138
version	0.034418	31
owe	0.034114	38
taxpayers	0.034092	58
contravened	0.034003	1
obliterated	0.033998	1
blushed	0.033931	32
churchyard	0.033596	2
constrict	0.033568	12
disappointment	0.033486	27
wearied	0.033444	2
pulpit	0.033441	4
othèque	0.033340	1
smallest	0.033251	1
decrease	0.033245	11
frayed	0.033193	4
piece	0.033095	30
hadn't	0.033063	45
floor	0.032888	223
sprinted	0.032877	264
burgled	0.032827	3
pored	0.032292	1
menstruate	0.032266	1
heels	0.032178	15
tacked	0.032163	7
daubed	0.032073	22
strings	0.032034	1
power	0.031929	21
fingertips	0.031928	1
scrubbing	0.031857	7
president	0.031806	13
decline	0.031790	175
keeping	0.031707	18
cranberries	0.031629	1
91	0.031476	22
Snapchat	0.031236	1
cheated	0.031232	50
scholar	0.031181	1
hours	0.031093	23
pheasant	0.031054	3
They	0.030902	24
Methodist	0.030815	8
hands	0.030733	281
229	0.030481	1
receipts	0.030415	15
drinkSolution	0.030312	1
track	0.030034	3
invent	0.029992	11
trunks	0.029980	1
wipe	0.029825	133
failed	0.029758	575
utensils	0.029728	11
cussed	0.029706	2
crimped	0.029562	1
Resolved	0.029448	5
flagged	0.029238	1
joked	0.029215	120
oxygen	0.029057	3
added	0.028894	5800
remind	0.028872	923
pedaled	0.028793	38
oretical	0.028725	5
befriended	0.028683	2
batboy	0.028656	1
could	0.028484	3884
pocket	0.028479	169
scrolled	0.028273	425
forcib	0.028177	2
gamble	0.028071	8
assign	0.028043	71
engines	0.027867	1
dived	0.027853	60
desecrated	0.027825	370
clad	0.027732	1
fleshy	0.027716	16
signs	0.027606	35
performance	0.027602	6
>>	0.027351	1
family	0.027313	195
attended	0.027266	156
shopping	0.027242	3
massaging	0.027236	2
swimming	0.027193	12
lead	0.027060	258
The	0.026960	232
defects	0.026959	1
fifteen	0.026915	1
shoot．	0.026867	1
slower	0.026775	4
cupped	0.026722	306
recount	0.026546	7
thumped	0.026430	9
Permanent	0.026380	1
wheezing	0.026017	2
players	0.025946	11
dedicate	0.025876	31
shudder	0.025305	150
re-arrest	0.025149	2
exhibition	0.024963	1
alive	0.024698	1
offstage	0.024672	1
thatSolution	0.024638	2
republish	0.024583	4
asleep	0.024572	3
marrying	0.024366	3
screed	0.024292	1
ignite	0.024287	4
Lungarno	0.023991	7
Valley	0.023681	5
politician	0.023554	1
ladled	0.023524	44
flail	0.023427	2
soil	0.023427	5
roared	0.023403	243
easily	0.023381	24
distance	0.023254	63
“God	0.022590	1
sphere	0.022551	3
questioned	0.022529	85
accidently	0.022469	1
dart	0.022383	4
soap	0.022351	5
219	0.022296	1
stepping	0.022244	304
thrashing	0.022142	8
steep	0.022137	2
stag	0.021966	1
chaplains	0.021835	1
267	0.021670	4
September	0.021645	19
tweeted	0.021421	35
munch	0.021313	10
riverbank	0.021267	6
wig	0.021220	14
ejected	0.021042	10
apartment	0.020815	23
reapply	0.020761	151
pierce	0.020745	8
muddy	0.020648	18
42000	0.020548	12
nod	0.020497	3
stewed	0.020457	2
flay	0.020296	5
soothing	0.020234	16
plot	0.020204	17
handing	0.020142	161
79	0.020083	41
shades	0.020077	2
boiled	0.020003	13
Tom	0.019932	42
virtue	0.019696	4
pretend	0.019518	22
cauterize	0.019487	1
restamp	0.019328	1
resist	0.019165	130
giggle	0.018936	80
unpaid	0.018820	1
cell	0.018748	39
Arab	0.018556	1
excavation	0.018447	1
flights	0.018033	8
setup	0.017814	1
discharged	0.017775	22
Gift	0.017713	1
clapping	0.017659	10
note	0.017601	1947
button	0.017558	2
circled	0.017515	82
switching	0.017498	2
tasting	0.017339	1
chemistry	0.017316	4
flame	0.017258	16
breakfast	0.017189	43
afterglow	0.017158	1
age	0.017082	1
guineas	0.017069	12
hygienist	0.016975	1
retreating	0.016867	51
retake	0.016745	16
correct	0.016708	256
bowl	0.016532	9
tantrums	0.016341	1
Alice	0.016189	18
photosynthesis	0.016108	15
sheathed	0.015854	21
daily	0.015699	16
reinstall	0.015689	1
heatedly	0.015613	1
mashed	0.015610	42
Weekly	0.015559	4
lanyard	0.015481	2
“This	0.015273	7
haven	0.015159	216
anxious	0.015049	2
burst	0.014968	556
electromagnetic	0.014903	1
drowning	0.014808	26
waddling	0.014773	2
reshaped	0.014727	1
emailed	0.014613	233
blacken	0.014607	1
format	0.014590	14
jot	0.014527	2
relieved	0.014425	27
launch	0.014376	96
relocating	0.014371	1
Everyone	0.014172	4
ascend	0.014150	13
deserved	0.013884	1
booze	0.013816	4
bank	0.013718	96
summarize	0.013535	28
ding	0.013195	3
start	0.013189	4413
Chronicle	0.013126	10
duly	0.012891	10
strayed	0.012533	1
wheeled	0.012395	121
liver	0.012388	1
evict	0.012315	308
Doris	0.012247	1
directed	0.012236	339
purposely	0.012164	6
159	0.011742	1
departing	0.011715	94
typical	0.011545	1
beneficiaries	0.011150	1
poetry	0.011089	30
extinguished	0.010832	138
Chinese	0.010810	21
thriller	0.010718	3
Center	0.010565	1
Sheriff	0.010497	1
sacks	0.010407	2
seating	0.010392	4
outbuildings	0.010386	1
harm	0.010384	127
rebutted	0.010376	1
shaft	0.010374	77
excellent	0.010207	17
bathe	0.010096	37
contracts	0.010004	1
cringed	0.009927	64
contract	0.009895	8
rinse	0.009856	23
aded	0.009730	6
dusted	0.009623	112
nCOs	0.009609	1
crocodile	0.009448	1
casing	0.009376	1
bayoneted	0.009321	4
officers	0.009302	89
can't	0.009274	1163
airplane	0.009244	2
banged	0.009236	111
thighs	0.009158	74
어머니	0.009060	1
42	0.008992	445
splashing	0.008754	2
decided	0.008703	4408
seeing	0.008496	177
longing	0.008465	42
fast	0.008166	57
graveyard	0.007962	15
attached	0.007782	612
Newton's	0.007779	3
robes	0.007748	15
ventilation	0.007557	2
87	0.007429	81
Phoenicians	0.007318	1
Christopher	0.007300	1
airlines	0.007296	9
pelt	0.007156	23
fork．	0.007143	1
source	0.007047	25
Find	0.007039	2
dancing	0.007028	18
650	0.007022	13
Father	0.006986	10
disavow	0.006856	1
ducked	0.006704	130
fountain	0.006688	2
Devlin	0.006664	1
lone	0.006587	1
hauling	0.006559	1
bing	0.006426	2
figure	0.006401	206
essentially	0.006399	41
bellowing	0.006393	1
coldly	0.006369	4
postpone	0.006286	71
writhed	0.006237	9
digging	0.006156	10
hating	0.006103	13
breating	0.006086	1
teaching	0.006071	11
flicker	0.006024	2
shield	0.005773	9
falsely	0.005736	82
guessed	0.005488	11
await	0.005368	26
installed	0.005362	688
computer	0.005220	6
kid	0.005136	4
scrubbed	0.004980	155
past	0.004852	165
importance	0.004757	1
instilled	0.004717	1
improve	0.004665	49
cow	0.004525	6
fiancé	0.004423	3
borrow	0.004293	28
BOOM	0.004195	1
remote	0.004114	2
helping	0.004002	49
successfully	0.003937	61
bridged	0.003864	1
spoil	0.003827	4
test	0.003744	364
beep-beep-beep	0.003625	2
yearn	0.003516	34
terminal	0.003431	1
jacket	0.003387	90
powered	0.003256	29
shine	0.003242	8
chocolate	0.002989	28
135	0.002961	28
flurry	0.002951	4
easier	0.002797	53
poems	0.002745	15
bending	0.002584	7
吉林省	0.002568	1
genitals	0.002475	28
loading	0.002305	10
razor	0.002010	1
oak	0.001725	7
rooftops	0.001702	4
responds	0.001663	2
repairs	0.001120	35
Bordeaux	0.000992	5
mint	0.000839	1
Solomon	0.000692	1
swaps	0.000629	1
leaves	0.000383	60
leaped	0.000363	148
hid	0.000176	2485
mouth．	-0.000003	3
crochet	-0.000231	3
blinded	-0.000245	1
members	-0.000493	36
traders	-0.000581	37
abducted	-0.000712	1
reinvest	-0.000720	1
committee	-0.000842	3
slept	-0.000894	817
cooed	-0.000930	51
greet	-0.001114	40
wasted	-0.001135	3
coastal	-0.001207	1
animal's	-0.001263	27
consists	-0.001287	5
photocopied	-0.001538	2
sleeves	-0.001705	1
invoices	-0.001708	7
agricultural	-0.001829	1
stubbed	-0.001884	82
thence	-0.001979	1
snacks	-0.002113	23
campaign	-0.002118	24
downward	-0.002192	5
County	-0.002290	5
engineers	-0.002376	3
allocate	-0.002409	34
nicked	-0.002464	10
10000	-0.002595	5
seared	-0.002683	1
rhyme	-0.002763	1
Central	-0.002782	1
science．	-0.002858	1
sunset	-0.002860	20
employed	-0.002971	1
memoranda	-0.003107	5
reassuring	-0.003191	6
cremated	-0.003266	13
tampon	-0.003462	1
younger	-0.003540	28
Irish	-0.003613	1
82	-0.003622	99
nudged	-0.003751	108
command	-0.003913	48
peeped	-0.003962	4
blueberries	-0.004077	14
transformed	-0.004156	34
tumbled	-0.004192	38
clamp	-0.004646	1
callSolution	-0.004682	1
falcon	-0.004854	1
soaked	-0.004945	31
secret	-0.005019	27
demanding	-0.005248	46
double-checked	-0.005377	20
bathrobe	-0.005390	1
shabby	-0.005511	1
icy	-0.005529	33
reunited	-0.005590	2
engraved	-0.005701	85
minutes	-0.005753	1
undermined	-0.005767	2
skies	-0.005893	4
recalculate	-0.005912	8
toll	-0.006027	1
Scotch	-0.006060	19
discarded	-0.006157	64
borrowed	-0.006323	328
stating	-0.006357	25
flapping	-0.006410	1
flog	-0.006651	28
fly．	-0.006797	1
sternly	-0.006858	20
expected	-0.006944	116
rented	-0.006971	140
seized	-0.007230	110
bureaucrat	-0.007283	1
drooling	-0.007297	1
mankind	-0.007404	2
finely	-0.007533	8
ishyellow	-0.007647	1
aloud	-0.007671	27
chamber	-0.007711	1
foreskin	-0.007757	3
reimburse	-0.007791	7
inputted	-0.007791	15
chapel	-0.007802	9
selling	-0.007962	11
appears	-0.007994	37
English	-0.008083	20
committed	-0.008272	177
brace	-0.008301	14
enter	-0.008318	426
sexy	-0.008348	1
remarried	-0.008400	1
muck	-0.008572	4
niece	-0.008604	20
acceptance	-0.008836	1
co-workers	-0.008915	5
breathing．	-0.009047	1
nutrition	-0.009104	1
caught	-0.009161	1298
savagely	-0.009348	9
lousy	-0.009376	1
apologies	-0.009497	33
meaning	-0.009749	4
urged	-0.009779	520
agrees	-0.009834	2
Bayham's	-0.010079	1
exhumed	-0.010544	4
calves	-0.010572	6
fondle	-0.010690	135
input	-0.010801	37
withdrew	-0.010813	395
having	-0.010878	68
containers	-0.010898	2
knobby	-0.010964	1
widely	-0.011065	2
overdue	-0.011269	25
laced	-0.011734	37
parody	-0.011842	5
Samantha	-0.012054	2
should	-0.012167	1236
lungi	-0.012172	1
flavor	-0.012230	5
recall	-0.012358	15
LDS	-0.012482	2
jolt	-0.012505	134
password	-0.012584	64
replanted	-0.012597	3
squirm	-0.012626	151
benched	-0.012666	23
finished	-0.012961	328
prevents	-0.012961	7
spy	-0.012969	5
dig	-0.013044	188
companies	-0.013062	1
Woman	-0.013113	1
detail	-0.013122	1
ce	-0.013356	1
golf	-0.013448	1
footage	-0.013843	1
albeit	-0.013880	2
sparrow	-0.014079	1
armpit	-0.014115	1
pant	-0.014271	157
wheels	-0.014436	4
cloth	-0.014447	3
spices	-0.014488	27
staged	-0.014782	7
trading	-0.014883	1
confidentially	-0.014893	3
recalculated	-0.014901	3
devoured	-0.014903	29
leap	-0.015103	64
appeal	-0.015108	1314
collapsed	-0.015444	461
cant	-0.015641	33
coiled	-0.015672	5
disgorged	-0.015905	3
cycled	-0.016017	15
wretch	-0.016206	2
Tim	-0.016257	8
rationed	-0.016344	1
106	-0.016625	10
fury	-0.016703	2
writh	-0.016710	1
benches	-0.016717	38
committing	-0.016736	2
sank	-0.016921	348
churning	-0.016986	2
Euros	-0.017187	3
mathematics	-0.017267	4
dripping	-0.017268	9
caves	-0.017313	12
uncuffed	-0.017370	1
reverse	-0.017683	71
gotta	-0.018084	8
“beep”	-0.018328	1
become	-0.018353	1208
rarely	-0.018432	7
mushrooms	-0.018605	17
anoint	-0.018705	2
vacuumed	-0.018745	14
eks	-0.018751	2
ferry	-0.018789	2
dating	-0.019051	2
recounted	-0.019085	31
income	-0.019194	1
unbolted	-0.019253	1
hunched	-0.019432	1
promoted	-0.019617	35
scarred	-0.019845	1
tiles	-0.019852	4
pieces	-0.019856	38
wed	-0.020164	4
architecture	-0.020228	7
strange	-0.020243	20
happily	-0.020386	12
refused	-0.020448	1769
mates	-0.020458	1
lane	-0.020547	3
theTo	-0.020563	1
tire	-0.020587	4
twin	-0.020934	2
cancelled	-0.021142	43
calculate	-0.021145	106
counter	-0.021179	57
install	-0.021356	60
cultivated	-0.021397	5
Mayor	-0.021447	2
Mommy	-0.021481	1
object	-0.021517	129
lunge	-0.021527	3
disrobe	-0.021533	20
Momma	-0.021678	9
login	-0.021849	6
designed	-0.021850	19
trod	-0.021920	14
mselves	-0.022027	1
Mark	-0.022032	13
hells	-0.022142	1
supervisors	-0.022240	2
February	-0.022461	17
wife	-0.022586	174
69	-0.022894	78
fighting	-0.022914	30
expects	-0.022978	4
functions	-0.023012	1
recently	-0.023061	159
hill	-0.023085	5
timed	-0.023106	9
stammer	-0.023289	5
randomly	-0.023408	8
sketch	-0.023442	10
feces	-0.023527	1
catching	-0.023546	74
caved	-0.023559	3
transform	-0.023737	87
additions	-0.023740	9
hurtled	-0.023989	12
buckled	-0.024097	56
summarise	-0.024236	4
basements	-0.024316	1
190000	-0.024580	1
Association	-0.024804	1
pressing	-0.024983	36
manually	-0.025036	48
trumpets	-0.025162	3
overcoat	-0.025409	11
sueSolution	-0.025490	1
mate	-0.025565	10
welded	-0.025584	14
sparks	-0.025598	11
measured	-0.025653	82
fax	-0.025859	55
30%	-0.025871	3
roundup	-0.025957	1
chill	-0.026064	85
cauliflower	-0.026078	1
240	-0.026143	108
survived	-0.026404	12
suspected	-0.026493	16
topped	-0.026509	119
lawn	-0.026575	52
underwent	-0.026820	11
celebration	-0.026863	6
ice	-0.026920	57
shadowy	-0.026954	1
waned	-0.026964	1
prevent	-0.027056	37
break	-0.027292	1526
cared	-0.027307	52
harass	-0.027519	15
pounce	-0.027921	5
deleting	-0.028047	2
manhandled	-0.028311	1
retofore	-0.028374	1
emptiness	-0.028417	17
testified	-0.028471	25
thereby	-0.028507	15
swive	-0.028621	1
ravaged	-0.028640	6
assume	-0.028852	457
efficiently	-0.028866	4
coaxed	-0.028964	35
eyes	-0.029078	254
stag's	-0.029143	3
tipped	-0.029211	185
revolt	-0.029253	27
flirt	-0.029297	57
excavations	-0.029671	3
grim	-0.029763	1
linear	-0.029781	4
demonstrate	-0.029847	75
awoke	-0.029860	43
chime	-0.029882	4
screensaver	-0.029934	23
hereby	-0.029957	15
blind	-0.030113	3
reneged	-0.030298	32
cigarette	-0.030317	42
delayed	-0.030409	1
blankets	-0.030413	12
touched	-0.030427	1190
whisk	-0.030518	4
retorqued	-0.030764	1
humiliation	-0.030802	3
remembered	-0.030892	467
swayed	-0.030961	60
returnSolution	-0.030978	1
reversed	-0.031004	10
folding	-0.031311	10
rear-ended	-0.031393	1
Borgo	-0.031414	1
pipes	-0.031523	1
tear	-0.032063	981
bellow	-0.032229	31
physically	-0.032263	93
divulged	-0.032265	2
dismiss	-0.032303	168
forecast	-0.032411	8
edition	-0.032610	4
inscribed	-0.032734	187
chops	-0.032898	1
elbowed	-0.033068	10
gentle	-0.033184	7
chase	-0.033219	87
implored	-0.033277	5
rattle	-0.033331	7
gracefully	-0.033503	3
publish	-0.033672	219
current	-0.033730	19
stapled	-0.033891	10
ying	-0.033897	9
roar	-0.034210	38
shatter	-0.034336	115
choke	-0.034472	286
rustle	-0.034573	1
fart	-0.034764	1
discipline	-0.034969	35
dish	-0.034986	31
euros	-0.035081	8
Evolution	-0.035193	1
archaeologists	-0.035229	2
preaching	-0.035610	28
seedlings	-0.035615	1
broccoli	-0.035689	7
leading	-0.035694	62
entry	-0.035764	2
disembarking	-0.036036	5
mausoleum	-0.036052	1
nose	-0.036086	193
thing	-0.036479	24
discovered	-0.036564	3326
Publishing	-0.036661	1
detached	-0.036707	6
shelters	-0.036774	1
pans	-0.036817	1
singer	-0.036925	1
4500	-0.036958	5
forms	-0.037243	6
converting	-0.037250	1
Instagram	-0.037273	4
Light	-0.037276	11
metallic	-0.037320	3
invite	-0.037513	64
doorstep	-0.037561	2
speed-dialed	-0.037785	1
shelves	-0.037927	2
colleagues	-0.037974	27
online	-0.038013	22
hitchhiked	-0.038225	1
mount	-0.038270	7
Catholic	-0.038308	2
carrots	-0.038400	52
grovel	-0.038433	1
stride	-0.038455	7
agriculture	-0.038484	1
chaos	-0.038577	2
bran	-0.038612	1
definitely	-0.038613	268
double-check	-0.038619	22
floppy	-0.038787	3
160000	-0.038816	2
confirmed	-0.038993	935
crowned	-0.039056	9
rafters	-0.039235	19
line	-0.039300	56
invoice	-0.039331	2
jewelry	-0.039576	9
drooping	-0.039585	5
whoosh	-0.039591	1
weapon	-0.039655	5
suggests	-0.039729	210
fatigued	-0.039732	1
+	-0.039732	1
officially	-0.039737	9
bolting	-0.039741	13
refunded	-0.040105	7
refund	-0.040382	34
“this	-0.040426	3
violently	-0.040558	76
campo	-0.040604	1
charm	-0.040616	6
drool	-0.040620	11
shaded	-0.040624	3
impending	-0.040816	3
sob	-0.040846	429
knowSolution	-0.040962	3
430	-0.040979	1
spliced	-0.040991	25
passwords	-0.041292	3
filmed	-0.041433	116
halting	-0.041523	2
screensavers	-0.041604	4
stabled	-0.041612	1
elevator	-0.041769	44
wounded	-0.041878	91
weigh	-0.041886	30
earn	-0.041910	16
berated	-0.041990	25
transported	-0.042197	15
encrypted	-0.042391	2
lively	-0.042494	4
tearing	-0.042599	2
refute	-0.042746	116
approve	-0.042749	261
gut-wrenching	-0.042976	2
concrete	-0.043044	53
vegetables	-0.043102	93
export	-0.043128	1
significance	-0.043192	3
stooped	-0.043194	7
consequently	-0.043213	4
score	-0.043519	13
pottery	-0.043551	1
28000	-0.043726	4
modern	-0.043798	12
warn	-0.043812	341
folks	-0.043836	2
grazed	-0.044056	35
protest	-0.044136	310
cloak	-0.044210	27
altered	-0.044411	34
heartland	-0.044766	1
erection	-0.044837	70
enchant	-0.044850	2
disappointed	-0.044965	1
edged	-0.044967	5
watering	-0.045003	1
repainted	-0.045043	72
finishing	-0.045065	95
shade	-0.045324	27
mistakenly	-0.045676	32
saddled	-0.045830	11
poggio	-0.046109	4
blabbed	-0.046309	2
reached	-0.046512	3238
cease	-0.046668	15
mother	-0.046737	272
request	-0.046890	812
684	-0.046969	1
wallet	-0.047028	83
poggios	-0.047097	4
solution	-0.047114	3
drummers	-0.047188	1
keyboard	-0.047239	6
dedicated	-0.047282	152
carve	-0.047294	114
snatching	-0.047348	7
crunched	-0.047432	7
answer	-0.047487	422
dismounted	-0.047519	5
cooking	-0.047651	18
found	-0.047660	10602
marked	-0.047763	246
swapped	-0.047820	87
responded	-0.047856	243
matted	-0.047885	1
disc	-0.048129	14
tightening	-0.048152	49
deciding	-0.048169	57
renowned	-0.048198	4
bowing	-0.048212	4
constantly	-0.048231	44
initial	-0.048315	16
German	-0.048579	1
whittled	-0.048582	2
parolees	-0.048645	36
cause	-0.048812	86
Dean	-0.049004	1
wallet．He	-0.049042	1
muckraker	-0.049061	1
Campo	-0.049491	19
unbuttoned	-0.049663	66
prints	-0.049812	2
re-take	-0.049954	4
chains	-0.050088	2
deputies	-0.050189	24
swearing	-0.050291	2
donned	-0.050341	31
ransacked	-0.050353	35
reposted	-0.050443	1
steady	-0.050611	2
wail	-0.050621	127
mother's	-0.050640	14
mangled	-0.050680	2
leavingSolution	-0.050782	4
accepts	-0.050787	2
dismantle	-0.050832	8
vacation	-0.050876	3
Proposition	-0.050919	1
plans	-0.050971	52
unload	-0.051013	6
inundated	-0.051067	1
France	-0.051136	10
split	-0.051263	382
subsided	-0.051359	2
berry	-0.051546	1
scribbled	-0.051636	270
Googled	-0.051756	1
brandy	-0.051930	20
humility	-0.052132	6
secretary	-0.052259	23
grappled	-0.052270	6
wet	-0.052278	110
yen	-0.052426	1
quantum	-0.052554	35
pens	-0.052835	1
concede	-0.052966	63
tights	-0.053320	1
numbing	-0.053342	4
banked	-0.053443	7
dotted	-0.053786	4
gasp	-0.054015	110
box	-0.054047	16
munched	-0.054214	8
Sunnah	-0.054286	3
dangled	-0.054397	46
wooded	-0.054419	4
unread	-0.054496	1
select	-0.054523	34
common	-0.054615	1
uncleSolution	-0.054712	1
wide	-0.054805	2
erect	-0.054811	57
slurred	-0.054865	1
caress	-0.054977	210
shoes	-0.055050	106
embody	-0.055192	1
flaws	-0.055202	6
tipping	-0.055244	1
sells	-0.055368	1
