word	proj	n_cells
端上	1.460753	1
滚	1.455791	5
那边	1.453845	3
打嗝	1.453275	1
修理	1.449215	2
弄死	1.448982	19
又跨	1.448872	1
纽约	1.448510	1
扭	1.447241	1
让它	1.446878	1
弄	1.446600	7
田垄	1.443156	1
第二天	1.442595	19
一死了之	1.438826	2
等到	1.436906	14
一样的	1.436689	8
京城	1.435460	1
遍地	1.433122	1
很____	1.432934	1
捂住	1.431266	4
一半	1.429666	1
上诉	1.426300	14
陪	1.425262	27
罗马	1.423305	2
消防车	1.422616	6
围着篝	1.420721	2
她和	1.418973	1
嘱托	1.418146	3
要在	1.416035	1
多好	1.415660	1
什么都	1.415241	4
_____	1.415005	5
送医	1.414022	2
包括	1.413487	1
这么说	1.412577	1
犯规	1.412129	1
上面的	1.412077	1
不好好	1.408377	1
巴掌	1.408180	1
又打又	1.407054	2
又被	1.401773	5
挺好	1.400626	1
叼	1.400300	5
能看	1.399483	1
嘟囔	1.398175	1
钢	1.397967	2
一个人的	1.397505	1
说胡话	1.393487	1
管道工	1.392910	1
了半	1.390689	1
拎	1.390369	2
煮熟	1.390029	2
就没	1.389140	3
磕头	1.388985	5
放进去	1.387552	1
摆摊	1.386815	1
封信．	1.383296	1
<|endoftext|>	1.382505	2
付给	1.381312	6
只要	1.380844	1
宰	1.379195	2
“哎哟	1.377216	1
上床睡觉	1.377037	5
美国	1.375524	21
宋	1.372144	1
割肉	1.370591	1
也是	1.369080	2
承	1.368938	1
_________	1.366507	1
掰	1.366356	3
和他厮	1.366180	2
给他们	1.365796	69
掐	1.365380	22
也不	1.365069	6
吃饭	1.361799	2
薪酬	1.360475	1
删减	1.357212	1
了挣	1.357094	2
蒸	1.356959	4
丧尸	1.356800	1
的日子	1.353642	2
两	1.352744	8
几天	1.352039	4
<	1.351703	2
着____	1.350749	1
报销	1.348560	15
的第一	1.347538	1
这句话	1.347534	2
要把	1.347401	14
一点儿	1.344147	1
知道的	1.343787	3
多	1.341802	49
一堵	1.340656	1
布什	1.340290	2
比利时	1.339145	1
行	1.338641	4
和一个	1.335625	1
屁	1.334960	1
拼	1.332492	1
让员工	1.331700	2
风	1.330814	1
三大	1.328532	7
胸脯	1.328398	21
恨死	1.327877	1
就	1.327448	577
封“	1.327161	5
狠命	1.326996	1
晚上	1.324688	6
姜	1.324537	7
救护车	1.323297	14
报	1.322983	24
穷	1.321352	1
巴黎	1.319402	12
哥哥	1.318750	10
北	1.315515	1
直挺挺	1.314207	3
对这个	1.312543	1
晴和	1.311156	1
先考	1.310438	1
晴到多云	1.309818	3
也	1.308924	68
付	1.308765	97
要	1.308439	580
加班	1.307913	1
诉	1.306175	1
就没有	1.306038	5
︰	1.304336	3
他也	1.303013	2
乖乖	1.301278	1
打死	1.301179	46
她的手	1.295972	1
去死	1.295386	7
拖	1.295019	16
报修	1.295008	2
几封信	1.290844	4
洗好	1.290730	1
屌	1.289286	3
凌晨	1.289189	4
出来的	1.287508	2
北京市	1.287267	1
女	1.286187	8
不跟	1.284455	4
步兵	1.282488	2
一针	1.281280	3
妹妹	1.279614	8
______	1.279438	42
不去	1.279393	16
略	1.279326	1
泡	1.278950	1
围着	1.278858	7
夜	1.276872	1
党	1.275172	1
饮料	1.274887	3
葱姜	1.273564	1
知道我	1.272497	4
法国巴黎	1.270316	2
两手	1.268145	1
也一样	1.267352	1
口渴	1.267305	2
撕	1.266469	15
能开	1.264821	1
首先减	1.264438	1
上厕所	1.264178	1
都快	1.263434	9
不爱	1.262440	2
开着	1.261621	1
小屁	1.261340	1
几下	1.261062	1
16	1.260501	35
不管	1.259354	1
递过来	1.258477	1
那个”	1.257098	1
里头	1.254279	1
棺材	1.253638	5
裤	1.252344	7
也没有	1.251120	6
~~	1.250055	1
能得到	1.249436	1
男	1.249243	21
还不错	1.248848	3
领取	1.247840	1
三小	1.245132	1
肚脐	1.245128	9
也会	1.243169	10
极	1.241648	4
皇帝	1.239673	1
那儿	1.239295	10
唯一	1.238171	3
呛	1.235021	1
去买	1.234704	6
拔	1.234209	12
差点	1.233472	3
午夜	1.232649	1
扣留	1.231523	1
____	1.230943	78
输	1.230543	1
一巴掌	1.229314	1
很好	1.228501	3
残	1.228098	3
总是想	1.227651	1
买噶	1.227433	2
三分之一	1.225276	7
混凝土	1.224903	1
也不会	1.224812	2
女孩	1.224226	1
冲了	1.223858	1
坐车	1.223368	1
跟	1.222580	418
轮	1.222316	1
煮好	1.221652	2
君士坦丁堡	1.221400	1
给我的	1.221352	6
被挤	1.221336	2
吃一	1.221121	1
早晨	1.219336	1
什么时候	1.217633	37
吹得	1.215577	1
煎	1.215196	7
吹	1.214251	2
凳	1.213523	2
裤子	1.213426	25
老二	1.211828	12
舔	1.211711	32
米醋	1.211124	1
明天	1.210604	28
修理工	1.209898	1
走下	1.209686	2
巴黎市	1.209417	3
买好	1.209278	1
知道自己	1.208910	4
下腹	1.208428	1
嫁	1.207612	97
有时间	1.207129	4
用霸	1.206007	1
死”	1.205462	3
那不	1.205140	1
一口一	1.204629	1
喜欢	1.204559	87
第一种	1.204413	1
冲着	1.202180	2
共和	1.201961	1
交	1.201360	18
马路	1.200694	30
去	1.200651	1178
几页	1.199934	3
“怦怦”	1.199319	1
又一	1.199069	1
留给	1.198281	1
姐姐	1.198176	1
波	1.197034	2
辣椒	1.196583	10
全额	1.195761	1
也有	1.195376	3
就砍	1.195330	1
肮脏	1.195029	1
刀	1.194632	16
了无	1.194606	1
物	1.194366	1
掌	1.194358	2
安静的	1.193335	1
保留	1.192658	38
火辣辣	1.191293	1
多长时间	1.190101	1
熬夜	1.189333	1
都在	1.188878	5
跺脚	1.188791	1
被砍	1.186391	1
要去	1.185110	10
下午	1.184482	2
_	1.183794	4
然后就	1.183525	1
皮肉	1.183441	7
好好	1.183350	128
拖着	1.182833	3
拔下	1.182485	1
手的	1.181350	1
好吧	1.180867	3
塌	1.180766	2
偶	1.180436	1
罗马城	1.179007	1
手掌	1.178051	17
_______	1.176841	6
滚蛋	1.176769	1
给自己	1.174068	20
厮打	1.172753	3
遗言	1.172668	9
看完	1.171203	1
一块儿	1.170430	1
喝酒	1.170233	12
永远陪	1.169698	2
一日	1.169418	1
都	1.169084	47
布达佩斯	1.168443	1
心里	1.166668	16
记得	1.165053	4
路边的	1.164835	5
打车	1.164796	2
遥	1.164776	6
先付	1.164550	4
下床	1.164426	4
叫卖	1.161892	1
每晚	1.161731	1
钢板	1.161310	1
生锈	1.160949	1
我被	1.160943	1
出“	1.160152	1
我就	1.159583	40
说不出	1.159118	2
多少钱	1.157722	1
洗手间	1.156467	5
马路上	1.156241	4
活活	1.155589	1
阿姆斯特丹	1.154967	1
公墓	1.154865	2
不干	1.154839	5
一拳砸	1.154700	1
着对裁	1.152326	2
剁	1.151146	5
好的	1.150128	18
兄弟	1.149787	9
被捏	1.149730	1
再说	1.149094	1
发疯	1.148871	6
她开	1.148527	3
弟弟	1.148330	21
蠕动	1.147381	2
皮夹	1.146311	7
爱上	1.146269	45
棍	1.145497	1
殡仪馆	1.144920	2
不把	1.144857	1
回答“	1.144247	1
君士坦丁	1.144121	1
漂	1.142954	4
家伙	1.142832	7
泥	1.142066	4
比	1.141656	8
吃什么	1.139899	1
跑到	1.139895	27
我知道	1.138336	2
就在	1.137796	16
先向	1.135689	1
两个	1.135290	32
多少	1.135026	10
而已	1.134817	3
外面的	1.134082	1
又打	1.133794	2
厕所	1.133551	3
有点儿	1.131505	1
就不	1.131130	12
读	1.130526	13
对这些	1.130087	1
洗净	1.130053	1
布鲁塞尔	1.129634	3
撕咬	1.129624	2
第三根	1.128905	1
非	1.128283	1
又把	1.127269	15
还是很	1.126141	2
拿	1.125180	286
一句	1.125088	14
跟着	1.124689	31
胸闷	1.124674	7
葱	1.123997	4
不拿	1.121923	1
两个孩子	1.121732	1
指着	1.120533	31
出门	1.120061	24
咬着牙	1.119296	1
柏林	1.119182	4
裤兜	1.118803	1
煮饭	1.118325	4
一支	1.116512	1
四肢	1.116210	1
问问	1.115912	8
女人的	1.115675	9
拖鞋	1.115238	1
报案	1.114960	7
搂	1.114772	26
昨天晚上	1.113119	1
母乳	1.112706	3
跑得	1.112627	7
算了	1.112568	5
学校	1.112019	2
奶	1.111567	25
一句“	1.111473	4
把儿	1.111419	1
挑	1.111151	8
男根	1.110240	1
吉他	1.109524	4
要冲	1.108375	2
不死	1.108153	1
上学	1.107561	1
开花	1.105974	1
上帝	1.104514	5
胃部	1.104011	2
丝袜	1.103893	3
一刀	1.103272	70
不治	1.102384	2
吃	1.102248	100
炒	1.102111	32
酒瓶	1.101575	4
一手	1.100944	4
电脑	1.100103	8
手里的	1.099579	2
双	1.099507	2
至少	1.099236	3
将军	1.098992	1
街	1.097923	10
变坏	1.097282	1
为他们	1.096830	16
“晴	1.096282	1
奶子	1.096034	2
打工	1.095231	3
白天	1.094888	2
再也没有	1.093107	5
多半	1.092208	1
民主党人	1.090367	8
今晚	1.089732	7
在大	1.089075	1
提	1.088230	3
只能	1.088152	4
去看	1.087948	34
一圈	1.087784	4
路	1.087564	16
死．	1.087460	4
每隔	1.086915	2
在____	1.086409	1
非常窒	1.085931	1
南京	1.085522	1
炒鱿鱼	1.085499	5
消防	1.084729	5
愿望	1.084356	8
砍她	1.084256	1
醉	1.084209	1
手里	1.083457	14
小兄弟	1.083147	2
舔着	1.083086	2
他去	1.083042	1
一拍	1.081896	1
头皮	1.080811	4
条	1.080041	2
一定要	1.079942	2
优先	1.078274	19
拖到	1.077279	3
屁屁	1.076918	1
非常沮	1.076706	1
晴	1.076166	4
的就是	1.075969	122
瘫	1.075818	15
扭动	1.075309	24
手不	1.074992	3
修	1.074656	3
头晨	1.073847	1
拔腿	1.073687	1
男人的	1.073006	11
肚子里	1.072647	1
嫁给	1.072624	67
疯狂的	1.071414	14
车里	1.071333	3
无	1.071158	16
没	1.070606	27
做得	1.070601	6
半车	1.070408	1
还有	1.069780	2
再去	1.069328	1
把她“	1.069173	1
似	1.069127	2
苏	1.068507	2
把酒	1.067804	17
坚决	1.067641	3
早就	1.067563	1
“晴”	1.067452	1
酗酒	1.066938	5
小弟	1.066371	1
领口	1.065966	3
三杯	1.064983	7
有事	1.064824	1
咬牙	1.064217	1
眼皮	1.062672	1
先去	1.062098	5
14	1.061419	34
那个	1.060559	162
死死	1.060499	4
美国政府	1.060146	1
肾上腺素	1.058236	6
说完	1.056525	3
两声	1.056405	2
楼	1.055373	12
行走	1.055127	2
给	1.052327	773
四肢无力	1.052290	1
批准	1.051570	1
是	1.051299	474
一批	1.051056	5
余火	1.050988	3
“哎	1.050086	2
无底	1.049958	2
挤	1.049749	3
摆弄	1.049678	1
捅	1.049389	27
好	1.049291	69
也跟着	1.048865	1
两句	1.048458	8
山脚	1.047287	6
脏话	1.047243	21
那话儿	1.045725	3
遗愿	1.044383	5
上瘾	1.043730	1
他会	1.043602	1
人民军队	1.042995	1
没有	1.042574	84
炒面	1.042360	1
︰“	1.042160	2
拔掉	1.042122	2
好起来	1.041298	1
封面	1.041120	2
咬了	1.039208	3
请假	1.039089	1
走得	1.038802	1
指节	1.038348	1
死的	1.037698	19
不给	1.037158	10
又爬	1.037139	1
中秋节	1.037126	1
她”	1.036919	11
大街	1.036586	8
两腿	1.036500	1
开恩	1.036256	1
切肉	1.036181	4
假	1.035558	3
站出来	1.035353	1
坐火车	1.034958	1
菜单	1.034435	3
擦	1.034009	1
给他	1.033649	255
C	1.033233	2
刚	1.033059	3
ICU	1.032750	1
有权	1.032554	20
鹿脖	1.032545	1
外面	1.032360	23
__	1.032271	5
不尽	1.032254	1
因公殉职	1.032190	1
一脚踢	1.031956	1
非常幸	1.031598	1
右手	1.030663	23
有	1.030642	316
某一	1.029909	1
手腭	1.029849	1
问起	1.029596	1
刮	1.029148	4
带她	1.028278	2
车	1.028256	13
跟我	1.027986	6
就咬	1.027702	1
酱油	1.027008	3
拿着	1.026675	43
俩	1.026632	13
一个女	1.026189	5
绝笔	1.025781	1
指关节	1.025691	3
自己也	1.024930	10
消防队	1.023605	2
疯狂	1.023392	165
送往	1.022520	1
捻	1.021840	1
挑逗	1.021591	5
他就	1.021579	71
告诉他们	1.021471	20
一把	1.021208	196
大鼻子	1.020925	2
太	1.020541	4
一股脑	1.020114	1
喝到	1.019337	1
把头	1.018863	44
迷	1.017863	2
中国的	1.017782	11
啤酒	1.017349	2
小弟弟	1.017071	19
拿了	1.016822	1
把她拖	1.015991	2
给我	1.015843	40
通牒	1.015453	9
中国古代	1.015013	9
昨天	1.013955	3
垃圾	1.013399	1
那个她	1.012964	1
火把	1.012564	1
川普	1.012099	3
鼻子	1.012006	68
皮夹子	1.012000	5
奶瓶	1.011912	2
手淫	1.011733	7
得到的	1.011284	9
极度	1.010790	14
捞	1.009884	2
押到	1.009858	1
啃	1.009364	7
一动不动	1.008338	5
静脉	1.008149	1
撕成	1.008043	1
又在	1.007855	2
中国	1.007745	21
扇	1.006502	16
订	1.006169	1
轮到	1.005942	4
法兰克福	1.005769	2
火	1.005482	17
搬	1.005392	19
会	1.005121	92
所学校	1.005053	1
罢	1.004929	2
三分之二	1.004841	2
约会	1.004580	1
馒	1.004206	1
一望无际	1.003153	4
内裤	1.002574	25
三	1.002191	2
顺时针	1.001470	2
钢筋	1.001172	4
掌心	1.000480	2
原	0.999483	1
一双	0.998327	4
万念俱灰	0.997583	1
爱我	0.997570	9
哼哼	0.996712	1
袜子	0.996536	8
他俩	0.995890	1
儿	0.995674	19
几个小时	0.995524	1
咬紧牙关	0.994706	2
旁边的	0.994500	9
一朵朵	0.994460	1
第二根	0.993382	1
不要	0.993190	59
爱上了	0.992602	9
这车	0.991535	1
砍死	0.991433	8
不杀	0.991353	2
两车	0.991097	1
两个人	0.990967	35
半天	0.990048	1
可以	0.988949	90
冲过来	0.987544	1
肯	0.987304	9
墙倒	0.986550	1
嘟	0.986385	1
叫我	0.985949	1
卫生间	0.985938	3
外	0.985447	9
埋头	0.984585	1
按摩她	0.983627	1
民主党	0.983225	10
不会想	0.983122	1
被开	0.981660	5
乱砍	0.980796	1
要咬	0.980795	1
就要	0.980224	30
在怦怦	0.980120	3
瓶	0.979925	7
刺刀	0.979896	3
给孩子	0.979439	15
收费	0.979255	3
留言	0.978882	2
书皮	0.978828	2
罐	0.978726	4
冰箱里	0.978202	1
陷	0.977902	3
一了百了	0.976000	1
侧	0.975775	18
公司	0.974671	11
是他	0.974367	3
室内	0.973226	1
都被	0.973151	12
鼻子涌	0.972803	2
当年	0.972048	3
山脚下	0.971985	1
在他们	0.971628	5
吃点	0.969031	1
火警	0.968422	4
这么	0.968287	47
租	0.967926	12
棺木	0.967716	1
1000$	0.966999	1
没事	0.966924	2
被泥	0.966909	1
讨厌	0.966762	74
爆竹	0.966760	6
出的	0.966366	10
支付	0.965436	92
他跳	0.965306	1
又放	0.965054	1
怎么办>>COMMENT<<	0.963390	1
栏	0.963321	2
心愿	0.963209	5
与美国	0.963208	1
里昂	0.962876	3
答应	0.962710	28
从里	0.962619	4
升	0.962281	5
说出来	0.962035	1
一顿	0.961991	7
撩	0.960664	5
有一天	0.960228	4
兜里	0.959127	4
一个她	0.958907	1
罐子	0.958717	1
哼	0.958477	28
就像	0.957818	5
调	0.957574	4
选择了“	0.957538	1
中指	0.956580	1
把尸	0.956308	1
都要	0.956306	10
马桶	0.956161	2
用油	0.956044	1
胃口	0.955628	1
15000	0.955269	17
被撕	0.954678	4
欲望	0.954576	4
没有人	0.954559	1
肚里	0.954063	2
更喜欢	0.954043	1
在里面	0.953941	2
申诉	0.952962	3
和女	0.952910	1
跟着她	0.952727	1
股	0.952092	3
从肚	0.952085	1
就冲	0.952061	1
真叫	0.951981	1
如雨	0.951971	1
冰箱	0.951824	7
恶心	0.951119	37
吃东西	0.951106	2
肚	0.950939	26
杀	0.949345	275
支	0.949310	3
如同	0.949261	1
出的“	0.949216	1
冲	0.949210	73
小提	0.948521	1
睡个	0.948455	1
才刚	0.948259	1
大	0.948232	74
不会	0.947740	25
贴	0.947461	3
呀	0.946784	8
盐和	0.945834	2
书	0.945328	8
大手	0.945286	6
挣扎．	0.944937	1
削减	0.944561	25
够	0.944537	4
派	0.944174	7
会把	0.943571	2
悔	0.943167	4
坟坟	0.943113	1
嫉妒	0.942581	22
17	0.942269	18
死	0.942157	192
椅	0.942056	3
就不会	0.941802	3
去了	0.941778	16
不开	0.941654	3
镜头	0.941445	13
崇拜	0.941430	11
把自己	0.940936	55
皮带	0.940295	1
腿部	0.939440	2
又扇	0.939037	1
狂	0.938869	25
搬出去	0.938538	20
饿	0.938425	7
权	0.937891	3
再传	0.937488	3
死了	0.937243	80
禁欲	0.936863	1
今天	0.936790	19
床边	0.936645	10
前胸	0.936337	10
整	0.935827	2
到	0.935697	200
军队	0.935686	29
如此_______	0.935368	1
车上	0.935280	1
裁员	0.934745	15
公鸡	0.934715	3
掌声如雷	0.934319	2
的愿望	0.933378	2
那双	0.933069	4
按时	0.932876	1
手帕	0.932652	3
养育	0.932459	2
十分______	0.932237	1
就可以	0.932013	4
狠揍	0.932002	3
鼻子溅	0.931706	1
一口咬	0.931547	1
滔滔不绝	0.931123	2
还会	0.930978	1
银行	0.930967	1
惨	0.930402	1
获得的	0.930299	1
封	0.930242	13
绝对	0.929680	4
一堆	0.929308	3
大发脾	0.929050	1
遗书	0.928609	2
嗯哼哼	0.928301	1
半个	0.927860	2
又一次	0.927641	2
不停的	0.927565	2
在扭	0.925832	1
买	0.925479	141
凳子	0.925140	2
站出	0.925104	1
第二个	0.924997	1
哪天	0.924191	1
射死	0.923407	10
尸体	0.922718	2
3	0.922565	92
扼	0.922398	1
撩起	0.922148	2
北方	0.921912	5
收到	0.921880	25
拿破仑	0.921728	1
用膝	0.921632	1
知道	0.921289	546
肯定	0.920555	1
女儿	0.919580	44
万	0.919497	1
关	0.919338	7
抢过	0.919325	1
带	0.919241	101
是我的	0.918657	1
它们的	0.918647	5
洗	0.918423	13
鸡巴	0.918394	21
机枪	0.917458	1
谁的	0.916996	1
奔跑	0.916836	4
饿了	0.916788	1
“糟糕”	0.915328	1
．	0.915298	5
台下	0.915224	1
狠狠揍	0.915152	1
翻了个	0.915128	1
是不	0.915116	1
村	0.913927	4
还是	0.913905	56
那我	0.912890	3
为止	0.912778	3
那个肋	0.912226	1
留下	0.912087	19
狠狠的	0.911240	17
妈妈的	0.911084	1
教室	0.910835	9
拇指	0.910773	11
肚子	0.910616	46
割	0.910197	48
一件事．	0.909920	1
过了	0.909797	1
牛仔裤	0.909386	6
姜丝	0.909364	1
秦	0.909036	1
一脚	0.908960	55
马	0.908823	6
账	0.908662	2
死掉	0.907875	38
向警	0.907277	2
用手掌	0.906670	2
最好的	0.906441	2
那种	0.906260	5
不介意	0.905405	2
无能为力	0.904829	1
跑	0.904818	136
冲上	0.904402	2
“好	0.904096	2
卧室	0.903950	15
后来	0.903830	1
中国历史	0.903664	1
饿死	0.903392	1
告诉自己	0.902910	2
地心	0.902908	6
再嫁	0.902768	2
她被	0.902054	2
同	0.901672	24
爆竹声	0.901006	4
皮夹克	0.900550	5
一见钟情	0.900537	3
如此________	0.900484	1
铺	0.900357	1
马甲	0.900215	2
咽	0.899974	3
鹿角	0.899760	3
小张	0.899569	1
跟进	0.899456	1
硬币	0.899332	1
选好	0.898975	5
~	0.898768	21
12000	0.898600	11
女儿的	0.898444	1
硬邦邦的	0.898261	1
每	0.897747	13
免疫	0.897673	1
街道	0.896940	32
胃	0.896932	15
就这样	0.896155	7
治病	0.895404	2
钱夹	0.895345	2
不停	0.894868	35
晴好	0.894865	1
峭壁	0.894092	4
消防队员	0.893416	6
不忠	0.893175	1
叫	0.893153	113
山上	0.892768	1
风中	0.892714	2
大楼	0.892536	4
双腿	0.892502	26
餐	0.892150	4
半	0.892090	11
双乳	0.891677	1
两大	0.891311	9
说了	0.891046	14
钞票	0.891024	3
某	0.890547	2
薪资	0.890396	1
把玩	0.890251	2
盖	0.889918	6
怦怦	0.889831	7
起诉	0.889822	121
他瘫	0.889395	1
啃咬	0.889300	1
一阵窒	0.889229	4
被拔	0.888894	1
雇	0.888044	6
以后	0.887639	37
跟她	0.887603	57
鞭子	0.886409	2
起来．	0.886245	1
甜甜地	0.886243	1
第二次	0.886208	2
和我	0.885604	15
毫无	0.885534	5
人民	0.884757	2
张唱片	0.884304	1
去找	0.883940	145
主持人	0.883539	2
切菜	0.882962	2
西红柿	0.882848	2
打扫	0.882835	2
活．	0.882260	1
想见	0.882054	3
19	0.881270	16
算了吧	0.881222	2
国防	0.881125	1
踮	0.880712	1
小巷	0.880390	1
靶	0.880285	2
抡	0.879982	2
怦怦直跳	0.879670	10
侄子	0.879487	1
关闭	0.879301	9
病	0.879185	3
搬走	0.879028	11
一直陪	0.878972	1
骑马	0.878817	1
前列腺	0.878517	2
炖	0.878496	4
有了	0.877904	87
会更	0.877527	2
厌恶	0.877423	59
酒杯	0.877356	4
就很	0.876892	1
一起跳	0.876630	1
着他	0.876043	2
休	0.875850	1
2	0.875640	96
靠	0.875525	36
消防人员	0.875454	1
不用	0.874992	11
第四根	0.874940	1
一个名	0.874931	1
要做	0.874721	15
打完	0.874684	1
皮大衣	0.874169	1
绞死	0.874118	1
皮	0.872992	14
让囚	0.872638	1
刀刃	0.872622	3
看一	0.872509	2
吃药	0.872500	1
山壁	0.872277	1
的一句	0.871751	1
发麻	0.871700	1
又	0.871433	575
搭	0.870265	2
22	0.869464	26
有生	0.869204	1
救救	0.868840	7
鼓掌	0.868658	8
发邮件	0.868082	1
公文包	0.867103	1
又转	0.867043	2
要让	0.866568	1
贫穷	0.866114	2
胡萝卜	0.866051	1
炒菜	0.866001	1
才知道	0.865850	20
四分之一	0.864917	4
双手	0.864862	111
的样子	0.864834	1
拼命	0.864598	29
喝彩	0.864358	1
封封	0.864032	1
猝死	0.863732	2
她了	0.863354	2
早餐	0.862997	1
收	0.862766	11
不出	0.862258	3
不走	0.862233	3
第六根	0.861569	1
遗嘱	0.861518	4
滚滚	0.861467	4
把我	0.861379	25
聘请	0.860830	6
门口	0.860763	41
不是	0.860439	15
坟	0.860177	11
冲到	0.860109	7
死得	0.859915	2
胸衣	0.859681	2
勾搭	0.859569	1
死守	0.859561	1
照顾好	0.859113	1
说他	0.858921	4
削	0.858297	15
被肋	0.857975	1
二胎	0.857870	8
大拇指	0.857313	10
油盐	0.857051	1
柜	0.857029	2
从军	0.856909	12
和肩膀	0.856549	1
胳膊	0.856515	83
一点	0.856462	18
无知	0.856349	1
呆	0.856097	3
很疼	0.855828	1
眼儿	0.855691	2
乘	0.855644	9
大风	0.855364	1
割腕	0.855328	8
啪啪	0.854969	1
游街	0.854910	1
翻滚	0.854229	1
如此____	0.853847	1
套	0.853042	6
几乎	0.852897	31
剥	0.852705	19
上海	0.852254	1
1	0.852245	120
搬出	0.852199	7
封信	0.852135	13
他又	0.851905	15
她就	0.851659	32
下令	0.851468	2
认识	0.851436	11
拿出来	0.850920	11
把手	0.850636	171
高兴	0.850265	29
喝水	0.850146	17
脑袋抡	0.850144	1
方	0.850014	1
辣椒酱	0.849889	1
被砸	0.849541	1
那扇	0.848862	2
一件事情	0.848282	3
揍	0.848228	129
想知道	0.847875	2
进行罢	0.847423	2
话说	0.847333	1
总是	0.847264	4
在手	0.846706	2
围	0.846607	10
葬礼	0.846418	5
称	0.846347	3
两杯	0.846250	4
那就	0.846200	4
鸡鸡	0.845699	12
去去	0.845667	1
堵住	0.843794	1
给了我	0.843407	1
变的	0.843142	1
膝盖	0.843085	33
大火	0.842995	18
跟他	0.842515	148
还是要	0.842502	4
女人”	0.842257	1
一口	0.841147	18
胸罩	0.841145	12
莫斯科	0.841038	1
男人	0.840852	94
要知道	0.840611	2
相信	0.840539	229
隔壁	0.840398	1
入	0.840053	1
问	0.839502	293
我的孩子	0.839486	2
睡	0.839352	30
裁减	0.838536	5
军人	0.838510	27
自动	0.838495	4
男孩	0.837357	14
克林顿	0.837045	1
斩	0.836943	9
肉中	0.836893	2
处死	0.836600	4
一种____	0.836583	1
当车	0.836291	1
在胸	0.836202	1
第一根	0.836191	1
脖	0.835955	31
掏	0.835638	18
峡谷	0.835610	9
他了	0.835055	2
下地	0.834987	1
一阵钻	0.834817	1
护士	0.834808	12
两小	0.834672	1
1000	0.834615	23
也能	0.834137	1
半瓶	0.832829	3
要求	0.832668	200
不放	0.832576	2
颗	0.832539	1
动了	0.832384	8
夹克	0.832198	11
他的关	0.831784	1
用斧	0.831756	2
不错	0.830823	10
质	0.830734	3
先毁	0.830412	3
胯	0.830024	2
能	0.829646	107
喝得	0.829455	2
让他们	0.828708	51
肉	0.828611	51
出去了	0.828537	2
好转	0.827608	2
旁边	0.827347	11
告	0.827132	11
开车	0.826205	13
小侄	0.826046	1
军	0.825963	3
啊	0.825725	26
街头	0.825364	4
捶	0.825290	22
脸面	0.824740	1
快门	0.824647	2
把囚	0.824542	3
对我的	0.824504	2
里	0.824364	17
整整	0.824175	8
杨	0.824083	1
第二	0.823912	1
指甲	0.823885	14
∶“	0.823662	1
一定	0.823628	5
母亲的	0.823513	3
同意	0.823344	28
洗澡	0.822802	8
丁丁	0.822481	9
还是没有	0.822382	2
跳槽	0.822307	5
调戏	0.821910	1
睡午觉	0.821901	1
清晨	0.821717	1
杀了	0.821491	237
出家	0.821189	1
士兵	0.820667	57
