word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
完成了	any	0.6869	0.5433	22	0.000128	0.000226
转向	any	0.6817	0.4637	31	0.000347	0.000639
远方	any	0.6817	0.5952	34	0.000470	0.000590
准备好	any	0.6817	0.5208	26	0.000178	0.000234
愤怒	any	0.6817	0.6228	21	0.000116	0.000225
缓慢	any	0.6817	0.5156	25	0.000176	0.000319
动	any	0.6817	0.5225	33	0.000186	0.000319
痛苦	any	0.6817	0.5536	31	0.000972	0.001195
地面	any	0.6817	0.6505	34	0.000645	0.000924
组织	any	0.6782	0.5433	23	0.000131	0.000183
快乐	any	0.6782	0.5433	25	0.000113	0.000179
半杯	any	0.6782	0.5502	30	0.000269	0.000278
几句	any	0.6782	0.5779	29	0.000143	0.000204
草地上	any	0.6782	0.6886	31	0.000151	0.000157
外套	any	0.6782	0.6090	33	0.000348	0.000366
75	any	0.6782	0.7059	31	0.000739	0.001050
仍	any	0.6765	0.6436	30	0.000143	0.000144
出来	any	0.6747	0.6955	33	0.000300	0.000467
开始	any	0.6747	0.5917	30	0.009130	0.010214
路	any	0.6747	0.6817	25	0.000136	0.000197
伤害	any	0.6747	0.5363	34	0.001007	0.001448
墓地	any	0.6747	0.5779	26	0.000116	0.000125
摆脱	any	0.6747	0.6159	31	0.001308	0.002030
晴	any	0.6730	0.5450	30	0.000143	0.000135
讲述	any	0.6730	0.6332	32	0.000397	0.000622
安慰	any	0.6730	0.5675	24	0.000186	0.000322
面颊	any	0.6713	0.4965	26	0.000134	0.000165
创作	any	0.6713	0.4394	23	0.000119	0.000231
取	any	0.6713	0.5415	20	0.000106	0.000211
哪位	any	0.6713	0.6972	20	0.000081	0.000118
破碎	any	0.6713	0.4913	29	0.000180	0.000254
进了	any	0.6713	0.5606	22	0.000098	0.000141
45	any	0.6713	0.4879	30	0.000694	0.000925
使用	any	0.6713	0.5779	29	0.000723	0.001213
写下	any	0.6713	0.6367	21	0.000088	0.000175
僵硬	any	0.6696	0.6367	30	0.000143	0.000135
到了	any	0.6696	0.6488	32	0.000177	0.000208
心脏	any	0.6696	0.6419	32	0.000330	0.000421
将其	any	0.6696	0.5865	24	0.000280	0.000424
背部	any	0.6678	0.5727	28	0.000297	0.000425
进	any	0.6678	0.7128	33	0.000187	0.000219
推	any	0.6678	0.5502	25	0.000260	0.000764
行动	any	0.6678	0.6194	23	0.000154	0.000370
首先	any	0.6678	0.4948	27	0.000329	0.000593
球	any	0.6678	0.6903	32	0.000248	0.000285
更加	any	0.6661	0.5588	24	0.000173	0.000316
参加	any	0.6661	0.6661	26	0.000245	0.000358
其中	any	0.6644	0.6021	21	0.000115	0.000180
依然	any	0.6644	0.5640	27	0.000125	0.000125
反对	any	0.6644	0.5709	21	0.000150	0.000184
切割	any	0.6644	0.6817	29	0.000206	0.000241
缓缓	any	0.6644	0.6332	31	0.001466	0.002545
追求	any	0.6644	0.6263	22	0.000270	0.001263
因	any	0.6644	0.6159	28	0.000244	0.000359
那么	any	0.6644	0.5536	28	0.000134	0.000144
利用	any	0.6644	0.5190	29	0.000716	0.001190
恐惧	any	0.6644	0.5571	30	0.000211	0.000280
70	any	0.6644	0.6990	33	0.001006	0.001225
门槛	any	0.6644	0.5882	21	0.000090	0.000127
头顶	any	0.6644	0.5190	21	0.000215	0.000353
放过	any	0.6609	0.5294	23	0.000098	0.000116
地板	any	0.6609	0.5882	30	0.000198	0.000319
水面	any	0.6609	0.6107	28	0.000133	0.000144
教堂	any	0.6609	0.4654	26	0.000133	0.000153
上了	any	0.6609	0.5848	29	0.000143	0.000160
立刻	any	0.6609	0.5087	31	0.000944	0.001556
队友	any	0.6609	0.6401	21	0.000088	0.000125
击打	any	0.6592	0.7145	30	0.000429	0.000626
仿佛	any	0.6592	0.4983	26	0.000180	0.000269
放入	any	0.6574	0.6125	25	0.000214	0.000300
一种	any	0.6574	0.4775	33	0.000810	0.001108
下周	any	0.6574	0.5779	23	0.000106	0.000107
小心翼翼	any	0.6574	0.6678	30	0.000531	0.000754
尝试	any	0.6574	0.6332	31	0.001172	0.002153
血	any	0.6574	0.5779	34	0.000436	0.000541
哪个	any	0.6574	0.6021	33	0.000374	0.000453
冰	any	0.6574	0.5744	20	0.000107	0.000180
沟里	any	0.6574	0.6176	28	0.000134	0.000150
反击	any	0.6557	0.6142	26	0.000245	0.000508
胸部	any	0.6557	0.5554	32	0.000574	0.000769
制作	any	0.6557	0.5138	28	0.000235	0.000330
一些	any	0.6540	0.5813	34	0.000548	0.001004
火海	any	0.6540	0.5363	31	0.000186	0.000213
绽放	any	0.6540	0.5640	25	0.000127	0.000117
皮肤	any	0.6540	0.5848	27	0.000203	0.000247
如何	any	0.6540	0.5779	34	0.004037	0.004611
敌人	any	0.6540	0.5848	29	0.000196	0.000335
等待	any	0.6540	0.6367	25	0.000171	0.000288
破裂	any	0.6540	0.5121	25	0.000144	0.000201
自我	any	0.6540	0.5398	30	0.000491	0.000829
最终	any	0.6522	0.5277	30	0.000171	0.000201
猛地	any	0.6522	0.5346	32	0.001432	0.002097
一片	any	0.6505	0.6194	33	0.000406	0.000514
递给	any	0.6505	0.4706	30	0.000443	0.000660
咳嗽	any	0.6505	0.5779	25	0.000179	0.000241
低下头	any	0.6505	0.4394	23	0.000306	0.000496
紧张	any	0.6505	0.5433	25	0.000173	0.000246
决定	any	0.6505	0.5986	25	0.000183	0.000339
背后	any	0.6505	0.4775	31	0.000332	0.000445
保持	any	0.6505	0.5709	22	0.000160	0.000493
85	any	0.6488	0.7093	26	0.000273	0.000415
河里	any	0.6488	0.5588	28	0.000150	0.000180
不在	any	0.6488	0.7093	24	0.000161	0.000257
65	any	0.6488	0.5986	30	0.000543	0.000753
砸	any	0.6488	0.4446	32	0.000606	0.000698
惩罚	any	0.6471	0.5329	31	0.000773	0.001102
口	any	0.6471	0.4498	33	0.000378	0.000462
逐渐	any	0.6471	0.5640	27	0.000508	0.000655
鱼	any	0.6471	0.5398	31	0.000176	0.000171
40	any	0.6471	0.6021	34	0.001209	0.001594
瓦砾	any	0.6471	0.5156	22	0.000098	0.000149
长袍	any	0.6471	0.4879	27	0.000195	0.000222
因为	any	0.6453	0.6436	30	0.000254	0.000364
浏览	any	0.6453	0.6038	20	0.000088	0.000099
辣椒	any	0.6436	0.5813	27	0.000133	0.000136
研究	any	0.6436	0.7128	29	0.000203	0.000263
那些	any	0.6436	0.4256	33	0.000643	0.000790
原谅	any	0.6436	0.6747	30	0.000189	0.000263
走出	any	0.6436	0.5260	21	0.000141	0.000234
证明	any	0.6436	0.6159	29	0.000434	0.000748
学会	any	0.6436	0.5952	29	0.000261	0.000384
另一	any	0.6436	0.4792	30	0.000250	0.000313
腰间	any	0.6436	0.6021	26	0.000216	0.000235
怎么办	any	0.6436	0.5813	33	0.004574	0.004755
那里	any	0.6419	0.5952	30	0.000224	0.000272
出一	any	0.6419	0.5190	20	0.000096	0.000183
听到	any	0.6401	0.6298	33	0.000643	0.000793
受到	any	0.6401	0.4291	28	0.000238	0.000291
坐	any	0.6401	0.5433	34	0.000786	0.000955
头部	any	0.6384	0.6747	32	0.000302	0.000399
喝水	any	0.6384	0.5121	22	0.000117	0.000167
离去	any	0.6367	0.5502	25	0.000142	0.000185
出现	any	0.6367	0.6228	31	0.000195	0.000321
时刻	any	0.6367	0.5640	22	0.000098	0.000106
进入	any	0.6367	0.5277	20	0.000189	0.000447
通过	any	0.6367	0.5640	34	0.002311	0.003678
结婚	any	0.6367	0.6678	31	0.000461	0.000689
倒塌	any	0.6367	0.5260	27	0.000198	0.000249
去世	any	0.6367	0.5917	34	0.000294	0.000370
剧烈	any	0.6367	0.6626	24	0.000217	0.000360
无比	any	0.6367	0.4983	31	0.000197	0.000223
抗议	any	0.6349	0.5156	24	0.000225	0.000355
口中	any	0.6349	0.5035	32	0.000268	0.000301
询问	any	0.6332	0.5709	20	0.000131	0.000294
峡谷	any	0.6332	0.5433	25	0.000116	0.000116
真的	any	0.6332	0.4567	32	0.000319	0.000345
料	any	0.6332	0.5156	28	0.000134	0.000124
大地	any	0.6332	0.5606	30	0.000188	0.000237
大叫	any	0.6332	0.5675	34	0.000489	0.000583
逃离	any	0.6332	0.5329	31	0.002207	0.002611
选择了	any	0.6332	0.5433	23	0.000108	0.000135
拉	any	0.6332	0.5156	34	0.000607	0.000738
哲学	any	0.6332	0.5606	22	0.000107	0.000119
自豪	any	0.6315	0.6090	26	0.000126	0.000139
燃烧	any	0.6315	0.5554	24	0.000191	0.000279
无力	any	0.6298	0.5952	29	0.000168	0.000173
进来	any	0.6298	0.6159	23	0.000127	0.000168
辞退	any	0.6298	0.5294	27	0.000249	0.000257
出的	any	0.6298	0.6194	26	0.000152	0.000219
旁边	any	0.6298	0.6055	21	0.000110	0.000131
写	any	0.6298	0.5536	34	0.000957	0.001125
更多	any	0.6298	0.5640	31	0.000634	0.001140
忠诚	any	0.6298	0.5606	31	0.000401	0.000453
转过身	any	0.6298	0.4844	28	0.000386	0.000417
背上	any	0.6298	0.5744	34	0.000490	0.000533
观察	any	0.6280	0.5796	22	0.000127	0.000194
嘴巴	any	0.6280	0.5536	30	0.000231	0.000267
讲	any	0.6263	0.5640	22	0.000131	0.000207
气	any	0.6263	0.5225	24	0.000160	0.000208
慢慢	any	0.6263	0.5294	34	0.006395	0.007538
检查	any	0.6263	0.5329	29	0.000249	0.000347
战斗	any	0.6263	0.5156	34	0.000378	0.000502
头晕	any	0.6246	0.5969	30	0.000305	0.000310
别	any	0.6228	0.5571	31	0.000243	0.000299
注射	any	0.6228	0.5813	27	0.000163	0.000205
恢复	any	0.6228	0.5104	24	0.000184	0.000234
镇压	any	0.6228	0.5363	23	0.000108	0.000109
愿意	any	0.6211	0.5606	30	0.000170	0.000163
抱怨	any	0.6211	0.6557	28	0.000364	0.000523
开除	any	0.6211	0.5277	32	0.000313	0.000304
坐下	any	0.6211	0.5450	26	0.000206	0.000359
就已经	any	0.6194	0.5294	23	0.000108	0.000106
墓碑	any	0.6194	0.5882	29	0.000143	0.000125
计算	any	0.6194	0.6055	20	0.000101	0.000116
能够	any	0.6194	0.6159	21	0.000179	0.000250
康复	any	0.6194	0.5398	20	0.000117	0.000173
切	any	0.6194	0.6367	31	0.000422	0.000536
开火	any	0.6194	0.5190	29	0.000342	0.000527
欢乐	any	0.6194	0.5190	23	0.000106	0.000131
对手	any	0.6176	0.6488	22	0.000116	0.000172
长凳	any	0.6176	0.5173	26	0.000125	0.000116
门框	any	0.6176	0.4377	20	0.000091	0.000107
那个人	any	0.6176	0.5865	20	0.000100	0.000159
减少	any	0.6159	0.6176	26	0.000143	0.000164
一声“	any	0.6159	0.5052	33	0.000543	0.000546
机会	any	0.6142	0.4221	26	0.000125	0.000114
湖边	any	0.6142	0.5381	26	0.000134	0.000136
出了	any	0.6125	0.6609	34	0.000820	0.001043
随着	any	0.6125	0.5138	22	0.000137	0.000214
腰	any	0.6125	0.5121	31	0.000567	0.000587
目标	any	0.6125	0.6367	20	0.000109	0.000183
对此	any	0.6125	0.5294	25	0.000470	0.000661
明天	any	0.6125	0.6436	25	0.000145	0.000183
冰凉	any	0.6125	0.5882	27	0.000143	0.000126
一挥	any	0.6125	0.5433	23	0.000107	0.000130
摧毁	any	0.6125	0.4775	31	0.000667	0.000792
消失	any	0.6125	0.5242	30	0.000424	0.000499
尖叫	any	0.6107	0.4879	28	0.000521	0.000728
停止	any	0.6090	0.5640	33	0.000745	0.000952
衣服	any	0.6090	0.6021	34	0.000488	0.000538
就会	any	0.6090	0.6090	29	0.000161	0.000166
接受	any	0.6090	0.6055	33	0.001767	0.002318
回答	any	0.6090	0.5657	32	0.000304	0.000356
集体	any	0.6090	0.4481	26	0.000160	0.000190
帮忙	any	0.6073	0.5433	24	0.000159	0.000209
火场	any	0.6073	0.5069	26	0.000135	0.000124
一丝	any	0.6055	0.5225	25	0.000173	0.000203
跳	any	0.6055	0.6298	33	0.000422	0.000517
额头	any	0.6055	0.6401	33	0.000403	0.000510
一边	any	0.6055	0.5398	22	0.000245	0.000402
一封	any	0.6055	0.5848	23	0.000114	0.000128
历史	any	0.6055	0.4671	28	0.000294	0.000320
变成	any	0.6055	0.4879	32	0.000513	0.000672
烟斗	any	0.6055	0.5917	22	0.000123	0.000163
城市	any	0.6055	0.5502	24	0.000131	0.000162
怎么	any	0.6055	0.4983	33	0.003769	0.004128
成为	any	0.6055	0.5363	34	0.004628	0.005451
血液	any	0.6055	0.5173	24	0.000182	0.000233
煮	any	0.6055	0.4135	24	0.000125	0.000126
空气	any	0.6038	0.5087	24	0.000151	0.000270
放下	any	0.6038	0.4844	24	0.000247	0.000426
300	any	0.6038	0.6073	22	0.000250	0.000482
生活	any	0.6038	0.5727	26	0.000408	0.000474
购买	any	0.6038	0.6367	26	0.000192	0.000199
威胁	any	0.6038	0.5519	20	0.000133	0.000275
一样	any	0.6021	0.5986	21	0.000098	0.000121
满满	any	0.6021	0.5121	22	0.000190	0.000216
停下来	any	0.6021	0.6332	28	0.000208	0.000291
了解	any	0.6021	0.6090	33	0.000959	0.001788
篇	any	0.6021	0.5675	27	0.000134	0.000116
来自	any	0.6021	0.6298	21	0.000107	0.000114
感到	any	0.6021	0.5779	34	0.004731	0.005187
温柔	any	0.6021	0.4394	22	0.000228	0.000460
不适	any	0.6021	0.5761	24	0.000201	0.000253
手臂	any	0.6021	0.4983	31	0.000960	0.001064
哪	any	0.6003	0.5346	32	0.000392	0.000416
了出来	any	0.6003	0.5554	20	0.000091	0.000097
变	any	0.6003	0.6626	22	0.000154	0.000223
肋骨	any	0.6003	0.4291	30	0.000240	0.000253
拍	any	0.5986	0.6298	33	0.000383	0.000499
打人	any	0.5986	0.6263	31	0.000427	0.000565
搜索	any	0.5986	0.5502	23	0.000115	0.000133
离世	any	0.5986	0.4360	25	0.000134	0.000138
举行	any	0.5986	0.4948	21	0.000097	0.000114
身体	any	0.5986	0.5848	34	0.001817	0.002061
逮捕	any	0.5986	0.5121	27	0.000160	0.000153
让我	any	0.5986	0.4083	29	0.000247	0.000282
嘴里	any	0.5969	0.5000	32	0.000419	0.000411
碎裂	any	0.5952	0.4533	25	0.000151	0.000173
古代	any	0.5952	0.5346	30	0.000293	0.000317
地	any	0.5952	0.5035	28	0.000351	0.000636
射杀	any	0.5952	0.4775	31	0.000512	0.000641
树下	any	0.5952	0.4913	27	0.000134	0.000114
怎么样	any	0.5934	0.5173	30	0.001066	0.001485
民主党	any	0.5934	0.4862	28	0.000142	0.000116
遥远	any	0.5934	0.5173	22	0.000150	0.000182
创建	any	0.5917	0.5329	21	0.000194	0.000212
联系	any	0.5917	0.5121	26	0.000513	0.000699
看到了	any	0.5917	0.4913	23	0.000301	0.000327
雨	any	0.5917	0.5190	27	0.000134	0.000139
放松	any	0.5917	0.5744	23	0.000116	0.000158
说话	any	0.5917	0.6505	34	0.000530	0.000599
痛打	any	0.5917	0.5744	22	0.000107	0.000138
发射	any	0.5917	0.6367	23	0.000222	0.000299
后面	any	0.5917	0.4637	21	0.000106	0.000106
驱散	any	0.5917	0.5052	21	0.000097	0.000095
发出	any	0.5917	0.5398	31	0.000399	0.000569
所有	any	0.5917	0.5156	31	0.000221	0.000232
那个	any	0.5917	0.4118	34	0.001971	0.002198
朝着	any	0.5900	0.4516	24	0.000299	0.000434
起身	any	0.5900	0.6228	24	0.000254	0.000337
栏杆	any	0.5900	0.5000	28	0.000171	0.000164
哼	any	0.5900	0.4879	28	0.000366	0.000399
帽子	any	0.5900	0.6592	28	0.000244	0.000279
鼻孔	any	0.5900	0.4862	32	0.000324	0.000356
断裂	any	0.5900	0.6194	30	0.000215	0.000230
呕吐	any	0.5882	0.5952	29	0.000404	0.000492
这么	any	0.5882	0.4291	25	0.000265	0.000254
掉	any	0.5882	0.5433	23	0.000168	0.000174
做好	any	0.5882	0.5952	29	0.000185	0.000199
发现	any	0.5882	0.5779	33	0.000932	0.001128
按下	any	0.5882	0.4360	32	0.000296	0.000453
根据	any	0.5882	0.5415	26	0.000268	0.000385
人类	any	0.5882	0.4550	30	0.000319	0.000344
菜	any	0.5882	0.4879	28	0.000161	0.000169
倒进	any	0.5882	0.5606	22	0.000196	0.000204
努力	any	0.5882	0.5813	31	0.000249	0.000279
并	any	0.5865	0.6453	32	0.000383	0.000445
削减	any	0.5865	0.4931	30	0.000188	0.000171
声	any	0.5865	0.5000	32	0.000590	0.000727
先	any	0.5848	0.5190	33	0.002329	0.002586
一点	any	0.5848	0.4291	25	0.000162	0.000155
地上	any	0.5848	0.4412	20	0.000183	0.000210
放弃	any	0.5848	0.4256	33	0.002589	0.002995
认为	any	0.5848	0.5052	25	0.000391	0.000323
囚犯	any	0.5848	0.5087	21	0.000098	0.000095
思考	any	0.5848	0.6332	33	0.002355	0.002673
伤口	any	0.5848	0.5260	28	0.000262	0.000296
随时	any	0.5830	0.5052	20	0.000169	0.000294
惊喜	any	0.5830	0.5571	28	0.000152	0.000142
不能	any	0.5830	0.6125	20	0.000156	0.000227
拳打脚踢	any	0.5813	0.5467	22	0.000107	0.000107
摇晃	any	0.5813	0.5260	26	0.000192	0.000198
火焰	any	0.5813	0.5017	28	0.000256	0.000250
逃走	any	0.5813	0.4152	28	0.000294	0.000301
空中	any	0.5813	0.5536	33	0.000352	0.000402
下雨	any	0.5813	0.4879	25	0.000124	0.000131
沙哑	any	0.5813	0.5329	24	0.000116	0.000107
鼻	any	0.5813	0.5779	27	0.000345	0.000392
生殖器	any	0.5796	0.5294	26	0.000160	0.000145
裙子	any	0.5796	0.5346	30	0.000204	0.000213
疼痛	any	0.5796	0.5969	32	0.000616	0.000694
一天	any	0.5796	0.5069	22	0.000105	0.000094
失去	any	0.5779	0.4429	34	0.000581	0.000695
乘坐	any	0.5779	0.5329	24	0.000125	0.000106
200	any	0.5779	0.5502	33	0.000566	0.000840
注意到	any	0.5779	0.5190	21	0.000211	0.000353
着手	any	0.5779	0.4948	21	0.000165	0.000162
150	any	0.5779	0.5744	33	0.000614	0.000955
瓶	any	0.5761	0.4896	22	0.000108	0.000096
太阳穴	any	0.5761	0.5484	20	0.000118	0.000150
牙齿	any	0.5761	0.5104	30	0.000241	0.000228
帮助	any	0.5744	0.6436	34	0.001426	0.002026
儿	any	0.5744	0.4740	27	0.000203	0.000206
小心	any	0.5744	0.5502	25	0.000172	0.000212
一块	any	0.5744	0.5882	27	0.000299	0.000315
草地	any	0.5744	0.4740	25	0.000151	0.000155
进去	any	0.5744	0.5900	22	0.000190	0.000300
紧紧	any	0.5744	0.5260	31	0.001301	0.001604
折磨	any	0.5727	0.5709	22	0.000289	0.000266
下面	any	0.5709	0.5329	33	0.000363	0.000427
怎么做	any	0.5709	0.5398	21	0.003172	0.003210
喉咙	any	0.5709	0.6367	26	0.000408	0.000510
头痛	any	0.5709	0.5156	25	0.000162	0.000178
选择	any	0.5709	0.6263	33	0.001171	0.001537
弟弟	any	0.5709	0.5329	21	0.000124	0.000138
医生	any	0.5709	0.6159	34	0.000241	0.000245
脸庞	any	0.5709	0.5709	26	0.000210	0.000233
倒下	any	0.5709	0.5536	33	0.000907	0.000975
河	any	0.5709	0.6176	28	0.000178	0.000233
握住	any	0.5709	0.5433	25	0.000289	0.000458
逃跑	any	0.5709	0.5329	31	0.001142	0.001406
烟	any	0.5692	0.5208	30	0.000320	0.000345
拥抱	any	0.5692	0.4689	32	0.000681	0.001088
兴奋	any	0.5692	0.6073	32	0.000231	0.000240
水沟	any	0.5692	0.5398	22	0.000107	0.000120
脱下	any	0.5675	0.5467	30	0.000380	0.000421
这是	any	0.5675	0.5952	31	0.000466	0.000564
上衣	any	0.5675	0.4706	31	0.000303	0.000273
救命	any	0.5675	0.5588	28	0.000332	0.000328
80	any	0.5675	0.6021	34	0.001267	0.001335
门外	any	0.5675	0.3599	21	0.000157	0.000193
取出	any	0.5675	0.6090	25	0.000203	0.000216
胸口	any	0.5657	0.4377	32	0.001107	0.001183
记录	any	0.5657	0.5675	26	0.000182	0.000164
服	any	0.5657	0.5484	24	0.000150	0.000154
些	any	0.5657	0.5830	22	0.000219	0.000277
意识到	any	0.5657	0.5035	24	0.002279	0.002562
成了	any	0.5657	0.4343	20	0.000091	0.000096
喝下	any	0.5640	0.4429	23	0.000154	0.000164
安静	any	0.5640	0.6332	27	0.000170	0.000142
阴	any	0.5640	0.4221	25	0.000134	0.000134
天空	any	0.5640	0.6782	34	0.000787	0.000930
悲伤	any	0.5640	0.6713	21	0.000118	0.000098
躲避	any	0.5640	0.4706	25	0.000159	0.000173
麻木	any	0.5640	0.5260	29	0.000170	0.000134
制服	any	0.5640	0.4343	22	0.000139	0.000166
东西	any	0.5640	0.5260	33	0.000338	0.000333
抱住	any	0.5640	0.5260	27	0.000459	0.000543
桌面	any	0.5640	0.5467	20	0.000099	0.000099
