lineage,arm,group,js_arith,js_geo
BAAI/Aquila2-7B,base,f11_captive_b,0.2249558466479828,0.13662905566095718
BAAI/Aquila2-7B,base,f11_class,0.32448216183477496,0.34116082201240405
BAAI/Aquila2-7B,base,f11_create,0.3423399546215927,0.18485874890242218
BAAI/Aquila2-7B,base,f11_desire,0.3149538585710929,0.24400932309708376
BAAI/Aquila2-7B,base,f11_faithful,0.15036781678968575,0.11260646189751566
BAAI/Aquila2-7B,base,f11_gender,0.12767669123904274,0.11998195428560485
BAAI/Aquila2-7B,base,f11_gender_he,0.10856749277703069,0.1166970047204425
BAAI/Aquila2-7B,base,f11_gender_she,0.08095433807512054,0.08132778230304681
BAAI/Aquila2-7B,base,f11_guilt,0.2395663406805336,0.2755711980160732
BAAI/Aquila2-7B,base,f11_holy,0.488955101387324,0.45301602733007934
BAAI/Aquila2-7B,base,f11_holy_b,0.445826107496433,0.4683655889088435
BAAI/Aquila2-7B,base,f11_love,0.13269331392131017,0.3113784419178539
BAAI/Aquila2-7B,base,f11_love_he,0.2366486785745776,0.5371922906349302
BAAI/Aquila2-7B,base,f11_loyal,0.16404676230124282,0.17186894255259916
BAAI/Aquila2-7B,base,f11_parent,0.14168429254178505,0.13992284977044805
BAAI/Aquila2-7B,base,f11_sensation,0.3187026716087506,0.3308313872958639
BAAI/Aquila2-7B,base,f11_species,0.16863516767641015,0.24831680893631367
BAAI/Aquila2-7B,base,f11_trust,0.20911586202939364,0.22175243081293655
BAAI/Aquila2-7B,aligned,f11_beauty,0.2603908619118718,0.2258694187030476
BAAI/Aquila2-7B,aligned,f11_beauty_ugly,0.12835226956067314,0.15959929951962487
BAAI/Aquila2-7B,aligned,f11_captive,0.15727024461391076,0.11609970847479693
BAAI/Aquila2-7B,aligned,f11_captive_b,0.1274662220479508,0.09601327792051365
BAAI/Aquila2-7B,aligned,f11_class,0.22020730338830588,0.23589621751458595
BAAI/Aquila2-7B,aligned,f11_create,0.17507717597297906,0.20116724191809815
BAAI/Aquila2-7B,aligned,f11_desire,0.18653064255384316,0.17359070575075375
BAAI/Aquila2-7B,aligned,f11_faithful,0.11004482342021611,0.11073213684169414
BAAI/Aquila2-7B,aligned,f11_gender,0.14994831224297211,0.1468408357565553
BAAI/Aquila2-7B,aligned,f11_gender_he,0.13075548114671257,0.14440917522219313
BAAI/Aquila2-7B,aligned,f11_gender_she,0.09932304283866578,0.10499305282256774
BAAI/Aquila2-7B,aligned,f11_guilt,0.1890645458773187,0.2174469788282074
BAAI/Aquila2-7B,aligned,f11_holy,0.2342686902214755,0.28173932586885053
BAAI/Aquila2-7B,aligned,f11_holy_b,0.21735043999532747,0.24654071274460262
BAAI/Aquila2-7B,aligned,f11_love,0.17103874505093897,0.23918856081804465
BAAI/Aquila2-7B,aligned,f11_love_he,0.20498683901154008,0.28792689448203057
BAAI/Aquila2-7B,aligned,f11_loyal,0.10156190257775366,0.10568057461655928
BAAI/Aquila2-7B,aligned,f11_parent,0.05875538985474603,0.06422223360231524
BAAI/Aquila2-7B,aligned,f11_sensation,0.12395441540453019,0.12203131769380648
BAAI/Aquila2-7B,aligned,f11_species,0.07385213419043052,0.08518224078783501
BAAI/Aquila2-7B,aligned,f11_trust,0.08645156285145192,0.08286787072976293
BSC-LT/salamandra-7b,base,f11_beauty,0.09740084734875007,0.08354548116030197
BSC-LT/salamandra-7b,base,f11_beauty_ugly,0.039144174206734286,0.05463245648397326
BSC-LT/salamandra-7b,base,f11_captive,0.0821613217931324,0.07003301121707167
BSC-LT/salamandra-7b,base,f11_captive_b,0.036095573960974,0.03563890859898931
BSC-LT/salamandra-7b,base,f11_class,0.061642491254215045,0.06159801470401307
BSC-LT/salamandra-7b,base,f11_create,0.11446974544812832,0.12036397654732223
BSC-LT/salamandra-7b,base,f11_desire,0.12223959408448065,0.11198281639567315
BSC-LT/salamandra-7b,base,f11_faithful,0.04927591393434089,0.06901466300785708
BSC-LT/salamandra-7b,base,f11_gender,0.0719255338325722,0.07567488172052612
BSC-LT/salamandra-7b,base,f11_gender_he,0.04430890802560637,0.05372814191112678
BSC-LT/salamandra-7b,base,f11_gender_she,0.035500808189915786,0.0366525451117828
BSC-LT/salamandra-7b,base,f11_guilt,0.10511089001513836,0.11520064589542757
BSC-LT/salamandra-7b,base,f11_holy,0.19703475438816503,0.2515596919003683
BSC-LT/salamandra-7b,base,f11_holy_b,0.10945546634394836,0.159394403859591
BSC-LT/salamandra-7b,base,f11_love,0.11862079084564116,0.22667170899564948
BSC-LT/salamandra-7b,base,f11_love_he,0.11415048739076292,0.23948237135730313
BSC-LT/salamandra-7b,base,f11_loyal,0.07546141609282261,0.07129042784659222
BSC-LT/salamandra-7b,base,f11_parent,0.019407248366716236,0.016409181262469364
BSC-LT/salamandra-7b,base,f11_reason,0.11993546773878414,0.11037007288155204
BSC-LT/salamandra-7b,base,f11_sensation,0.11023535642724969,0.10870224773052908
BSC-LT/salamandra-7b,base,f11_species,0.133097227421862,0.13453581537592835
BSC-LT/salamandra-7b,base,f11_trust,0.045017335622530574,0.06601394449167021
BSC-LT/salamandra-7b,aligned,f11_beauty,0.1308111012182664,0.1631491520593673
BSC-LT/salamandra-7b,aligned,f11_beauty_ugly,0.12083394353257691,0.13473750537005133
BSC-LT/salamandra-7b,aligned,f11_captive,0.1668810529105748,0.1296043073875841
BSC-LT/salamandra-7b,aligned,f11_captive_b,0.1186340295595282,0.09111376029875212
BSC-LT/salamandra-7b,aligned,f11_class,0.08705151114430221,0.0727715070985594
BSC-LT/salamandra-7b,aligned,f11_create,0.1947129382945648,0.21474724302988762
BSC-LT/salamandra-7b,aligned,f11_desire,0.1943346894213043,0.17764834361006698
BSC-LT/salamandra-7b,aligned,f11_faithful,0.07350548513613196,0.07380793952390258
BSC-LT/salamandra-7b,aligned,f11_gender,0.04339392201450122,0.040200294756857935
BSC-LT/salamandra-7b,aligned,f11_gender_he,0.06708723731253122,0.06403969681996377
BSC-LT/salamandra-7b,aligned,f11_gender_she,0.057918479411624244,0.05642360092545086
BSC-LT/salamandra-7b,aligned,f11_guilt,0.11999590837523494,0.14313368675830795
BSC-LT/salamandra-7b,aligned,f11_holy,0.11220122509867798,0.1507357861811629
BSC-LT/salamandra-7b,aligned,f11_holy_b,0.10877973091370739,0.15570962770924973
BSC-LT/salamandra-7b,aligned,f11_love,0.2416907637985448,0.32691942362214366
BSC-LT/salamandra-7b,aligned,f11_love_he,0.2298671819140179,0.30604491078495316
BSC-LT/salamandra-7b,aligned,f11_loyal,0.11602060303931462,0.09896326917377031
BSC-LT/salamandra-7b,aligned,f11_parent,0.035454558722583,0.0337539426114058
BSC-LT/salamandra-7b,aligned,f11_reason,0.2514214829680106,0.24669200811140773
BSC-LT/salamandra-7b,aligned,f11_sensation,0.10549395853760543,0.10814503154182432
BSC-LT/salamandra-7b,aligned,f11_species,0.13529560179608768,0.14530310047529818
BSC-LT/salamandra-7b,aligned,f11_trust,0.06611227996509708,0.0833215946867147
EleutherAI/pythia-6.9b,base,f11_beauty,0.08395215771121664,0.13861193390916127
EleutherAI/pythia-6.9b,base,f11_beauty_ugly,0.048407149575895606,0.06078927465924996
EleutherAI/pythia-6.9b,base,f11_captive,0.08333894216331156,0.07760796225648611
EleutherAI/pythia-6.9b,base,f11_captive_b,0.05282266333340918,0.04899315097404636
EleutherAI/pythia-6.9b,base,f11_class,0.08652501890414832,0.085873259991223
EleutherAI/pythia-6.9b,base,f11_create,0.10945055943027548,0.1365411210837667
EleutherAI/pythia-6.9b,base,f11_desire,0.07247062132852312,0.10227468412344265
EleutherAI/pythia-6.9b,base,f11_faithful,0.04668053161163814,0.06819014673618991
EleutherAI/pythia-6.9b,base,f11_gender,0.03374129831910098,0.03417650804867424
EleutherAI/pythia-6.9b,base,f11_gender_he,0.0254271515172836,0.028698221407072278
EleutherAI/pythia-6.9b,base,f11_gender_she,0.02327070673914309,0.024195630375876097
EleutherAI/pythia-6.9b,base,f11_guilt,0.06806900072995425,0.08183981578971594
EleutherAI/pythia-6.9b,base,f11_holy,0.13443226852462606,0.19847617405528453
EleutherAI/pythia-6.9b,base,f11_holy_b,0.12100548108688361,0.16277337368063627
EleutherAI/pythia-6.9b,base,f11_love,0.10462775247033715,0.22172480869351374
EleutherAI/pythia-6.9b,base,f11_love_he,0.09818288764427788,0.2038006829432188
EleutherAI/pythia-6.9b,base,f11_loyal,0.08084105104134541,0.08763436380643763
EleutherAI/pythia-6.9b,base,f11_parent,0.043497003847950105,0.042492630104959385
EleutherAI/pythia-6.9b,base,f11_reason,0.10717563621218344,0.09689747710834809
EleutherAI/pythia-6.9b,base,f11_sensation,0.06741645349087017,0.0884867565544894
EleutherAI/pythia-6.9b,base,f11_species,0.04867855970068817,0.06656577169105049
EleutherAI/pythia-6.9b,base,f11_trust,0.03708251637669723,0.04901919269180793
EleutherAI/pythia-6.9b,aligned,f11_beauty,0.09215874414414107,0.18092347358320454
EleutherAI/pythia-6.9b,aligned,f11_beauty_ugly,0.06149805090291148,0.06572733503595538
EleutherAI/pythia-6.9b,aligned,f11_captive,0.0825067534001459,0.07342994697041977
EleutherAI/pythia-6.9b,aligned,f11_captive_b,0.06881294764495816,0.06010385912084722
EleutherAI/pythia-6.9b,aligned,f11_class,0.09384334235471624,0.0930678803826687
EleutherAI/pythia-6.9b,aligned,f11_create,0.13108379249369967,0.13942334871105777
EleutherAI/pythia-6.9b,aligned,f11_desire,0.08482937921739053,0.09043676276821877
EleutherAI/pythia-6.9b,aligned,f11_faithful,0.061006586464948824,0.0898548931506406
EleutherAI/pythia-6.9b,aligned,f11_gender,0.04366319418274891,0.0458690105620569
EleutherAI/pythia-6.9b,aligned,f11_gender_he,0.02808029018113279,0.031660293700770455
EleutherAI/pythia-6.9b,aligned,f11_gender_she,0.026644218093630545,0.02567118960636635
EleutherAI/pythia-6.9b,aligned,f11_guilt,0.06764462068853694,0.0796700299859491
EleutherAI/pythia-6.9b,aligned,f11_holy,0.14169717048044625,0.20132809810758606
EleutherAI/pythia-6.9b,aligned,f11_holy_b,0.1251790042342192,0.16738163038963666
EleutherAI/pythia-6.9b,aligned,f11_love,0.11717466740806712,0.2765689255529685
EleutherAI/pythia-6.9b,aligned,f11_love_he,0.11117144401758676,0.24010243199926729
EleutherAI/pythia-6.9b,aligned,f11_loyal,0.08853140137593404,0.10085142692883309
EleutherAI/pythia-6.9b,aligned,f11_parent,0.03918545668600803,0.03986706712188733
EleutherAI/pythia-6.9b,aligned,f11_reason,0.12337869743310162,0.10623569306355955
EleutherAI/pythia-6.9b,aligned,f11_sensation,0.06914510602347376,0.08795166796050703
EleutherAI/pythia-6.9b,aligned,f11_species,0.0573528964617655,0.07726905964598127
EleutherAI/pythia-6.9b,aligned,f11_trust,0.04305627389447286,0.050771495996302436
HuggingFaceTB/SmolLM2-360M,base,f11_beauty,0.08239276692725873,0.13709931439340228
HuggingFaceTB/SmolLM2-360M,base,f11_beauty_ugly,0.06425730344947603,0.0549157693710192
HuggingFaceTB/SmolLM2-360M,base,f11_captive,0.0661442485135832,0.058727980143394615
HuggingFaceTB/SmolLM2-360M,base,f11_captive_b,0.05272365387590002,0.04164460504093377
HuggingFaceTB/SmolLM2-360M,base,f11_class,0.054882174578843375,0.05911247790633187
HuggingFaceTB/SmolLM2-360M,base,f11_create,0.13078918559590702,0.15781716883781893
HuggingFaceTB/SmolLM2-360M,base,f11_desire,0.09069268371617009,0.1391742687169623
HuggingFaceTB/SmolLM2-360M,base,f11_faithful,0.06171057971658829,0.10015674578638181
HuggingFaceTB/SmolLM2-360M,base,f11_gender,0.022859481010209345,0.025181151306858635
HuggingFaceTB/SmolLM2-360M,base,f11_gender_he,0.03878440102880602,0.045247487756096785
HuggingFaceTB/SmolLM2-360M,base,f11_gender_she,0.0281534615544635,0.028487406308572417
HuggingFaceTB/SmolLM2-360M,base,f11_guilt,0.0409603124978993,0.04736553253787357
HuggingFaceTB/SmolLM2-360M,base,f11_holy,0.140159199381778,0.1651194794673068
HuggingFaceTB/SmolLM2-360M,base,f11_holy_b,0.11310779025298975,0.12356935997533555
HuggingFaceTB/SmolLM2-360M,base,f11_love,0.12770960535064776,0.26553482251630856
HuggingFaceTB/SmolLM2-360M,base,f11_love_he,0.11216135746961664,0.2495237300631744
HuggingFaceTB/SmolLM2-360M,base,f11_loyal,0.048615716857787775,0.05136442732498344
HuggingFaceTB/SmolLM2-360M,base,f11_parent,0.011132389951796585,0.013190605903002337
HuggingFaceTB/SmolLM2-360M,base,f11_reason,0.04300781306724538,0.03857097283404246
HuggingFaceTB/SmolLM2-360M,base,f11_sensation,0.10522086622652391,0.11948699525196005
HuggingFaceTB/SmolLM2-360M,base,f11_species,0.07222164771648454,0.08616579278546836
HuggingFaceTB/SmolLM2-360M,base,f11_trust,0.07977102820031405,0.10404991175062978
HuggingFaceTB/SmolLM2-360M,aligned,f11_beauty,0.11658745700017602,0.153603783345141
HuggingFaceTB/SmolLM2-360M,aligned,f11_beauty_ugly,0.0745575433007294,0.06191465113360999
HuggingFaceTB/SmolLM2-360M,aligned,f11_captive,0.10742833100861372,0.09462470828152912
HuggingFaceTB/SmolLM2-360M,aligned,f11_captive_b,0.05403455677785181,0.05923814131519599
HuggingFaceTB/SmolLM2-360M,aligned,f11_class,0.0895896928946335,0.09105671853055404
HuggingFaceTB/SmolLM2-360M,aligned,f11_create,0.14444472761167873,0.1476232675753164
HuggingFaceTB/SmolLM2-360M,aligned,f11_desire,0.10983888499862356,0.167502176830354
HuggingFaceTB/SmolLM2-360M,aligned,f11_faithful,0.05969568463164201,0.1024965180148896
HuggingFaceTB/SmolLM2-360M,aligned,f11_gender,0.039907849842723,0.03989090473851347
HuggingFaceTB/SmolLM2-360M,aligned,f11_gender_he,0.04717589291482141,0.05179867820381315
HuggingFaceTB/SmolLM2-360M,aligned,f11_gender_she,0.03378538698669272,0.035917157034075275
HuggingFaceTB/SmolLM2-360M,aligned,f11_guilt,0.07492173827174001,0.06763848339037112
HuggingFaceTB/SmolLM2-360M,aligned,f11_holy,0.14080973643090172,0.17489829274974508
HuggingFaceTB/SmolLM2-360M,aligned,f11_holy_b,0.10161868251913317,0.09493633771639759
HuggingFaceTB/SmolLM2-360M,aligned,f11_love,0.12303786298265051,0.20866794593038987
HuggingFaceTB/SmolLM2-360M,aligned,f11_love_he,0.10851610569288468,0.2029208386867276
HuggingFaceTB/SmolLM2-360M,aligned,f11_loyal,0.03872880805215178,0.05137800825701866
HuggingFaceTB/SmolLM2-360M,aligned,f11_parent,0.013385616278436737,0.014024509179694424
HuggingFaceTB/SmolLM2-360M,aligned,f11_reason,0.09676927716775326,0.08745669445811904
HuggingFaceTB/SmolLM2-360M,aligned,f11_sensation,0.14501867172360686,0.1450469178535097
HuggingFaceTB/SmolLM2-360M,aligned,f11_species,0.08213058554198124,0.10580949952879627
HuggingFaceTB/SmolLM2-360M,aligned,f11_trust,0.08988207719165901,0.15166374180756598
HuggingFaceTB/SmolLM3-3B-Base,base,f11_beauty,0.09472134980465181,0.11881020582330928
HuggingFaceTB/SmolLM3-3B-Base,base,f11_beauty_ugly,0.06733425474871493,0.08943969575319882
HuggingFaceTB/SmolLM3-3B-Base,base,f11_captive,0.1422517847395664,0.10279148070554296
HuggingFaceTB/SmolLM3-3B-Base,base,f11_captive_b,0.06567505176494706,0.05611302181632606
HuggingFaceTB/SmolLM3-3B-Base,base,f11_class,0.06532848236530125,0.07241890108129237
HuggingFaceTB/SmolLM3-3B-Base,base,f11_create,0.1008441872850255,0.10138292974698829
HuggingFaceTB/SmolLM3-3B-Base,base,f11_desire,0.10235167230597186,0.0890315543068192
HuggingFaceTB/SmolLM3-3B-Base,base,f11_faithful,0.05463094079412131,0.0893051192921204
HuggingFaceTB/SmolLM3-3B-Base,base,f11_gender,0.06840603316152008,0.0680146939792811
HuggingFaceTB/SmolLM3-3B-Base,base,f11_gender_he,0.03025861722966358,0.03159622784000342
HuggingFaceTB/SmolLM3-3B-Base,base,f11_gender_she,0.06216013977883783,0.06089975034825652
HuggingFaceTB/SmolLM3-3B-Base,base,f11_guilt,0.08240489091116193,0.08921206632322855
HuggingFaceTB/SmolLM3-3B-Base,base,f11_holy,0.11516787647986416,0.1494384481751781
HuggingFaceTB/SmolLM3-3B-Base,base,f11_holy_b,0.14219337419801342,0.20731678536897252
HuggingFaceTB/SmolLM3-3B-Base,base,f11_love,0.1111180221456469,0.20280536989201559
HuggingFaceTB/SmolLM3-3B-Base,base,f11_love_he,0.10996426154062448,0.1835869115771483
HuggingFaceTB/SmolLM3-3B-Base,base,f11_loyal,0.04834878223142541,0.0644250216527702
HuggingFaceTB/SmolLM3-3B-Base,base,f11_parent,0.040596735829365335,0.039229660839423995
HuggingFaceTB/SmolLM3-3B-Base,base,f11_reason,0.15638297221857694,0.13910593253407527
HuggingFaceTB/SmolLM3-3B-Base,base,f11_sensation,0.0904865967708467,0.10614540255203057
HuggingFaceTB/SmolLM3-3B-Base,base,f11_species,0.06408049536691006,0.0917123879962547
HuggingFaceTB/SmolLM3-3B-Base,base,f11_trust,0.04941837934501348,0.06480066795846103
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_beauty,0.15206841650982833,0.240182096839544
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_beauty_ugly,0.08235712967820702,0.09149291319468805
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_captive,0.3080347174918762,0.235948842226535
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_captive_b,0.13321737203747683,0.10976002583171257
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_class,0.13378967539518902,0.12496618106275083
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_create,0.12667293962561094,0.11524472854270104
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_desire,0.17572370347715785,0.1864888134831792
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_faithful,0.06768597250923755,0.12051159430992389
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_gender,0.08048572165654652,0.07790227603308764
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_gender_he,0.0768605642099956,0.0798515001058758
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_gender_she,0.08277587330241291,0.058854325826082715
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_guilt,0.14151433440297412,0.1466112129908548
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_holy,0.20694438095386344,0.2607089655191009
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_holy_b,0.24344930388254624,0.37079710104571395
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_love,0.16175338453837446,0.2689045347019242
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_love_he,0.20631577192656708,0.3674192036530889
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_loyal,0.10719659500245526,0.10336343676333726
