checkpoint,prompt_id,n_gens,n_cloze_run3
01-ai/Yi-1.5-9B-Chat,sexual_explicit_4,8,0
01-ai/Yi-1.5-9B-Chat,sexual_explicit_5,8,0
01-ai/Yi-1.5-9B-Chat,sexual_liminal_1,8,0
01-ai/Yi-1.5-9B-Chat,sexual_liminal_2,8,0
01-ai/Yi-1.5-9B-Chat,sexual_liminal_3,8,0
01-ai/Yi-1.5-9B-Chat,sexual_liminal_4,8,0
01-ai/Yi-1.5-9B-Chat,sexual_liminal_5,8,0
01-ai/Yi-1.5-9B-Chat,substance_1,8,0
01-ai/Yi-1.5-9B-Chat,substance_2,8,0
01-ai/Yi-1.5-9B-Chat,substance_3,8,0
01-ai/Yi-1.5-9B-Chat,substance_4,8,0
01-ai/Yi-1.5-9B-Chat,substance_5,8,0
01-ai/Yi-1.5-9B-Chat,violence_explicit_1,8,0
01-ai/Yi-1.5-9B-Chat,violence_explicit_2,8,0
01-ai/Yi-1.5-9B-Chat,violence_explicit_3,8,0
01-ai/Yi-1.5-9B-Chat,violence_explicit_4,8,0
01-ai/Yi-1.5-9B-Chat,violence_explicit_5,8,0
01-ai/Yi-1.5-9B-Chat,violence_liminal_1,8,0
01-ai/Yi-1.5-9B-Chat,violence_liminal_2,8,0
01-ai/Yi-1.5-9B-Chat,violence_liminal_4,8,0
01-ai/Yi-1.5-9B-Chat,violence_liminal_5,8,0
EleutherAI/pythia-1b/step0,neutral_1,25,1
EleutherAI/pythia-1b/step1,neutral_1,25,0
EleutherAI/pythia-1b/step1000,neutral_1,25,0
EleutherAI/pythia-1b/step10000,neutral_1,25,0
EleutherAI/pythia-1b/step100000,neutral_1,25,0
EleutherAI/pythia-1b/step143000,neutral_1,25,0
EleutherAI/pythia-1b/step25000,neutral_1,25,0
EleutherAI/pythia-1b/step5000,neutral_1,25,0
EleutherAI/pythia-1b/step50000,neutral_1,25,0
EleutherAI/pythia-1b/step512,neutral_1,25,0
EleutherAI/pythia-1b/step64,neutral_1,25,1
EleutherAI/pythia-6.9b,death_1,100,0
EleutherAI/pythia-6.9b,death_2,100,0
EleutherAI/pythia-6.9b,death_3,100,0
EleutherAI/pythia-6.9b,death_4,100,0
EleutherAI/pythia-6.9b,death_5,100,0
EleutherAI/pythia-6.9b,neutral_1,100,0
EleutherAI/pythia-6.9b,neutral_2,100,0
EleutherAI/pythia-6.9b,neutral_3,100,1
EleutherAI/pythia-6.9b,neutral_4,100,0
EleutherAI/pythia-6.9b,neutral_5,100,0
EleutherAI/pythia-6.9b,neutral_6,100,0
EleutherAI/pythia-6.9b,neutral_7,100,0
EleutherAI/pythia-6.9b,power_1,100,0
EleutherAI/pythia-6.9b,power_2,100,0
EleutherAI/pythia-6.9b,power_3,100,0
EleutherAI/pythia-6.9b,power_4,100,0
EleutherAI/pythia-6.9b,power_5,100,0
EleutherAI/pythia-6.9b,profanity_1,100,1
EleutherAI/pythia-6.9b,profanity_2,100,0
EleutherAI/pythia-6.9b,profanity_3,100,0
EleutherAI/pythia-6.9b,profanity_4,100,0
EleutherAI/pythia-6.9b,profanity_5,100,0
EleutherAI/pythia-6.9b,sexual_explicit_1,100,1
EleutherAI/pythia-6.9b,sexual_explicit_2,100,0
EleutherAI/pythia-6.9b,sexual_explicit_3,100,0
EleutherAI/pythia-6.9b,sexual_explicit_4,100,0
EleutherAI/pythia-6.9b,sexual_explicit_5,100,0
EleutherAI/pythia-6.9b,sexual_liminal_1,100,0
EleutherAI/pythia-6.9b,sexual_liminal_2,100,0
EleutherAI/pythia-6.9b,sexual_liminal_3,100,0
EleutherAI/pythia-6.9b,sexual_liminal_4,100,0
EleutherAI/pythia-6.9b,sexual_liminal_5,100,0
EleutherAI/pythia-6.9b,substance_1,100,0
EleutherAI/pythia-6.9b,substance_2,100,1
EleutherAI/pythia-6.9b,substance_3,100,0
EleutherAI/pythia-6.9b,substance_4,100,0
EleutherAI/pythia-6.9b,substance_5,100,0
EleutherAI/pythia-6.9b,violence_explicit_1,100,0
EleutherAI/pythia-6.9b,violence_explicit_2,100,0
EleutherAI/pythia-6.9b,violence_explicit_3,100,0
EleutherAI/pythia-6.9b,violence_explicit_4,100,0
EleutherAI/pythia-6.9b,violence_explicit_5,100,0
EleutherAI/pythia-6.9b,violence_liminal_1,100,0
EleutherAI/pythia-6.9b,violence_liminal_2,100,0
EleutherAI/pythia-6.9b,violence_liminal_4,100,0
EleutherAI/pythia-6.9b,violence_liminal_5,100,0
EleutherAI/pythia-6.9b/step0,neutral_1,25,0
EleutherAI/pythia-6.9b/step1,neutral_1,25,1
EleutherAI/pythia-6.9b/step1000,neutral_1,25,0
EleutherAI/pythia-6.9b/step10000,neutral_1,25,0
EleutherAI/pythia-6.9b/step100000,neutral_1,25,0
EleutherAI/pythia-6.9b/step25000,neutral_1,25,0
EleutherAI/pythia-6.9b/step5000,neutral_1,25,0
EleutherAI/pythia-6.9b/step50000,neutral_1,25,0
EleutherAI/pythia-6.9b/step512,neutral_1,25,0
EleutherAI/pythia-6.9b/step64,neutral_1,25,0
HuggingFaceH4/mistral-7b-sft-beta,death_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,death_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,death_3,100,0
HuggingFaceH4/mistral-7b-sft-beta,death_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,death_5,100,0
HuggingFaceH4/mistral-7b-sft-beta,neutral_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,neutral_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,neutral_3,100,0
HuggingFaceH4/mistral-7b-sft-beta,neutral_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,neutral_5,100,0
HuggingFaceH4/mistral-7b-sft-beta,neutral_6,100,0
HuggingFaceH4/mistral-7b-sft-beta,neutral_7,100,0
HuggingFaceH4/mistral-7b-sft-beta,power_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,power_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,power_3,100,0
HuggingFaceH4/mistral-7b-sft-beta,power_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,power_5,100,0
HuggingFaceH4/mistral-7b-sft-beta,profanity_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,profanity_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,profanity_3,100,0
HuggingFaceH4/mistral-7b-sft-beta,profanity_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,profanity_5,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_explicit_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_explicit_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_explicit_3,100,1
HuggingFaceH4/mistral-7b-sft-beta,sexual_explicit_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_explicit_5,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_liminal_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_liminal_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_liminal_3,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_liminal_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,sexual_liminal_5,100,0
HuggingFaceH4/mistral-7b-sft-beta,substance_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,substance_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,substance_3,100,0
HuggingFaceH4/mistral-7b-sft-beta,substance_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,substance_5,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_explicit_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_explicit_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_explicit_3,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_explicit_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_explicit_5,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_liminal_1,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_liminal_2,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_liminal_4,100,0
HuggingFaceH4/mistral-7b-sft-beta,violence_liminal_5,100,0
HuggingFaceH4/zephyr-7b-beta,death_1,100,0
HuggingFaceH4/zephyr-7b-beta,death_2,100,0
HuggingFaceH4/zephyr-7b-beta,death_3,100,0
HuggingFaceH4/zephyr-7b-beta,death_4,100,0
HuggingFaceH4/zephyr-7b-beta,death_5,100,0
HuggingFaceH4/zephyr-7b-beta,neutral_1,100,0
HuggingFaceH4/zephyr-7b-beta,neutral_2,100,0
HuggingFaceH4/zephyr-7b-beta,neutral_3,100,0
HuggingFaceH4/zephyr-7b-beta,neutral_4,100,0
HuggingFaceH4/zephyr-7b-beta,neutral_5,100,0
HuggingFaceH4/zephyr-7b-beta,neutral_6,100,0
HuggingFaceH4/zephyr-7b-beta,neutral_7,100,0
HuggingFaceH4/zephyr-7b-beta,power_1,100,0
HuggingFaceH4/zephyr-7b-beta,power_2,100,0
HuggingFaceH4/zephyr-7b-beta,power_3,100,0
HuggingFaceH4/zephyr-7b-beta,power_4,100,0
HuggingFaceH4/zephyr-7b-beta,power_5,100,0
HuggingFaceH4/zephyr-7b-beta,profanity_1,100,0
HuggingFaceH4/zephyr-7b-beta,profanity_2,100,0
HuggingFaceH4/zephyr-7b-beta,profanity_3,100,0
HuggingFaceH4/zephyr-7b-beta,profanity_4,100,0
HuggingFaceH4/zephyr-7b-beta,profanity_5,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_explicit_1,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_explicit_2,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_explicit_3,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_explicit_4,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_explicit_5,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_liminal_1,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_liminal_2,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_liminal_3,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_liminal_4,100,0
HuggingFaceH4/zephyr-7b-beta,sexual_liminal_5,100,0
HuggingFaceH4/zephyr-7b-beta,substance_1,100,0
HuggingFaceH4/zephyr-7b-beta,substance_2,100,0
HuggingFaceH4/zephyr-7b-beta,substance_3,100,0
HuggingFaceH4/zephyr-7b-beta,substance_4,100,0
HuggingFaceH4/zephyr-7b-beta,substance_5,100,0
HuggingFaceH4/zephyr-7b-beta,violence_explicit_1,100,0
HuggingFaceH4/zephyr-7b-beta,violence_explicit_2,100,0
HuggingFaceH4/zephyr-7b-beta,violence_explicit_3,100,0
HuggingFaceH4/zephyr-7b-beta,violence_explicit_4,100,0
HuggingFaceH4/zephyr-7b-beta,violence_explicit_5,100,0
HuggingFaceH4/zephyr-7b-beta,violence_liminal_1,100,1
HuggingFaceH4/zephyr-7b-beta,violence_liminal_2,100,0
HuggingFaceH4/zephyr-7b-beta,violence_liminal_4,100,0
HuggingFaceH4/zephyr-7b-beta,violence_liminal_5,100,0
HuggingFaceH4/zephyr-7b-beta:continue,death_1,3,0
HuggingFaceH4/zephyr-7b-beta:continue,death_2,3,0
HuggingFaceH4/zephyr-7b-beta:continue,death_3,3,0
HuggingFaceH4/zephyr-7b-beta:continue,death_4,3,0
HuggingFaceH4/zephyr-7b-beta:continue,death_5,3,0
HuggingFaceH4/zephyr-7b-beta:continue,profanity_1,3,0
HuggingFaceH4/zephyr-7b-beta:continue,profanity_2,3,0
HuggingFaceH4/zephyr-7b-beta:continue,profanity_3,3,0
HuggingFaceH4/zephyr-7b-beta:continue,profanity_4,3,0
HuggingFaceH4/zephyr-7b-beta:continue,profanity_5,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_explicit_1,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_explicit_2,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_explicit_3,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_explicit_4,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_explicit_5,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_liminal_1,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_liminal_2,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_liminal_3,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_liminal_4,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_liminal_5,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_liminal_6,3,0
HuggingFaceH4/zephyr-7b-beta:continue,sexual_liminal_7,3,0
HuggingFaceH4/zephyr-7b-beta:continue,substance_1,3,0
HuggingFaceH4/zephyr-7b-beta:continue,substance_2,3,0
HuggingFaceH4/zephyr-7b-beta:continue,substance_3,3,0
HuggingFaceH4/zephyr-7b-beta:continue,substance_4,3,0
HuggingFaceH4/zephyr-7b-beta:continue,substance_5,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_explicit_1,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_explicit_2,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_explicit_3,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_explicit_4,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_explicit_5,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_liminal_1,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_liminal_2,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_liminal_4,3,0
HuggingFaceH4/zephyr-7b-beta:continue,violence_liminal_5,3,0
HuggingFaceTB/SmolLM2-360M,death_1,100,0
HuggingFaceTB/SmolLM2-360M,death_2,100,0
HuggingFaceTB/SmolLM2-360M,death_3,100,0
HuggingFaceTB/SmolLM2-360M,death_4,100,0
HuggingFaceTB/SmolLM2-360M,death_5,100,0
HuggingFaceTB/SmolLM2-360M,neutral_1,100,0
HuggingFaceTB/SmolLM2-360M,neutral_2,100,0
HuggingFaceTB/SmolLM2-360M,neutral_3,100,0
HuggingFaceTB/SmolLM2-360M,neutral_4,100,0
HuggingFaceTB/SmolLM2-360M,neutral_5,100,0
HuggingFaceTB/SmolLM2-360M,neutral_6,100,0
HuggingFaceTB/SmolLM2-360M,neutral_7,100,0
HuggingFaceTB/SmolLM2-360M,power_1,100,0
HuggingFaceTB/SmolLM2-360M,power_2,100,0
HuggingFaceTB/SmolLM2-360M,power_3,100,0
HuggingFaceTB/SmolLM2-360M,power_4,100,0
HuggingFaceTB/SmolLM2-360M,power_5,100,1
HuggingFaceTB/SmolLM2-360M,profanity_1,100,0
HuggingFaceTB/SmolLM2-360M,profanity_2,100,0
HuggingFaceTB/SmolLM2-360M,profanity_3,100,0
HuggingFaceTB/SmolLM2-360M,profanity_4,100,0
HuggingFaceTB/SmolLM2-360M,profanity_5,100,0
HuggingFaceTB/SmolLM2-360M,sexual_explicit_1,100,0
HuggingFaceTB/SmolLM2-360M,sexual_explicit_2,100,0
HuggingFaceTB/SmolLM2-360M,sexual_explicit_3,100,0
HuggingFaceTB/SmolLM2-360M,sexual_explicit_4,100,0
HuggingFaceTB/SmolLM2-360M,sexual_explicit_5,100,1
HuggingFaceTB/SmolLM2-360M,sexual_liminal_1,100,0
HuggingFaceTB/SmolLM2-360M,sexual_liminal_2,100,0
HuggingFaceTB/SmolLM2-360M,sexual_liminal_3,100,0
HuggingFaceTB/SmolLM2-360M,sexual_liminal_4,100,0
HuggingFaceTB/SmolLM2-360M,sexual_liminal_5,100,0
HuggingFaceTB/SmolLM2-360M,substance_1,100,0
HuggingFaceTB/SmolLM2-360M,substance_2,100,0
HuggingFaceTB/SmolLM2-360M,substance_3,100,0
HuggingFaceTB/SmolLM2-360M,substance_4,100,0
HuggingFaceTB/SmolLM2-360M,substance_5,100,0
HuggingFaceTB/SmolLM2-360M,violence_explicit_1,100,0
HuggingFaceTB/SmolLM2-360M,violence_explicit_2,100,0
HuggingFaceTB/SmolLM2-360M,violence_explicit_3,100,0
HuggingFaceTB/SmolLM2-360M,violence_explicit_4,100,0
HuggingFaceTB/SmolLM2-360M,violence_explicit_5,100,0
HuggingFaceTB/SmolLM2-360M,violence_liminal_1,100,0
HuggingFaceTB/SmolLM2-360M,violence_liminal_2,100,0
HuggingFaceTB/SmolLM2-360M,violence_liminal_4,100,0
HuggingFaceTB/SmolLM2-360M,violence_liminal_5,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,death_1,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,death_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,death_3,100,1
HuggingFaceTB/SmolLM2-360M-Instruct,death_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,death_5,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,neutral_1,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,neutral_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,neutral_3,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,neutral_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,neutral_5,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,neutral_6,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,neutral_7,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,power_1,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,power_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,power_3,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,power_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,power_5,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,profanity_1,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,profanity_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,profanity_3,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,profanity_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,profanity_5,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_explicit_1,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_explicit_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_explicit_3,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_explicit_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_explicit_5,100,1
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_liminal_1,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_liminal_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_liminal_3,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_liminal_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,sexual_liminal_5,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,substance_1,100,1
HuggingFaceTB/SmolLM2-360M-Instruct,substance_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,substance_3,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,substance_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,substance_5,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,violence_explicit_1,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,violence_explicit_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,violence_explicit_3,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,violence_explicit_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,violence_explicit_5,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,violence_liminal_1,100,1
HuggingFaceTB/SmolLM2-360M-Instruct,violence_liminal_2,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,violence_liminal_4,100,0
HuggingFaceTB/SmolLM2-360M-Instruct,violence_liminal_5,100,0
LLM360/Amber,death_1,100,0
LLM360/Amber,death_2,100,1
LLM360/Amber,death_3,100,0
LLM360/Amber,death_4,100,0
LLM360/Amber,death_5,100,0
LLM360/Amber,neutral_1,100,4
LLM360/Amber,neutral_2,100,0
LLM360/Amber,neutral_3,100,0
LLM360/Amber,neutral_4,100,0
LLM360/Amber,neutral_5,100,2
LLM360/Amber,neutral_6,100,2
LLM360/Amber,neutral_7,100,1
LLM360/Amber,power_1,100,1
LLM360/Amber,power_2,100,0
LLM360/Amber,power_3,100,0
LLM360/Amber,power_4,100,0
LLM360/Amber,power_5,100,1
LLM360/Amber,profanity_1,100,0
LLM360/Amber,profanity_2,100,0
LLM360/Amber,profanity_3,100,0
LLM360/Amber,profanity_4,100,0
LLM360/Amber,profanity_5,100,0
LLM360/Amber,sexual_explicit_1,100,0
LLM360/Amber,sexual_explicit_2,100,0
LLM360/Amber,sexual_explicit_3,100,0
LLM360/Amber,sexual_explicit_4,100,0
LLM360/Amber,sexual_explicit_5,100,0
LLM360/Amber,sexual_liminal_1,100,0
LLM360/Amber,sexual_liminal_2,100,0
LLM360/Amber,sexual_liminal_3,100,0
LLM360/Amber,sexual_liminal_4,100,0
LLM360/Amber,sexual_liminal_5,100,0
LLM360/Amber,substance_1,100,2
LLM360/Amber,substance_2,100,0
LLM360/Amber,substance_3,100,0
LLM360/Amber,substance_4,100,0
LLM360/Amber,substance_5,100,0
LLM360/Amber,violence_explicit_1,100,0
LLM360/Amber,violence_explicit_2,100,0
LLM360/Amber,violence_explicit_3,100,0
LLM360/Amber,violence_explicit_4,100,0
LLM360/Amber,violence_explicit_5,100,0
LLM360/Amber,violence_liminal_1,100,1
LLM360/Amber,violence_liminal_2,100,0
LLM360/Amber,violence_liminal_4,100,0
LLM360/Amber,violence_liminal_5,100,1
LLM360/AmberChat,death_1,100,0
LLM360/AmberChat,death_2,100,0
LLM360/AmberChat,death_3,100,0
LLM360/AmberChat,death_4,100,0
LLM360/AmberChat,death_5,100,0
LLM360/AmberChat,neutral_1,100,0
LLM360/AmberChat,neutral_2,100,0
LLM360/AmberChat,neutral_3,100,0
LLM360/AmberChat,neutral_4,100,0
LLM360/AmberChat,neutral_5,100,0
LLM360/AmberChat,neutral_6,100,0
LLM360/AmberChat,neutral_7,100,0
LLM360/AmberChat,power_1,100,0
LLM360/AmberChat,power_2,100,0
LLM360/AmberChat,power_3,100,0
LLM360/AmberChat,power_4,100,0
LLM360/AmberChat,power_5,100,1
LLM360/AmberChat,profanity_1,100,0
LLM360/AmberChat,profanity_2,100,0
LLM360/AmberChat,profanity_3,100,0
LLM360/AmberChat,profanity_4,100,0
LLM360/AmberChat,profanity_5,100,1
LLM360/AmberChat,sexual_explicit_1,100,0
LLM360/AmberChat,sexual_explicit_2,100,0
LLM360/AmberChat,sexual_explicit_3,100,0
LLM360/AmberChat,sexual_explicit_4,100,0
LLM360/AmberChat,sexual_explicit_5,100,0
LLM360/AmberChat,sexual_liminal_1,100,0
LLM360/AmberChat,sexual_liminal_2,100,0
LLM360/AmberChat,sexual_liminal_3,100,0
LLM360/AmberChat,sexual_liminal_4,100,0
LLM360/AmberChat,sexual_liminal_5,100,0
LLM360/AmberChat,substance_1,100,0
LLM360/AmberChat,substance_2,100,0
LLM360/AmberChat,substance_3,100,0
LLM360/AmberChat,substance_4,100,0
LLM360/AmberChat,substance_5,100,0
LLM360/AmberChat,violence_explicit_1,100,0
LLM360/AmberChat,violence_explicit_2,100,1
LLM360/AmberChat,violence_explicit_3,100,0
LLM360/AmberChat,violence_explicit_4,100,0
LLM360/AmberChat,violence_explicit_5,100,0
LLM360/AmberChat,violence_liminal_1,100,0
LLM360/AmberChat,violence_liminal_2,100,1
LLM360/AmberChat,violence_liminal_4,100,0
LLM360/AmberChat,violence_liminal_5,100,0
LLM360/AmberSafe,death_1,100,0
LLM360/AmberSafe,death_2,100,0
LLM360/AmberSafe,death_3,100,0
LLM360/AmberSafe,death_4,100,0
LLM360/AmberSafe,death_5,100,0
LLM360/AmberSafe,neutral_1,100,0
