model,group,obs,null,null_sf,res,gap
HuggingFaceH4/zephyr-7b-beta,f11_gender_she_zh,1.4456718557445283,1.007371529191765,,6.379088572073803,-0.4383003265527632
HuggingFaceH4/zephyr-7b-beta,f11_gender_zh,0.9395398707326298,0.9982005758982091,,4.250149171369852,0.05866070516557931
HuggingFaceH4/zephyr-7b-beta,f11_guilt_zh,0.997910654909152,1.0040767162181017,,5.566864508254664,0.0061660613089497
HuggingFaceH4/zephyr-7b-beta,f11_holy_b_zh,0.9820057532769396,1.009484472043996,,4.110893329391988,0.02747871876705632
HuggingFaceH4/zephyr-7b-beta,f11_holy_zh,0.7531563678395132,1.0024254330784905,,3.910338724338182,0.2492690652389773
HuggingFaceH4/zephyr-7b-beta,f11_love_he_zh,1.0217530839557856,0.9892084861066032,,4.077954678735617,-0.0325445978491824
HuggingFaceH4/zephyr-7b-beta,f11_love_zh,1.276522348067398,0.9861526975940234,,4.241237648959947,-0.2903696504733746
HuggingFaceH4/zephyr-7b-beta,f11_loyal_zh,0.9336697477297877,0.9977258198190934,1.0276453787726099,3.5220729017402013,0.06405607208930564
HuggingFaceH4/zephyr-7b-beta,f11_parent_zh,0.9792953558435352,1.0049371843915895,,4.151457842970758,0.025641828548054302
HuggingFaceH4/zephyr-7b-beta,f11_reason_zh,0.9493030236806338,0.9992044634164696,,3.882882492924666,0.04990143973583583
HuggingFaceH4/zephyr-7b-beta,f11_sensation_zh,0.9236251751509998,0.9959979548440954,1.288498574577025,4.137335203794196,0.07237277969309552
HuggingFaceH4/zephyr-7b-beta,f11_trust_zh,0.8684426429101136,0.994945180558126,,4.9856378861674795,0.12650253764801234
HuggingFaceTB/SmolLM2-360M,f11_beauty_ugly_zh,0.8161372589311208,1.0006577424961158,,3.8061581114767185,0.18452048356499506
HuggingFaceTB/SmolLM2-360M,f11_beauty_zh,0.5911504409232676,1.0348922599835788,,4.256222298415876,0.4437418190603112
HuggingFaceTB/SmolLM2-360M,f11_captive_b_zh,0.821285540811181,1.038248232448962,,4.106762547477713,0.21696269163778092
HuggingFaceTB/SmolLM2-360M,f11_captive_zh,0.7395573297355418,1.0579114673115024,1.0294431126507053,4.394899301700047,0.31835413757596065
HuggingFaceTB/SmolLM2-360M,f11_class_zh,0.8623421306003439,1.0146420831845377,,3.872408762303818,0.15229995258419382
HuggingFaceTB/SmolLM2-360M,f11_create_zh,0.8200036640810371,1.0026825678036024,,3.407291971161486,0.18267890372256534
HuggingFaceTB/SmolLM2-360M,f11_desire_zh,0.8121141120020374,1.0063869952642237,,3.2704309886178056,0.19427288326218628
HuggingFaceTB/SmolLM2-360M,f11_faithful_zh,0.7874067077144892,1.0182058184560465,1.0282101976636286,3.564718457978746,0.23079911074155735
HuggingFaceTB/SmolLM2-360M,f11_gender_he_zh,0.8786217233357803,1.0157828559360365,,3.072218044312072,0.1371611326002562
HuggingFaceTB/SmolLM2-360M,f11_gender_she_zh,1.080507027867861,1.0089670476665487,,4.543040769957238,-0.07153998020131236
HuggingFaceTB/SmolLM2-360M,f11_gender_zh,1.108150396659575,1.026777267004358,,3.226767138736906,-0.08137312965521692
HuggingFaceTB/SmolLM2-360M,f11_guilt_zh,1.015318441355015,0.9940836706590032,,3.726405107070026,-0.021234770696011762
HuggingFaceTB/SmolLM2-360M,f11_holy_b_zh,0.9614002316690602,1.0009944848713506,,3.933447431109616,0.039594253202290375
HuggingFaceTB/SmolLM2-360M,f11_holy_zh,0.7935856489424752,1.0216968875928938,,3.923893793406507,0.2281112386504186
HuggingFaceTB/SmolLM2-360M,f11_love_he_zh,0.9063721993078542,0.9959310677200046,,3.804462122470389,0.08955886841215044
HuggingFaceTB/SmolLM2-360M,f11_love_zh,1.0541955056281502,1.0147494710337095,,3.512050182199443,-0.03944603459444074
HuggingFaceTB/SmolLM2-360M,f11_loyal_zh,0.9177315074270428,1.0074929517569082,1.0056419593701187,3.6306310541706854,0.08976144432986544
HuggingFaceTB/SmolLM2-360M,f11_parent_zh,0.8993042183585881,1.0004936531800737,,4.2275059366191465,0.10118943482148557
HuggingFaceTB/SmolLM2-360M,f11_reason_zh,0.9941421237317536,1.0263024604143482,,4.248002510548163,0.03216033668259466
HuggingFaceTB/SmolLM2-360M,f11_sensation_zh,1.024868699532884,1.0045156795799377,0.9985251175151784,3.3192035811727036,-0.02035301995294625
HuggingFaceTB/SmolLM2-360M,f11_trust_zh,0.9332263801574328,1.0105742556724167,,3.2349635767060643,0.0773478755149839
HuggingFaceTB/SmolLM2-360M-Instruct,f11_beauty_ugly_zh,1.040651065825471,0.9956299075686906,,3.722131908941788,-0.045021158256780436
HuggingFaceTB/SmolLM2-360M-Instruct,f11_beauty_zh,0.7831691037960404,1.0552861680098857,,3.5567985936198805,0.2721170642138453
HuggingFaceTB/SmolLM2-360M-Instruct,f11_captive_b_zh,0.8353757648281807,1.0050192601896861,,7.006542112106,0.16964349536150547
HuggingFaceTB/SmolLM2-360M-Instruct,f11_captive_zh,0.8499865600528403,1.0138603272337146,1.2537906327402732,4.537113469802499,0.1638737671808742
HuggingFaceTB/SmolLM2-360M-Instruct,f11_class_zh,0.748729070235731,1.0040157504364875,,3.709605717750264,0.2552866802007565
HuggingFaceTB/SmolLM2-360M-Instruct,f11_create_zh,0.9926070957532347,0.994999442635568,,3.3078525804886403,0.0023923468823333627
HuggingFaceTB/SmolLM2-360M-Instruct,f11_desire_zh,0.5707271766124762,0.9976007366074466,,3.4365440269184115,0.42687355999497045
HuggingFaceTB/SmolLM2-360M-Instruct,f11_faithful_zh,1.1718545819919461,1.0086253850670963,0.9658444404258707,3.940717153864213,-0.16322919692484983
HuggingFaceTB/SmolLM2-360M-Instruct,f11_gender_he_zh,0.8994659736390981,1.0050058219328668,,4.05349559616081,0.10553984829376872
HuggingFaceTB/SmolLM2-360M-Instruct,f11_gender_she_zh,0.9877213296209478,1.00634079882142,,4.655661279857532,0.018619469200472083
HuggingFaceTB/SmolLM2-360M-Instruct,f11_gender_zh,1.005558966778676,1.0103093789485822,,3.973161174344918,0.004750412169906237
HuggingFaceTB/SmolLM2-360M-Instruct,f11_guilt_zh,0.9697758129105652,1.0016909017175792,,3.723414484514484,0.03191508880701399
HuggingFaceTB/SmolLM2-360M-Instruct,f11_holy_b_zh,1.0542111731195616,1.0081759989269723,,4.064064012458398,-0.04603517419258929
HuggingFaceTB/SmolLM2-360M-Instruct,f11_holy_zh,0.7326969074929865,0.9947198622255412,,3.678275269196043,0.26202295473255466
HuggingFaceTB/SmolLM2-360M-Instruct,f11_love_he_zh,0.8005196207188454,0.9970203424052808,,3.384727213796439,0.1965007216864354
HuggingFaceTB/SmolLM2-360M-Instruct,f11_love_zh,1.012352673263761,1.0023276688611888,,3.284133898400151,-0.010025004402572257
HuggingFaceTB/SmolLM2-360M-Instruct,f11_loyal_zh,0.8408170874179192,1.0173746105982961,0.9274435521249912,3.771761370988099,0.17655752318037699
HuggingFaceTB/SmolLM2-360M-Instruct,f11_parent_zh,1.0832205538780828,1.0148079881105856,,3.9614673593430356,-0.06841256576749721
HuggingFaceTB/SmolLM2-360M-Instruct,f11_reason_zh,0.9040098583294619,1.0158349066741694,,4.532229279039665,0.11182504834470752
HuggingFaceTB/SmolLM2-360M-Instruct,f11_sensation_zh,0.9396650739404661,0.9995101236726116,0.9989150517805151,3.857294801346431,0.05984504973214555
HuggingFaceTB/SmolLM2-360M-Instruct,f11_trust_zh,1.0099744239899575,1.0126470739699056,,3.5282123212522265,0.002672649979948094
HuggingFaceTB/SmolLM3-3B,f11_beauty_ugly_zh,0.9925732779405764,1.0018860315210656,,5.339663984687565,0.00931275358048922
HuggingFaceTB/SmolLM3-3B,f11_beauty_zh,0.6676886666327546,0.9966120629709871,,3.750017136705271,0.32892339633823253
HuggingFaceTB/SmolLM3-3B,f11_captive_b_zh,1.0810370761688335,1.0148648090552745,,4.626477966221738,-0.06617226711355895
HuggingFaceTB/SmolLM3-3B,f11_captive_zh,1.0991070966255214,1.0153195609149157,1.0724787928550692,4.159747131303932,-0.08378753571060571
HuggingFaceTB/SmolLM3-3B,f11_class_zh,0.8508471308439255,1.0113907600800744,,5.132344487587923,0.16054362923614895
HuggingFaceTB/SmolLM3-3B,f11_create_zh,0.8963855913463604,1.011241549566701,,3.18968404605167,0.11485595822034067
HuggingFaceTB/SmolLM3-3B,f11_desire_zh,1.378317007281075,1.0217614733002147,,3.5921768345506018,-0.3565555339808604
HuggingFaceTB/SmolLM3-3B,f11_faithful_zh,0.9431867184737377,0.9980037683628339,1.2399991936210684,5.188439393783216,0.05481704988909619
HuggingFaceTB/SmolLM3-3B,f11_gender_he_zh,0.9644373451476363,1.0116875099885267,,6.919215544376507,0.047250164840890396
HuggingFaceTB/SmolLM3-3B,f11_gender_she_zh,1.0494876376699733,1.0253738651483726,,4.3853960603923925,-0.02411377252160074
HuggingFaceTB/SmolLM3-3B,f11_gender_zh,0.9999651065045094,1.000420741056104,,3.91256001725323,0.00045563455159447486
HuggingFaceTB/SmolLM3-3B,f11_guilt_zh,0.97574482560853,1.0010978141720743,,3.755555706215208,0.025352988563544288
HuggingFaceTB/SmolLM3-3B,f11_holy_b_zh,1.721382223095271,1.0023739912566914,,3.9389667701911244,-0.7190082318385795
HuggingFaceTB/SmolLM3-3B,f11_holy_zh,0.9588843704635877,1.0059920505716646,,3.487259195022826,0.04710768010807698
HuggingFaceTB/SmolLM3-3B,f11_love_he_zh,0.9122767088189505,0.9995275219958935,,3.1615212094601968,0.08725081317694294
HuggingFaceTB/SmolLM3-3B,f11_love_zh,0.9141765619771278,1.0058744182577288,,3.4598640385744766,0.09169785628060101
HuggingFaceTB/SmolLM3-3B,f11_loyal_zh,0.8209199628310919,1.0107340805925118,1.0706778400481514,3.3433623338310032,0.18981411776141988
HuggingFaceTB/SmolLM3-3B,f11_parent_zh,0.9235568500016113,1.0134925502227183,,5.780084380354742,0.08993570022110708
HuggingFaceTB/SmolLM3-3B,f11_reason_zh,0.9781696126792804,1.0000536168832843,,4.377300733278203,0.021884004204003937
HuggingFaceTB/SmolLM3-3B,f11_sensation_zh,0.9736305858947514,1.014320878676086,0.9930125804840226,3.6741450187682667,0.040690292781334625
HuggingFaceTB/SmolLM3-3B,f11_trust_zh,0.881148294184175,0.9930270098153662,,3.769423928526386,0.11187871563119123
HuggingFaceTB/SmolLM3-3B-Base,f11_beauty_ugly_zh,0.7006832578543003,1.015270736183133,,5.31522142138777,0.3145874783288327
HuggingFaceTB/SmolLM3-3B-Base,f11_beauty_zh,0.7834203214717642,1.0132490138116261,,3.2671389599190475,0.22982869233986192
HuggingFaceTB/SmolLM3-3B-Base,f11_captive_b_zh,0.9458481072155885,1.0336160533906518,,4.221324123207794,0.08776794617506323
HuggingFaceTB/SmolLM3-3B-Base,f11_captive_zh,0.8338168412918502,1.0099240193379047,1.0446863003979374,4.519503892967471,0.17610717804605447
HuggingFaceTB/SmolLM3-3B-Base,f11_class_zh,0.7560289608904422,1.0074748901090165,,4.838676327160641,0.2514459292185742
HuggingFaceTB/SmolLM3-3B-Base,f11_create_zh,0.7698214748022697,1.0019251385262868,,3.2993553787461827,0.23210366372401714
HuggingFaceTB/SmolLM3-3B-Base,f11_desire_zh,1.046026569601241,1.0129874779024453,,3.5740968712593517,-0.03303909169879571
HuggingFaceTB/SmolLM3-3B-Base,f11_faithful_zh,0.7811634390092802,0.995828332032183,1.0774337729481007,4.571196784542833,0.21466489302290281
HuggingFaceTB/SmolLM3-3B-Base,f11_gender_he_zh,1.0643081014396016,1.005187512764905,,4.111941531864475,-0.059120588674696606
